name_E,Smc3_E,Pol2_E,H4k20me1_E,H3k27ac_E,H3k9ac_E,DNaseI_E,H3k4me2_E,Rad21_E,H3k27me3_E,H3k4me3_E,Ctcf_E,H3k79me2_E,H3k4me1_E,H3k36me3_E
chr1_85038681_85038996,6.29648048683066,4.81191,0.0,0.0,0.0,5.6201,5.09094,0.0,0.0,0.0,0.0,3.06318,3.10017,0.0
chr1_85225280_85225579,4.28137297494787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8298,0.0
chr1_85349108_85349420,3.02834473217707,0.0,2.77419,4.21795,0.0,4.94606,3.78152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_85643319_85643587,5.2633028892247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_85779776_85780132,7.46461638254205,1.74287,3.10496,3.4504,6.4071,4.04968,3.60405,1.98973,0.0,0.0,0.0,0.0,4.44204,0.0
chr1_85794698_85795078,10.8227284612807,2.52772,2.81754,2.93623,3.98409,5.222,4.22512,0.0,0.0,0.0,0.0,0.0,2.75417,0.0
chr1_85968002_85968172,7.02271938327921,0.0,2.43009,5.56651,6.31049,7.04749,6.45701,0.0,0.0,0.0,0.0,2.32379,5.48898,0.0
chr1_85991291_85991622,7.24434963187159,1.43812,2.04184,2.04073,0.0,3.47628,0.0,1.44385,0.0,0.0,2.15942,0.0,0.0,0.0
chr1_86072885_86073441,14.2138728443229,4.85076,2.96461,2.6711,3.0435,4.82896,3.1184,4.03158,0.0,0.0,2.37936,0.0,2.3729,0.0
chr1_86077578_86077925,16.4391886190927,3.62243,3.21849,2.35925,3.1719,3.55342,3.35091,1.86944,0.0,0.0,0.0,0.0,2.27054,0.0
chr1_86078461_86078819,33.0612825594649,3.62243,3.21849,2.35925,3.1719,3.55342,3.35091,6.21314,0.0,0.0,13.82402,0.0,2.27054,0.0
chr1_8720526_8720683,7.0135214867763,2.09427,2.35325,3.58848,3.94264,5.14075,3.83965,0.0,0.0,0.0,0.0,0.0,2.89498,0.0
chr1_87240012_87240427,8.13000042529652,0.0,3.20802,3.87681,4.40642,4.18133,4.9011,0.0,0.0,4.36428,0.0,0.0,3.16427,0.0
chr1_87253936_87254322,3.64524805835717,0.0,3.35968,0.0,0.0,6.07257,3.56535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_87258759_87259068,3.03577092686615,0.0,3.08847,4.64879,4.81901,5.76677,4.99175,0.0,0.0,0.0,0.0,0.0,3.92065,0.0
chr1_87689823_87690165,6.52856071393842,0.0,2.68888,0.0,0.0,5.54855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_87799623_87799998,3.59578135815611,0.0,0.0,2.35503,0.0,0.0,2.45169,0.0,0.0,0.0,0.0,2.4378,3.79176,2.88109
chr1_87800631_87801610,12.3882342369006,0.0,0.0,2.35503,2.36474,2.23055,2.45169,3.8962,0.0,2.42969,6.66223,2.12607,0.0,0.0
chr1_89167079_89167239,3.85405460476637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32097,0.0
chr1_8933581_8933925,12.2086971094603,2.20047,1.76315,0.0,0.0,5.6718,1.85739,0.0,0.0,0.0,0.0,0.0,2.04638,0.0
chr1_8964053_8964236,5.09270451943904,0.0,4.04231,4.90818,3.3274,6.7215,6.34593,0.0,0.0,0.0,0.0,0.0,3.55467,0.0
chr1_89739985_89740544,3.06330128066194,0.0,0.0,0.0,0.0,2.49736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_90022562_90022945,3.34660404058308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_90101821_90102213,3.62935560932692,0.0,3.73,3.26944,0.0,4.16399,2.88557,0.0,0.0,0.0,0.0,0.0,2.90094,0.0
chr1_90137741_90138074,8.03316311891473,0.0,2.66887,0.0,0.0,4.75428,0.0,0.0,0.0,0.0,0.0,0.0,2.54938,0.0
chr1_90189523_90189798,3.73024393269385,0.0,3.61356,0.0,0.0,5.89733,0.0,0.0,0.0,0.0,0.0,2.60028,3.59881,0.0
chr1_90190139_90190909,6.60930274503316,0.0,3.61356,4.15628,3.90214,5.89733,4.52682,1.94984,0.0,0.0,0.0,0.0,3.59881,0.0
chr1_90204490_90205244,5.79399989311948,0.0,2.57267,3.3317,3.18093,4.84644,4.07224,3.12357,0.0,0.0,0.0,0.0,3.37556,0.0
chr1_90274070_90274340,3.193545661154,0.0,2.77303,0.0,0.0,2.43719,3.72823,0.0,0.0,0.0,0.0,0.0,3.62235,0.0
chr1_90309838_90310280,7.25603999017751,2.09264,0.0,4.33869,4.58716,3.47752,3.92953,4.16897,0.0,5.89347,0.0,2.66749,2.58377,0.0
chr1_90372321_90372729,6.38395226100047,0.0,0.0,2.82834,4.01091,3.12699,4.33807,0.0,0.0,0.0,0.0,0.0,2.5075,0.0
chr1_90374317_90375036,4.53784465836245,0.0,3.03299,2.23082,0.0,3.12699,3.01124,0.0,0.0,0.0,0.0,0.0,2.01118,0.0
chr1_9127395_9127559,8.05220691496104,0.0,0.0,3.39158,0.0,9.38713,3.51073,0.0,0.0,0.0,3.3591,0.0,3.15963,0.0
chr1_9179840_9180024,3.08045842264302,0.0,2.61585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07205
chr1_92048213_92048455,15.5035177041007,0.0,0.0,4.25323,4.05363,5.91374,4.15211,0.0,0.0,0.0,0.0,0.0,4.48946,0.0
chr1_92048914_92049154,5.93924056954524,0.0,3.96629,4.25323,3.68233,5.91374,4.15211,2.97828,0.0,0.0,0.0,0.0,2.83342,0.0
chr1_92116335_92116643,11.068423916944,0.0,3.05447,4.97552,4.33786,7.00165,6.35069,2.79558,0.0,0.0,0.0,0.0,3.97749,0.0
chr1_92196214_92196626,6.3693524659565,0.0,0.0,0.0,0.0,3.98218,0.0,0.0,0.0,0.0,0.0,2.73194,0.0,0.0
chr1_92198149_92198440,9.00281808901037,0.0,2.62938,0.0,0.0,3.98218,3.14821,1.8015,0.0,0.0,0.0,0.0,3.0724,2.51369
chr1_92202579_92202753,8.63141962572487,0.0,3.09571,4.3868,4.30867,3.77528,5.28865,2.34066,0.0,5.65457,0.0,0.0,3.19874,0.0
chr1_92207117_92207174,7.34415328883792,0.0,0.0,0.0,0.0,3.59212,0.0,0.0,0.0,0.0,0.0,0.0,2.97029,0.0
chr1_9291783_9292106,10.4140825219972,0.0,0.0,0.0,0.0,3.1277,0.0,0.0,0.0,0.0,0.0,0.0,2.98967,0.0
chr1_9293549_9293739,10.6794479172938,1.74796,0.0,0.0,0.0,3.22433,0.0,0.0,0.0,0.0,0.0,0.0,2.52996,0.0
chr1_93002551_93002867,4.84183854699906,0.0,0.0,0.0,0.0,4.59408,2.98275,0.0,0.0,0.0,0.0,0.0,3.3784,0.0
chr1_93270252_93270588,4.44952301114479,0.0,2.76391,5.55537,4.50578,10.43796,4.87421,3.06707,0.0,0.0,0.0,0.0,3.86486,0.0
chr1_9335683_9335930,15.446121121396,0.0,2.93228,3.57679,2.93584,5.33781,4.9607,2.22933,0.0,0.0,3.91896,0.0,3.07934,0.0
chr1_9399032_9399161,6.70655500219342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55066,0.0
chr1_94127789_94128026,4.15334379089296,0.0,0.0,2.39131,3.37973,3.80579,3.39163,2.09377,0.0,0.0,0.0,0.0,0.0,0.0
chr1_94158601_94159338,7.114463124741874,0.0,0.0,3.27379,3.24893,4.73268,4.12856,0.0,0.0,0.0,0.0,0.0,3.0959,0.0
chr1_94167175_94167520,12.6545463233606,0.0,3.28113,3.78471,3.64222,9.77627,3.15643,0.0,0.0,0.0,0.0,0.0,3.23466,3.1138
chr1_941791_942135,3.88860314615839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_94201362_94201612,21.7975663879334,0.0,2.6943,3.22334,0.0,5.51821,3.05873,3.78161,0.0,0.0,6.91581,0.0,2.58071,0.0
chr1_94224546_94224929,4.80007449436433,0.0,0.0,3.57451,4.01928,5.05145,3.80031,1.71697,0.0,0.0,0.0,2.35101,3.08528,0.0
chr1_94244939_94245309,6.3779996341612,0.0,3.17885,3.58394,0.0,7.56759,0.0,2.82018,0.0,0.0,0.0,0.0,3.76822,0.0
chr1_94429275_94429464,3.4497174494908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_94527681_94527931,5.24978145540083,0.0,0.0,2.94003,0.0,4.54889,3.4096,8.1237,0.0,0.0,0.0,0.0,2.66194,0.0
chr1_94532879_94533090,8.51013592723704,0.0,0.0,2.73142,0.0,4.3857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_94557832_94558157,3.22386563097815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_94583651_94584037,3.15418059472538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_94626535_94626661,7.96764561716657,0.0,2.89639,0.0,0.0,9.78507,0.0,0.0,0.0,0.0,0.0,0.0,2.91922,0.0
chr1_94701813_94701865,8.60995908752747,0.0,2.42479,4.59668,0.0,0.0,4.34264,0.0,2.62788,0.0,0.0,2.74983,3.63859,0.0
chr1_95063321_95063608,9.08081569240004,0.0,0.0,0.0,0.0,5.46179,0.0,0.0,0.0,0.0,0.0,2.50989,0.0,0.0
chr1_95113814_95114327,20.0184665432693,2.02351,2.63475,2.98438,4.78937,7.5768,5.72403,2.19114,0.0,0.0,0.0,0.0,2.79222,0.0
chr1_95155573_95156005,9.73666206926996,0.0,0.0,0.0,0.0,6.28008,0.0,0.0,0.0,0.0,0.0,0.0,2.74561,0.0
chr1_95179307_95179605,3.28268835583842,0.0,0.0,3.12043,4.01055,8.87715,3.28818,3.15989,0.0,0.0,0.0,0.0,2.43794,0.0
chr1_95189546_95189834,6.76203865698233,0.0,0.0,0.0,0.0,3.53179,0.0,0.0,0.0,0.0,0.0,0.0,1.90063,0.0
chr1_95193393_95193837,8.01522015561155,0.0,3.00466,3.67312,3.96116,5.62173,4.89892,0.0,0.0,0.0,0.0,0.0,3.26727,0.0
chr1_95221261_95221551,6.71810957879397,0.0,3.46789,3.39776,3.50253,8.13635,4.23149,3.29021,0.0,0.0,0.0,0.0,2.7683,0.0
chr1_95258204_95258621,7.08915841278987,0.0,3.6068,4.05706,3.76641,4.83518,4.41972,2.21648,0.0,0.0,3.3591,0.0,3.17895,0.0
chr1_95331900_95332266,4.15225689327945,0.0,0.0,2.69487,3.21193,3.68366,0.0,0.0,0.0,0.0,0.0,0.0,2.61918,0.0
chr1_95464838_95464926,3.33819227991339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_956563_956812,9.63907318680221,2.54472,0.0,3.34284,3.50265,4.07326,4.12454,0.0,0.0,4.5252,0.0,2.57886,2.60844,0.0
chr1_96828119_96828533,11.5715545395899,0.0,3.54492,3.13248,3.40925,7.09505,4.09446,1.71358,0.0,0.0,0.0,0.0,2.4888,0.0
chr1_98315619_98315765,5.14431200526737,0.0,0.0,0.0,0.0,9.35628,3.79689,0.0,0.0,0.0,0.0,0.0,2.6853,0.0
chr1_98512823_98513144,5.73607223341392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_98518546_98518920,14.009448568167,0.0,0.0,3.80518,4.67198,3.56604,3.64605,2.28606,0.0,0.0,2.98587,0.0,3.00722,0.0
chr1_98788970_98789228,7.34233821455467,0.0,4.09046,3.3188,3.46277,4.67182,3.05583,1.84396,0.0,0.0,0.0,0.0,2.64253,0.0
chr10_3137708_3138098,0.0,2.66107,2.34133,2.38844,0.0,6.24675,2.7371,2.19311,0.0,0.0,0.0,0.0,0.0,0.0
chr10_5590959_5591270,0.0,1.8956,2.7942,2.43716,2.82334,5.42564,3.26694,2.39767,0.0,0.0,0.0,0.0,2.20395,0.0
chr10_652657_652929,0.0,2.49061,0.0,0.0,0.0,4.77788,0.0,3.09532,0.0,0.0,0.0,1.84704,0.0,2.71096
chr1_108741685_108742156,0.0,1.69423,0.0,4.41267,4.29079,4.96355,3.51044,0.0,0.0,4.98881,0.0,2.84804,0.0,0.0
chr1_109246671_109246905,0.0,2.81674,3.08642,3.61017,0.0,6.07747,3.91814,2.17923,0.0,0.0,0.0,0.0,3.69187,0.0
chr1_1093610_1093958,0.0,3.76067,0.0,4.791,5.25592,0.0,7.03416,0.0,0.0,6.07731,0.0,0.0,4.66284,0.0
chr1_110537379_110537528,0.0,3.15896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_112058341_112058601,0.0,2.00067,0.0,4.11184,3.52481,5.71823,6.48462,2.80659,0.0,5.34711,0.0,2.64676,4.40504,0.0
chr1_112286281_112286588,0.0,1.42054,3.24014,3.12712,0.0,4.44656,2.00602,0.0,0.0,0.0,0.0,0.0,2.95491,0.0
chr1_1136075_1136463,0.0,3.79076,0.0,0.0,0.0,0.0,5.19152,0.0,0.0,0.0,0.0,0.0,2.59969,0.0
chr1_1143531_1144198,0.0,2.51097,0.0,4.8174,5.73671,5.69348,6.84725,2.79389,0.0,4.90757,0.0,0.0,4.15136,0.0
chr1_116918925_116919548,0.0,1.33758,0.0,2.16962,0.0,2.7758,0.0,0.0,0.0,0.0,0.0,0.0,2.5604,0.0
chr1_120255895_120256325,0.0,4.86338,0.0,3.9671,4.39441,5.15255,3.29221,0.0,0.0,4.85326,0.0,2.31926,2.70278,3.51809
chr1_120692453_120692808,0.0,2.42997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_12675687_12675874,0.0,2.55725,0.0,2.48872,2.5281,2.52813,2.46529,2.30961,0.0,2.9874,0.0,0.0,0.0,0.0
chr1_144533627_144534178,0.0,5.58084,0.0,3.12454,3.15462,4.10471,4.87935,0.0,3.34664,7.69262,0.0,0.0,0.0,3.61741
chr1_152007615_152008057,0.0,3.5722,0.0,3.50145,3.84888,3.06838,3.09496,0.0,0.0,4.74328,6.10123,2.78662,3.2366,0.0
chr1_153504746_153504953,0.0,7.44575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27134,0.0
chr1_154299137_154299452,0.0,5.08067,0.0,3.68424,3.79821,3.50646,2.94786,0.0,0.0,4.11318,0.0,2.4003,2.67103,0.0
chr1_154973036_154973200,0.0,2.24772,0.0,2.46723,2.59658,0.0,2.3156,0.0,0.0,2.76281,0.0,0.0,0.0,0.0
chr1_155830201_155830522,0.0,2.18119,0.0,3.20885,3.07802,4.45936,3.1485,0.0,0.0,3.10092,0.0,0.0,2.88885,0.0
chr1_156073142_156073699,0.0,3.75046,0.0,2.8643,2.96938,2.95686,2.13186,0.0,0.0,0.0,0.0,0.0,2.04077,0.0
chr1_156074715_156075305,0.0,3.75046,0.0,2.8643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04077,0.0
chr1_156089405_156089622,0.0,2.35947,2.20345,0.0,0.0,2.8027,0.0,1.92778,0.0,0.0,0.0,0.0,1.88781,0.0
chr1_156095033_156095181,0.0,2.76042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58727,0.0,0.0
chr1_156103413_156103690,0.0,2.47452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_156251648_156251762,0.0,2.95144,2.63492,0.0,0.0,5.06557,4.11556,0.0,0.0,5.74716,0.0,2.98683,2.86398,0.0
chr1_156468556_156468776,0.0,6.3085,1.88116,0.0,0.0,2.21139,2.31888,2.21746,0.0,3.46376,0.0,1.91016,0.0,0.0
chr1_157076072_157076782,0.0,1.43124,0.0,5.72157,4.09706,6.62058,6.20003,0.0,0.0,0.0,0.0,0.0,4.27964,0.0
chr1_157106691_157107326,0.0,5.95061,3.44678,3.54538,4.20852,0.0,4.1036,0.0,0.0,4.88899,0.0,3.59628,3.23674,0.0
chr1_161170933_161171185,0.0,3.47944,0.0,3.26297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06197,0.0
chr1_161352257_161352597,0.0,1.47624,0.0,3.80207,3.92472,6.39929,4.32969,4.69897,0.0,0.0,11.33699,0.0,4.27044,0.0
chr1_162508612_162508929,0.0,2.06019,3.9815,3.47565,0.0,4.1363,3.69061,2.85722,0.0,0.0,4.47881,0.0,0.0,0.0
chr1_162954567_162954830,0.0,1.82248,0.0,0.0,0.0,5.87213,0.0,2.3176,0.0,0.0,0.0,0.0,0.0,0.0
chr1_163006587_163006657,0.0,1.75003,0.0,0.0,0.0,8.60088,0.0,0.0,0.0,0.0,0.0,0.0,4.08081,0.0
chr1_16401814_16401932,0.0,2.87768,0.0,0.0,0.0,5.07815,2.88569,0.0,0.0,0.0,0.0,0.0,2.89036,0.0
chr1_171712214_171712716,0.0,3.37401,2.54741,3.41247,0.0,3.82607,3.3301,0.0,0.0,0.0,0.0,0.0,2.87474,0.0
chr1_172106187_172106635,0.0,1.64142,3.15472,4.04081,0.0,4.33846,3.7937,0.0,0.0,0.0,0.0,0.0,3.23931,0.0
chr1_180200315_180200683,0.0,3.38182,0.0,0.0,0.0,3.18486,3.2097,0.0,0.0,3.71143,0.0,0.0,2.38202,0.0
chr1_181060502_181060611,0.0,4.63263,2.07913,0.0,0.0,0.0,2.1365,0.0,0.0,0.0,0.0,2.36835,0.0,0.0
chr1_192458942_192459176,0.0,2.10597,2.65958,2.8007,0.0,5.47879,3.15247,2.05816,0.0,0.0,0.0,0.0,3.01767,0.0
chr1_19277155_19277462,0.0,1.85326,0.0,3.41059,3.48536,0.0,2.658,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_192783033_192783090,0.0,6.94813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_198650930_198651643,0.0,1.8682,0.0,6.1977,4.88562,7.51539,8.42436,2.20193,0.0,4.16886,0.0,0.0,3.0554,0.0
chr1_201160901_201161255,0.0,2.2564,0.0,0.0,0.0,11.22407,0.0,0.0,0.0,0.0,0.0,0.0,3.25306,0.0
chr1_201463619_201463933,0.0,1.79694,1.7073,2.07345,2.52842,3.07691,2.28263,0.0,0.0,0.0,0.0,0.0,1.76724,1.86766
chr1_201500233_201500477,0.0,1.89857,0.0,0.0,0.0,4.14689,4.76673,12.45906,0.0,0.0,17.47415,0.0,2.89305,0.0
chr1_204363456_204363666,0.0,1.96602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_204386444_204387188,0.0,1.84273,3.42616,3.56051,4.31785,4.84373,4.8499,0.0,0.0,4.37748,0.0,0.0,2.80545,0.0
chr1_206859748_206860259,0.0,7.21234,1.94397,3.60215,3.93237,0.0,2.60274,2.26782,0.0,4.35308,0.0,1.84588,0.0,0.0
chr1_207063537_207063710,0.0,2.95081,0.0,3.32269,0.0,4.05577,0.0,0.0,0.0,0.0,0.0,0.0,2.36577,0.0
chr1_207509006_207509478,0.0,2.10597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_211590216_211590571,0.0,3.17741,2.89621,3.11214,3.91662,5.36198,4.20893,0.0,0.0,6.7659,0.0,0.0,3.00266,0.0
chr1_212658172_212658571,0.0,2.057,2.95794,0.0,0.0,4.84231,0.0,2.50612,0.0,0.0,0.0,2.5557,2.37751,0.0
chr1_212661846_212662402,0.0,1.81235,0.0,4.29663,3.41219,5.04678,4.7895,0.0,0.0,0.0,0.0,0.0,2.62632,0.0
chr1_212841280_212841455,0.0,2.68667,0.0,3.60035,3.54009,5.80389,4.07905,1.90077,0.0,3.94362,0.0,0.0,2.57569,0.0
chr1_2177615_2177829,0.0,2.46907,1.82956,3.60731,3.59808,6.73185,5.00442,2.38263,0.0,4.49142,0.0,0.0,2.2492,0.0
chr1_2231691_2232185,0.0,3.10204,0.0,0.0,3.42829,3.55711,3.28283,0.0,0.0,0.0,0.0,0.0,2.19952,0.0
chr1_223964690_223965055,0.0,1.61,0.0,0.0,2.83784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.40952,0.0
chr1_224811590_224812043,0.0,1.96557,2.76601,3.36278,2.88331,6.34819,4.02265,2.01276,0.0,0.0,0.0,0.0,3.17276,0.0
chr1_225845408_225845613,0.0,2.98346,0.0,2.41676,0.0,3.16006,2.25545,4.11633,0.0,0.0,0.0,0.0,2.71245,0.0
chr1_226187685_226188168,0.0,5.44044,0.0,5.20016,5.40535,0.0,4.86951,0.0,0.0,0.0,0.0,0.0,3.38979,0.0
chr1_226849753_226849884,0.0,1.83205,0.0,0.0,2.75679,0.0,0.0,0.0,0.0,0.0,2.55932,0.0,2.3036,0.0
chr1_226890098_226890374,0.0,2.13888,3.6461,4.80088,5.84216,5.07036,5.06812,0.0,0.0,0.0,0.0,3.07615,3.32151,0.0
chr1_227751865_227752213,0.0,4.44595,0.0,8.82922,8.05125,6.86774,5.79404,2.14621,0.0,9.68349,0.0,2.59363,2.52369,0.0
chr1_228273480_228273740,0.0,4.12852,1.71179,0.0,0.0,3.5862,2.49596,0.0,0.0,0.0,0.0,0.0,2.4889,0.0
chr1_23076914_23077145,0.0,3.40967,2.50951,4.85774,0.0,5.71386,4.61928,1.73531,0.0,3.56857,0.0,0.0,2.12455,0.0
chr1_233249275_233249581,0.0,1.76431,3.95356,3.68202,4.27541,6.37577,4.95656,2.14621,0.0,4.4345,0.0,0.0,3.23032,0.0
chr1_234736336_234736615,0.0,6.6036,0.0,2.636,3.99666,0.0,3.34729,1.41823,0.0,0.0,0.0,0.0,2.77136,0.0
chr1_235104770_235105153,0.0,3.45512,0.0,2.5198,3.26011,3.33572,3.28855,2.25994,0.0,0.0,0.0,0.0,2.10397,0.0
chr1_235106929_235107153,0.0,3.45512,3.00938,2.5198,3.26011,3.33572,3.28855,2.25994,0.0,0.0,0.0,0.0,2.19736,0.0
chr1_235108272_235108467,0.0,3.45512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97537,0.0
chr1_235122652_235122939,0.0,2.57477,0.0,2.70174,3.89123,0.0,4.32652,0.0,0.0,0.0,0.0,0.0,2.97756,0.0
chr1_235668656_235669018,0.0,5.76695,0.0,3.93622,4.14721,0.0,3.78135,0.0,0.0,4.31314,0.0,0.0,0.0,0.0
chr1_236030835_236031025,0.0,2.12413,0.0,4.31586,4.36795,6.32621,4.54638,3.39597,0.0,0.0,0.0,0.0,4.44072,0.0
chr1_236031049_236031919,0.0,2.12413,0.0,4.31586,0.0,0.0,4.54638,3.39597,0.0,0.0,0.0,0.0,4.44072,0.0
chr1_25566195_25566411,0.0,3.6918,0.0,6.12753,4.71235,7.75919,4.63251,4.43742,0.0,8.15503,10.69938,0.0,2.66713,0.0
chr1_26201699_26201757,0.0,2.10597,0.0,3.86419,4.10681,4.43948,4.08654,3.63206,0.0,6.07861,3.73234,0.0,2.4413,0.0
chr1_26827232_26827869,0.0,3.11509,0.0,5.30424,4.77112,4.14112,4.59427,0.0,0.0,6.03092,0.0,0.0,3.93387,0.0
chr1_27191386_27191927,0.0,4.69457,3.48013,6.49018,4.82554,7.95862,5.64527,0.0,0.0,6.71379,0.0,0.0,3.22664,0.0
chr1_31320336_31320627,0.0,3.85564,0.0,3.45574,3.74149,6.35993,3.4534,4.9396,0.0,0.0,0.0,0.0,3.44497,0.0
chr1_31401933_31402089,0.0,1.7509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39481,0.0
chr1_32253647_32254040,0.0,2.58734,0.0,3.63643,3.90193,4.45154,5.0007,8.38675,0.0,6.97171,0.0,2.75027,3.15284,0.0
chr1_3231556_3231634,0.0,3.17864,0.0,0.0,0.0,4.80018,3.6898,2.72404,0.0,0.0,0.0,0.0,0.0,0.0
chr1_36183411_36183689,0.0,4.13025,2.45854,4.70643,4.64026,4.63572,4.33112,0.0,0.0,5.9555,0.0,2.53068,3.0323,0.0
chr1_3817648_3818071,0.0,2.2404,0.0,4.01238,4.01869,6.21202,3.79201,0.0,0.0,4.82753,0.0,0.0,3.69162,0.0
chr1_38495782_38495936,0.0,1.8322,0.0,4.22887,3.72751,3.35804,4.43485,1.96736,0.0,0.0,0.0,0.0,3.13186,0.0
chr1_46268583_46268737,0.0,2.61492,3.14606,4.54053,5.39099,7.17557,4.88179,1.91381,0.0,5.84404,0.0,0.0,3.98057,0.0
chr1_46712372_46712767,0.0,2.98597,0.0,6.64279,7.35273,6.54412,5.74859,0.0,0.0,8.33311,0.0,0.0,0.0,0.0
chr1_54739679_54739787,0.0,1.60288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97162,0.0
chr1_59281510_59281579,0.0,2.09344,3.24518,3.88537,4.56845,4.91138,4.33482,3.10053,0.0,6.15545,0.0,0.0,3.09786,0.0
chr1_70877943_70877992,0.0,6.5336,0.0,0.0,0.0,6.01804,4.16218,0.0,0.0,0.0,0.0,2.86143,2.66842,0.0
chr1_72749220_72749791,0.0,3.93072,2.90696,3.19561,3.79662,3.68411,2.79484,2.37977,0.0,3.62086,0.0,0.0,0.0,0.0
chr1_7609389_7609632,0.0,3.91945,2.66118,0.0,0.0,4.36984,0.0,0.0,0.0,0.0,0.0,0.0,3.93942,0.0
chr1_7843556_7843653,0.0,2.15384,0.0,4.95207,4.94774,0.0,5.84584,0.0,0.0,5.44695,0.0,0.0,0.0,0.0
chr1_8070132_8070398,0.0,5.66033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05644
chr1_8143203_8143348,0.0,2.60547,0.0,3.78029,0.0,5.73152,0.0,2.66351,0.0,0.0,0.0,0.0,3.70596,0.0
chr1_8154517_8154933,0.0,2.19372,3.77947,2.77181,4.78265,3.35549,4.37584,2.80187,0.0,0.0,0.0,2.54797,3.03721,0.0
chr1_85737728_85738105,0.0,4.73845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_85795855_85796291,0.0,2.52772,2.81754,2.93623,3.98409,4.99285,4.22512,0.0,0.0,0.0,0.0,0.0,2.75417,0.0
chr1_85796595_85797055,0.0,2.52772,2.81754,2.93623,3.98409,4.99285,4.22512,1.63829,0.0,0.0,0.0,0.0,2.75417,0.0
chr1_86049987_86050100,0.0,8.84169,0.0,0.0,0.0,2.47278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_86077140_86077408,0.0,3.62243,3.21849,2.35925,3.1719,3.55342,3.35091,1.86944,0.0,0.0,0.0,0.0,2.27054,0.0
chr1_87171187_87171726,0.0,4.06278,2.38379,3.9298,4.68108,5.36892,3.43564,0.0,0.0,4.86284,0.0,2.39179,0.0,0.0
chr1_9271499_9271772,0.0,1.54119,0.0,3.91138,3.56459,7.19593,4.35991,0.0,0.0,0.0,0.0,0.0,4.52605,0.0
chr1_95009926_95010072,0.0,6.84177,0.0,1.833,0.0,3.45225,0.0,3.67564,0.0,0.0,3.4609,0.0,2.96991,0.0
chr1_9504221_9504505,0.0,1.80512,0.0,3.81026,3.39053,5.41654,3.78418,2.5638,0.0,0.0,0.0,0.0,2.92972,0.0
chr10_3542742_3543014,0.0,0.0,2.84866,7.05316,5.87469,8.42866,8.21479,1.92352,0.0,3.85869,0.0,3.33979,6.26881,0.0
