name_E,H3k79me2_E,Rad21_E,Ctcf_E,Pol2_E,H3k36me3_E,H4k20me1_E,H3k4me1_E,H3k9ac_E,DNaseI_E,Smc3_E,H3k27ac_E,H3k4me2_E,H3k27me3_E,H3k4me3_E
chr1_156586355_156586564,0.0,0.0,0.0,0.0,0.0,2.60378,4.8707699999999985,4.4564,4.9543800000000005,0.0,0.0,6.1283,2.18434,0.0
chr1_15664307_15664455,0.0,0.0,0.0,0.0,0.0,2.81149,2.92508,3.46823,4.20009,0.0,3.15882,2.73729,0.0,0.0
chr1_15664580_15664866,0.0,0.0,0.0,0.0,0.0,2.81149,2.92508,3.46823,4.20009,3.01787545064928,3.15882,0.0,0.0,0.0
chr1_157244599_157245063,0.0,0.0,0.0,0.0,0.0,2.85178,0.0,0.0,6.11766,0.0,0.0,0.0,0.0,0.0
chr1_160989381_160990254,0.0,0.0,0.0,0.0,0.0,2.9064,0.0,3.80775,3.58043,0.0,0.0,5.19918,3.10306,0.0
chr1_161177017_161177202,0.0,0.0,0.0,0.0,0.0,3.60005,3.12326,3.07892,4.46109,0.0,2.85452,4.1009400000000005,0.0,0.0
chr1_161500608_161500899,0.0,0.0,0.0,0.0,0.0,3.12488,0.0,5.21536,5.92635,0.0,4.33416,3.20102,0.0,7.038760000000001
chr1_161973588_161973892,0.0,0.0,0.0,0.0,0.0,3.04306,4.03723,0.0,6.6945,3.25109966558514,0.0,4.71411,0.0,0.0
chr1_162659800_162660152,0.0,0.0,0.0,0.0,0.0,2.19545,2.66474,4.14348,0.0,0.0,3.03062,3.35476,0.0,0.0
chr1_16291784_16292062,0.0,0.0,0.0,0.0,0.0,2.63452,3.2683,0.0,4.81939,10.979417438822999,3.88731,4.47792,0.0,0.0
chr1_16292565_16293101,0.0,0.0,0.0,0.0,0.0,2.63452,3.2683,3.70714,4.81939,7.384956846966394,3.88731,4.47792,0.0,0.0
chr1_164734934_164735098,0.0,0.0,0.0,0.0,0.0,2.80871,0.0,0.0,5.44221,4.27239085935846,0.0,0.0,0.0,0.0
chr1_168050664_168051125,0.0,0.0,0.0,0.0,0.0,2.67523,3.4029800000000003,3.52821,5.29119,5.79506490041504,3.16373,3.85744,0.0,0.0
chr1_1714020_1714715,0.0,0.0,0.0,0.0,0.0,2.44688,3.11057,0.0,3.3802300000000005,6.2925977902381085,2.82074,2.67326,0.0,0.0
chr1_172938789_172938985,0.0,0.0,0.0,0.0,0.0,2.8137,0.0,0.0,5.07022,8.21690770777348,0.0,0.0,0.0,0.0
chr1_17495208_17495390,0.0,0.0,0.0,0.0,0.0,3.12421,2.99362,0.0,5.51959,5.32684555128369,4.08094,4.89949,0.0,0.0
chr1_17578205_17578469,0.0,0.0,0.0,0.0,0.0,2.97884,3.35479,0.0,7.2057600000000015,7.055008836220042,0.0,0.0,0.0,0.0
chr1_176174471_176174980,0.0,0.0,0.0,0.0,0.0,2.33989,0.0,0.0,5.24218,0.0,0.0,3.23786,0.0,0.0
chr1_177178348_177178736,0.0,0.0,0.0,0.0,0.0,3.20717,3.13992,5.64464,10.84478,7.50824778127527,6.48754,6.08368,0.0,0.0
chr1_177896186_177896486,0.0,0.0,0.0,0.0,0.0,3.847,3.4860900000000004,5.01203,5.87161,8.53596930721108,4.74225,6.633089999999998,0.0,0.0
chr1_178207948_178208160,0.0,0.0,0.0,0.0,0.0,3.13918,0.0,0.0,7.11092,0.0,0.0,3.74962,0.0,0.0
chr1_178509347_178509739,0.0,0.0,0.0,0.0,0.0,2.4533,0.0,0.0,0.0,4.465430242601848,0.0,0.0,0.0,0.0
chr1_180895607_180895967,0.0,0.0,0.0,0.0,0.0,2.54315,2.6195,3.8457,3.37497,0.0,3.78454,4.782030000000002,0.0,3.4555800000000003
chr1_183132366_183132749,0.0,0.0,0.0,0.0,0.0,3.01549,3.89662,0.0,6.33611,3.53751335705122,4.2981099999999985,4.842980000000002,0.0,0.0
chr1_183333168_183333467,0.0,0.0,0.0,0.0,0.0,2.6376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_184129300_184129941,0.0,0.0,0.0,0.0,0.0,2.75063,0.0,0.0,4.61186,0.0,0.0,0.0,0.0,0.0
chr1_184130086_184130836,0.0,0.0,0.0,0.0,0.0,2.75063,3.68034,0.0,4.61186,0.0,3.24757,3.4813400000000003,0.0,0.0
chr1_184132883_184133080,0.0,0.0,0.0,0.0,0.0,3.31886,3.68034,3.76161,5.45784,5.46138410064424,3.8926,5.49176,0.0,0.0
chr1_184265554_184265938,0.0,0.0,0.0,0.0,0.0,2.66893,2.69331,4.00779,5.59895,0.0,3.09717,4.09653,0.0,0.0
chr1_185253692_185254037,0.0,0.0,0.0,0.0,0.0,2.9110400000000003,4.16097,3.76123,3.98887,0.0,3.90749,5.54526,0.0,0.0
chr1_185453251_185453699,0.0,0.0,0.0,0.0,0.0,2.78747,3.40369,0.0,6.2785400000000005,10.0815393132626,4.59756,4.79312,0.0,0.0
chr1_192846727_192846972,0.0,0.0,0.0,0.0,0.0,2.66007,4.34662,0.0,3.83991,0.0,0.0,0.0,0.0,0.0
chr1_192873637_192874003,0.0,0.0,0.0,0.0,0.0,3.68773,3.34906,0.0,9.69104,0.0,4.489319999999998,6.41176,0.0,5.99677
chr1_192921207_192921501,0.0,0.0,0.0,0.0,0.0,3.18346,4.8848699999999985,0.0,7.8075800000000015,9.14123027986243,0.0,4.66341,0.0,0.0
chr1_198850238_198850638,0.0,0.0,0.0,0.0,0.0,2.98182,3.36037,5.46075,7.07267,12.039943174442598,4.82187,4.14838,0.0,0.0
chr1_198889384_198889935,0.0,0.0,0.0,0.0,0.0,2.85391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_199711776_199712042,0.0,0.0,0.0,0.0,0.0,3.0439700000000003,3.79024,0.0,7.5922,10.6415023965367,3.91364,3.4907,0.0,0.0
chr1_199828633_199828987,0.0,0.0,0.0,0.0,0.0,2.83573,2.80664,0.0,5.84002,0.0,0.0,3.58655,0.0,0.0
chr1_201742755_201743343,0.0,0.0,0.0,0.0,0.0,2.1865900000000003,0.0,0.0,0.0,0.0,2.78229,0.0,0.0,0.0
chr1_202016172_202016526,0.0,0.0,0.0,0.0,0.0,2.83351,3.36066,0.0,0.0,3.364362555766049,0.0,0.0,2.60953,0.0
chr1_203506114_203506504,0.0,0.0,0.0,0.0,0.0,3.06064,2.59713,3.02109,4.1921,7.1181286117271,2.93456,3.72469,0.0,0.0
chr1_205218253_205218732,0.0,0.0,0.0,0.0,0.0,2.51198,2.72382,0.0,4.46309,8.18952521488097,3.975130000000001,3.5849,0.0,0.0
chr1_206763465_206763687,0.0,0.0,0.0,0.0,0.0,3.1459200000000003,2.50618,0.0,6.595089999999999,7.83593124388347,0.0,3.79014,0.0,0.0
chr1_206926556_206926809,0.0,0.0,0.0,0.0,0.0,2.77419,0.0,0.0,5.74196,3.95066852645134,0.0,3.08805,0.0,0.0
chr1_208335369_208335711,0.0,0.0,0.0,0.0,0.0,3.23881,2.7478,0.0,2.63778,0.0,0.0,3.5186900000000003,0.0,0.0
chr1_209822403_209823008,0.0,0.0,0.0,0.0,0.0,2.96451,2.56771,4.522469999999998,7.28573,5.132768730850351,5.41898,3.57185,0.0,0.0
chr1_210056461_210057439,0.0,0.0,0.0,0.0,0.0,3.51491,3.40529,0.0,5.41193,5.90291754357747,3.76444,3.7176,0.0,0.0
chr1_210567003_210567330,0.0,0.0,0.0,0.0,0.0,3.83831,3.42,0.0,9.35975,0.0,0.0,3.9287,0.0,0.0
chr1_21475659_21476054,0.0,0.0,0.0,0.0,0.0,3.76199,2.6615,0.0,6.07787,0.0,3.98645,4.0731,0.0,0.0
chr1_21663991_21664182,0.0,0.0,0.0,0.0,0.0,2.84924,1.69497,2.2319999999999998,0.0,6.8396255318835495,2.71117,0.0,0.0,0.0
chr1_218382752_218383112,0.0,0.0,0.0,0.0,0.0,2.72866,3.28547,0.0,9.66202,4.765719007767559,4.07557,4.30097,0.0,0.0
chr1_218633382_218633612,0.0,0.0,0.0,0.0,0.0,3.1641,3.75466,4.0156800000000015,4.28504,8.07536000799685,4.11094,5.01949,0.0,0.0
chr1_218758903_218759111,0.0,0.0,0.0,0.0,0.0,3.2635,4.9271699999999985,3.85538,5.3511,9.38644363248743,4.1226400000000005,6.05994,0.0,0.0
chr1_219497639_219497836,0.0,0.0,0.0,0.0,0.0,3.7310000000000003,3.83071,0.0,0.0,4.0659721685061,3.3134300000000003,3.16634,0.0,0.0
chr1_219498496_219498646,0.0,0.0,0.0,0.0,0.0,3.7310000000000003,0.0,0.0,6.7196,6.05187817273496,3.3134300000000003,3.16634,0.0,0.0
chr1_21965161_21965473,0.0,0.0,0.0,0.0,0.0,2.43561,4.71692,0.0,8.11453,0.0,0.0,5.54841,0.0,0.0
chr1_220868801_220868862,0.0,0.0,0.0,0.0,0.0,2.7439999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_221270955_221271464,0.0,0.0,0.0,0.0,0.0,4.09427,3.50368,0.0,6.678539999999999,5.08242465692055,4.16965,3.3467,0.0,0.0
chr1_221271745_221272272,0.0,0.0,0.0,0.0,0.0,4.09427,3.50368,0.0,6.678539999999999,0.0,4.16965,3.3467,0.0,0.0
chr1_221612801_221613016,0.0,0.0,0.0,0.0,0.0,3.08077,3.13606,0.0,5.57612,3.71221378529334,2.79007,3.32945,0.0,0.0
chr1_224730441_224730985,0.0,0.0,0.0,0.0,0.0,2.84588,3.11136,3.33305,5.8966,8.15437378868792,4.85934,4.14444,0.0,0.0
chr1_225642606_225642805,0.0,0.0,0.0,0.0,0.0,3.0789999999999997,3.06773,0.0,4.52416,0.0,0.0,4.5801,0.0,0.0
chr1_226884834_226885233,0.0,0.0,0.0,0.0,0.0,3.19408,3.16111,3.78907,6.27844,5.364750647565571,0.0,3.5561,0.0,0.0
chr1_226896121_226896509,0.0,0.0,0.0,0.0,0.0,2.77699,3.92162,3.5509800000000005,5.96063,6.94650824679024,3.59271,4.02562,0.0,0.0
chr1_228783266_228783899,0.0,0.0,0.0,0.0,0.0,2.62818,4.02506,4.66282,3.73135,0.0,0.0,4.67071,2.93483,4.99377
chr1_228917012_228917506,0.0,0.0,0.0,0.0,0.0,3.25122,3.15578,4.4786,3.75106,0.0,4.20852,4.69975,0.0,4.70646
chr1_228973832_228974198,0.0,0.0,0.0,0.0,0.0,2.7760700000000003,2.68551,3.0371,4.7149,9.620004027972447,3.25087,3.22408,0.0,0.0
chr1_229294087_229294570,0.0,0.0,0.0,0.0,0.0,2.6267400000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_229357329_229357959,0.0,0.0,0.0,0.0,0.0,2.78608,2.84661,0.0,3.76371,0.0,0.0,4.20437,0.0,0.0
chr1_230282048_230282189,0.0,0.0,0.0,0.0,0.0,2.11122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_23178080_23178304,0.0,0.0,0.0,0.0,0.0,2.29083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_234659231_234659760,0.0,0.0,0.0,0.0,0.0,3.36082,0.0,4.38547,8.69473,4.31855267455262,3.93288,3.88439,0.0,0.0
chr1_234680207_234680593,0.0,0.0,0.0,0.0,0.0,2.93792,2.94917,3.31624,6.7434,5.60652881097491,3.81548,3.80049,0.0,0.0
chr1_243451071_243451374,0.0,0.0,0.0,0.0,0.0,2.7587200000000003,0.0,0.0,5.82249,6.77002857921901,2.96983,3.23228,0.0,0.0
chr1_244011895_244012034,0.0,0.0,0.0,0.0,0.0,2.68457,0.0,0.0,0.0,0.0,0.0,4.3227,0.0,0.0
chr1_24518503_24518681,0.0,0.0,0.0,0.0,0.0,2.90153,3.2667,0.0,5.36346,4.18640317790824,0.0,0.0,0.0,0.0
chr1_246751015_246751281,0.0,0.0,0.0,0.0,0.0,2.58473,0.0,0.0,4.4366400000000015,0.0,3.87735,4.3174199999999985,0.0,3.624730000000001
chr1_246760708_246760962,0.0,0.0,0.0,0.0,0.0,2.71933,4.14605,0.0,6.84177,7.28971981400764,0.0,3.55185,0.0,0.0
chr1_25051079_25051208,0.0,0.0,0.0,0.0,0.0,2.76603,3.01403,3.04117,4.01295,5.11568948628894,3.11386,3.3231300000000004,0.0,0.0
chr1_27175784_27176273,0.0,0.0,0.0,0.0,0.0,2.34609,3.51995,3.94182,6.2139999999999995,6.88289212229643,0.0,3.27802,0.0,0.0
chr1_27976905_27977430,0.0,0.0,0.0,0.0,0.0,2.68536,4.02468,0.0,5.50241,0.0,3.23408,4.48588,0.0,0.0
chr1_28143878_28144081,0.0,0.0,0.0,0.0,0.0,2.67309,4.41981,3.43508,5.35611,6.746504093145009,4.01615,4.94816,0.0,0.0
chr1_28449970_28450467,0.0,0.0,0.0,0.0,0.0,4.39692,3.3752699999999995,4.71888,6.98412,15.7588980818486,4.8487,4.90508,0.0,0.0
chr1_28576012_28576248,0.0,0.0,0.0,0.0,0.0,2.9232400000000003,3.4132,3.88209,2.79469,0.0,3.25457,3.4379800000000005,0.0,0.0
chr1_29565515_29565732,0.0,0.0,0.0,0.0,0.0,2.77254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_29565762_29566055,0.0,0.0,0.0,0.0,0.0,2.77254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_32015159_32015590,0.0,0.0,0.0,0.0,0.0,3.0171,4.27113,3.94529,4.34966,0.0,4.02048,5.778,0.0,6.51419
chr1_32732571_32732683,0.0,0.0,0.0,0.0,0.0,3.46932,3.09653,3.98254,5.1338300000000014,7.88722065846673,5.25064,5.86278,0.0,0.0
chr1_33447667_33447707,0.0,0.0,0.0,0.0,0.0,3.1734,2.88714,0.0,0.0,0.0,3.38527,3.55161,0.0,0.0
chr1_33463131_33463490,0.0,0.0,0.0,0.0,0.0,2.65817,3.44825,0.0,6.8742,7.791544608197821,3.73669,3.14281,0.0,0.0
chr1_33804359_33804743,0.0,0.0,0.0,0.0,0.0,1.7001,1.85551,2.73675,3.43165,9.815262030442607,2.44413,2.70344,0.0,0.0
chr1_36641160_36641451,0.0,0.0,0.0,0.0,0.0,1.89204,2.42896,0.0,3.75053,8.40211582783329,0.0,0.0,0.0,0.0
chr1_38317043_38317898,0.0,0.0,0.0,0.0,0.0,2.22692,3.31881,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_39857791_39857995,0.0,0.0,0.0,0.0,0.0,4.04379,2.82539,2.74377,4.9724900000000005,5.30223732721765,2.57501,3.35075,0.0,0.0
chr1_40006104_40006751,0.0,0.0,0.0,0.0,0.0,3.21892,4.70288,0.0,7.420939999999999,8.195177831118551,4.93079,4.17361,0.0,0.0
chr1_40245457_40245674,0.0,0.0,0.0,0.0,0.0,2.93643,0.0,0.0,0.0,0.0,0.0,0.0,2.1667,0.0
chr1_40426190_40426638,0.0,0.0,0.0,0.0,0.0,2.55965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_41952015_41952273,0.0,0.0,0.0,0.0,0.0,2.69472,2.3826,3.41094,4.81596,0.0,2.96774,3.76342,0.0,0.0
chr1_42385461_42385560,0.0,0.0,0.0,0.0,0.0,3.00363,3.02502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_42385609_42385954,0.0,0.0,0.0,0.0,0.0,3.00363,3.02502,0.0,4.83127,0.0,0.0,2.78773,0.0,0.0
chr1_43402214_43402581,0.0,0.0,0.0,0.0,0.0,2.12925,1.86971,0.0,3.3615,3.12059583843969,0.0,2.58053,0.0,0.0
chr1_43402778_43403133,0.0,0.0,0.0,0.0,0.0,2.12925,1.86971,0.0,3.3615,7.453752136141452,0.0,2.58053,0.0,0.0
chr1_43432863_43433109,0.0,0.0,0.0,0.0,0.0,2.54356,2.53557,0.0,4.64166,12.5845605925636,2.53093,2.83507,0.0,0.0
chr1_44176533_44177122,0.0,0.0,0.0,0.0,0.0,4.26314,2.3408,0.0,5.29641,0.0,2.2994,0.0,0.0,0.0
chr1_44240162_44240471,0.0,0.0,0.0,0.0,0.0,3.06494,3.61597,0.0,7.26993,3.78647191654003,3.93446,4.5277699999999985,0.0,0.0
chr1_45670767_45670868,0.0,0.0,0.0,0.0,0.0,2.83085,0.0,0.0,0.0,0.0,0.0,0.0,2.6279,0.0
chr1_55340144_55340359,0.0,0.0,0.0,0.0,0.0,3.69685,2.65801,0.0,3.40932,3.74096515585722,0.0,0.0,0.0,0.0
chr1_55418708_55418921,0.0,0.0,0.0,0.0,0.0,2.66879,0.0,0.0,3.14281,0.0,0.0,0.0,0.0,0.0
chr1_59050239_59050578,0.0,0.0,0.0,0.0,0.0,3.13097,2.97443,4.807930000000002,4.70144,9.85294414399745,4.38629,4.23374,0.0,0.0
chr1_60148393_60148656,0.0,0.0,0.0,0.0,0.0,3.63931,3.33696,3.01963,4.3474,5.537559631558452,3.75549,3.02732,0.0,0.0
chr1_60204406_60204597,0.0,0.0,0.0,0.0,0.0,3.16648,2.82132,4.39377,6.4482800000000005,4.9133579035022406,3.1991,4.2115,0.0,0.0
chr1_64197270_64197475,0.0,0.0,0.0,0.0,0.0,4.54253,3.68094,4.34065,7.758389999999999,7.8896934357482005,4.14281,8.066310000000001,0.0,0.0
chr1_64505281_64505575,0.0,0.0,0.0,0.0,0.0,3.24571,0.0,0.0,6.7388,13.9066612201839,2.5972,3.46788,0.0,0.0
chr1_68036173_68036524,0.0,0.0,0.0,0.0,0.0,3.32376,2.61091,0.0,8.195730000000001,8.47773248465394,3.29451,2.80523,0.0,0.0
chr1_68189225_68189635,0.0,0.0,0.0,0.0,0.0,2.12453,2.75379,0.0,4.90851,8.86180350379626,0.0,0.0,0.0,0.0
chr1_68215256_68215932,0.0,0.0,0.0,0.0,0.0,2.31918,2.69619,4.03317,4.4548,5.3355215793681845,3.42615,3.76934,0.0,4.10307
chr1_68257818_68258216,0.0,0.0,0.0,0.0,0.0,2.65323,2.63469,3.49641,4.80473,3.6535710208674304,3.08557,3.24427,0.0,3.19641
chr1_68345947_68346247,0.0,0.0,0.0,0.0,0.0,2.76467,3.85154,0.0,5.01829,0.0,0.0,0.0,0.0,0.0
chr1_8214748_8215059,0.0,0.0,0.0,0.0,0.0,2.97431,3.2873300000000003,4.11774,6.09287,4.12426811398488,3.29275,6.46678,0.0,0.0
chr1_82168687_82169067,0.0,0.0,0.0,0.0,0.0,3.15263,3.2252,0.0,4.44421,0.0,3.88002,3.664930000000001,0.0,0.0
chr1_8319137_8319616,0.0,0.0,0.0,0.0,0.0,3.10722,3.03545,3.17767,7.7216,5.9612740025042,3.70678,5.33085,0.0,0.0
chr1_85313015_85313206,0.0,0.0,0.0,0.0,0.0,2.95811,3.7254,0.0,7.39125,0.0,0.0,4.03971,0.0,0.0
chr1_85349108_85349420,0.0,0.0,0.0,0.0,0.0,2.77419,0.0,0.0,4.94606,3.02834473217707,4.21795,3.78152,0.0,0.0
chr1_87240012_87240427,0.0,0.0,0.0,0.0,0.0,3.20802,3.16427,4.40642,4.18133,8.13000042529652,3.87681,4.9011,0.0,4.36428
chr1_87253936_87254322,0.0,0.0,0.0,0.0,0.0,3.3596800000000004,0.0,0.0,6.07257,3.64524805835717,0.0,3.56535,0.0,0.0
chr1_87258759_87259068,0.0,0.0,0.0,0.0,0.0,3.08847,3.92065,4.81901,5.766769999999998,3.03577092686615,4.64879,4.99175,0.0,0.0
chr1_87689823_87690165,0.0,0.0,0.0,0.0,0.0,2.68888,0.0,0.0,5.54855,6.52856071393842,0.0,0.0,0.0,0.0
chr1_8964053_8964236,0.0,0.0,0.0,0.0,0.0,4.04231,3.55467,3.3274,6.7215,5.09270451943904,4.9081800000000015,6.34593,0.0,0.0
chr1_90101821_90102213,0.0,0.0,0.0,0.0,0.0,3.73,2.9009400000000003,0.0,4.16399,3.62935560932692,3.2694400000000003,2.88557,0.0,0.0
chr1_90137741_90138074,0.0,0.0,0.0,0.0,0.0,2.66887,2.54938,0.0,4.7542800000000005,8.03316311891473,0.0,0.0,0.0,0.0
chr1_90274070_90274340,0.0,0.0,0.0,0.0,0.0,2.77303,3.62235,0.0,2.43719,3.1935456611540003,0.0,3.72823,0.0,0.0
chr1_90374317_90375036,0.0,0.0,0.0,0.0,0.0,3.0329900000000003,2.01118,0.0,3.12699,4.53784465836245,2.23082,3.0112400000000004,0.0,0.0
chr1_9223907_9224260,0.0,0.0,0.0,0.0,0.0,1.94375,2.47384,0.0,6.61658,0.0,4.47335,3.87309,0.0,4.32474
chr1_94626535_94626661,0.0,0.0,0.0,0.0,0.0,2.89639,2.91922,0.0,9.78507,7.96764561716657,0.0,0.0,0.0,0.0
chr1_95193393_95193837,0.0,0.0,0.0,0.0,0.0,3.00466,3.26727,3.96116,5.62173,8.01522015561155,3.67312,4.89892,0.0,0.0
chr1_9765379_9765549,0.0,0.0,0.0,0.0,0.0,3.10377,2.83598,0.0,0.0,0.0,0.0,4.19755,0.0,0.0
chr10_2951238_2951396,0.0,0.0,0.0,0.0,0.0,0.0,2.48005,0.0,0.0,5.73607223341392,0.0,0.0,2.49158,0.0
chr10_3028046_3028193,0.0,0.0,0.0,0.0,0.0,0.0,3.77584,0.0,5.32882,0.0,0.0,3.35902,0.0,0.0
chr10_3078434_3078646,0.0,0.0,0.0,0.0,0.0,0.0,2.74927,0.0,0.0,0.0,0.0,0.0,3.43746,0.0
chr10_3306877_3306999,0.0,0.0,0.0,0.0,0.0,0.0,2.98854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr10_3710838_3711066,0.0,0.0,0.0,0.0,0.0,0.0,3.98263,3.88582,7.220339999999998,4.5297627874892985,3.74131,5.52583,0.0,0.0
chr10_3734925_3735183,0.0,0.0,0.0,0.0,0.0,0.0,2.90689,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr10_3853393_3854169,0.0,0.0,0.0,0.0,0.0,0.0,2.45871,3.5631,4.37306,12.005219960320597,3.83495,5.06299,0.0,4.23172
chr10_3878027_3878387,0.0,0.0,0.0,0.0,0.0,0.0,3.81062,5.10153,0.0,0.0,4.78321,7.51019,0.0,0.0
chr10_3909715_3910075,0.0,0.0,0.0,0.0,0.0,0.0,3.82085,0.0,4.38145,4.15814857627686,0.0,0.0,0.0,0.0
chr10_3911352_3911510,0.0,0.0,0.0,0.0,0.0,0.0,4.30264,0.0,0.0,3.66109166608006,0.0,0.0,0.0,0.0
chr10_3944367_3944901,0.0,0.0,0.0,0.0,0.0,0.0,3.35366,0.0,2.2614,3.738719637893241,0.0,3.0381,0.0,0.0
chr10_3991165_3991394,0.0,0.0,0.0,0.0,0.0,0.0,2.87868,0.0,7.51387,3.37767752802972,0.0,0.0,0.0,0.0
chr10_4034997_4035363,0.0,0.0,0.0,0.0,0.0,0.0,2.86865,0.0,0.0,0.0,0.0,0.0,3.0361,0.0
chr10_4162773_4163003,0.0,0.0,0.0,0.0,0.0,0.0,4.49725,4.21774,0.0,0.0,0.0,4.40545,0.0,0.0
chr10_4163748_4164495,0.0,0.0,0.0,0.0,0.0,0.0,4.49725,4.21774,0.0,0.0,2.97155,4.40545,0.0,0.0
chr10_4728868_4729211,0.0,0.0,0.0,0.0,0.0,0.0,2.6038900000000003,0.0,7.90602,10.4400326904281,2.67987,3.52475,0.0,0.0
chr10_4852300_4852352,0.0,0.0,0.0,0.0,0.0,0.0,3.12891,0.0,0.0,0.0,3.5373,3.22156,0.0,0.0
chr10_4855217_4855416,0.0,0.0,0.0,0.0,0.0,0.0,3.4191300000000004,3.15493,7.05162,0.0,0.0,3.5821300000000003,0.0,0.0
chr10_500969_501047,0.0,0.0,0.0,0.0,0.0,0.0,3.96967,2.96751,9.22109,3.5138993483094705,0.0,4.39949,0.0,0.0
chr10_5113786_5114179,0.0,0.0,0.0,0.0,0.0,0.0,4.51779,5.66298,5.43537,0.0,4.4915699999999985,4.76374,0.0,0.0
chr10_5333644_5334212,0.0,0.0,0.0,0.0,0.0,0.0,3.83336,0.0,7.4917,5.40199404172579,4.83012,4.0793,0.0,0.0
chr10_5334474_5334640,0.0,0.0,0.0,0.0,0.0,0.0,3.83336,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr10_5577499_5577735,0.0,0.0,0.0,0.0,0.0,0.0,2.79905,0.0,5.96133,7.56409281816721,0.0,3.89899,0.0,0.0
chr10_5588881_5589169,0.0,0.0,0.0,0.0,0.0,0.0,2.5631,0.0,4.87737,0.0,0.0,3.26694,0.0,0.0
chr10_5590010_5590295,0.0,0.0,0.0,0.0,0.0,0.0,2.20395,2.82334,0.0,0.0,2.43716,3.26694,0.0,0.0
chr10_5638863_5639270,0.0,0.0,0.0,0.0,0.0,0.0,3.11411,0.0,4.94801,3.5557034124828704,0.0,0.0,0.0,0.0
chr10_5888274_5888577,0.0,0.0,0.0,0.0,0.0,0.0,3.13706,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_100138206_100138591,0.0,0.0,0.0,0.0,0.0,0.0,4.14107,0.0,4.06524,0.0,0.0,3.43605,0.0,0.0
chr1_100169951_100170218,0.0,0.0,0.0,0.0,0.0,0.0,2.9326,3.99333,0.0,0.0,0.0,0.0,0.0,0.0
chr1_1005293_1005547,0.0,0.0,0.0,0.0,0.0,0.0,3.20947,3.648730000000001,3.20891,0.0,0.0,0.0,2.38727,0.0
chr1_100858865_100858991,0.0,0.0,0.0,0.0,0.0,0.0,3.3770800000000003,0.0,0.0,0.0,0.0,2.98318,0.0,0.0
chr1_100918231_100918546,0.0,0.0,0.0,0.0,0.0,0.0,2.66202,0.0,7.277639999999999,5.02944825941463,0.0,0.0,0.0,0.0
chr1_100996437_100996829,0.0,0.0,0.0,0.0,0.0,0.0,2.61645,0.0,7.41142,0.0,3.1581,3.36045,0.0,0.0
chr1_101313094_101313246,0.0,0.0,0.0,0.0,0.0,0.0,2.93044,4.95017,5.85015,0.0,4.30296,5.38091,0.0,5.97705
chr1_101725356_101725679,0.0,0.0,0.0,0.0,0.0,0.0,3.53329,0.0,7.453410000000001,0.0,0.0,3.07213,0.0,0.0
chr1_10695291_10695734,0.0,0.0,0.0,0.0,0.0,0.0,2.43438,0.0,3.2321,0.0,0.0,0.0,0.0,0.0
chr1_108661190_108661332,0.0,0.0,0.0,0.0,0.0,0.0,3.729130000000001,0.0,7.45276,0.0,4.32185,0.0,0.0,0.0
chr1_109127044_109127234,0.0,0.0,0.0,0.0,0.0,0.0,2.66804,0.0,0.0,3.01838713808487,0.0,0.0,0.0,0.0
chr1_109133120_109133338,0.0,0.0,0.0,0.0,0.0,0.0,5.1033300000000015,4.4136,7.97889,0.0,4.45814,4.93585,0.0,0.0
chr1_109189516_109189718,0.0,0.0,0.0,0.0,0.0,0.0,4.85832,4.22198,6.4113,0.0,5.01473,5.8443,0.0,0.0
chr1_110335775_110336041,0.0,0.0,0.0,0.0,0.0,0.0,2.45051,0.0,0.0,3.17132022465186,0.0,0.0,0.0,0.0
chr1_110406868_110407271,0.0,0.0,0.0,0.0,0.0,0.0,4.8264,5.16851,3.80233,0.0,3.98761,5.32435,3.48474,0.0
chr1_110626726_110627062,0.0,0.0,0.0,0.0,0.0,0.0,3.43776,3.24338,0.0,0.0,0.0,5.61458,2.01248,9.03974
chr1_110672728_110673048,0.0,0.0,0.0,0.0,0.0,0.0,3.20419,0.0,0.0,3.85701090854886,0.0,0.0,2.13279,0.0
chr1_110694968_110695154,0.0,0.0,0.0,0.0,0.0,0.0,3.29775,0.0,5.73083,0.0,0.0,0.0,0.0,0.0
chr1_110963862_110964269,0.0,0.0,0.0,0.0,0.0,0.0,2.83381,0.0,5.34808,0.0,0.0,0.0,0.0,0.0
