name,H3k27ac_E,Ctcf_E,H3k4me2_E,DNaseI_E,H3k4me3_E,H3k79me2_E,H3k9ac_E,H3k36me3_E,H4k20me1_E,H3k27me3_E,H3k4me1_E,H3k27me3_P,Ctcf_P,H3k27ac_P,H3k79me2_P,H3k36me3_P,H3k9ac_P,H3k4me1_P,H4k20me1_P,H3k4me2_P,H3k4me3_P,DNaseI_P,corr,distance,css,label
chr1_2230678_2230895-chr1_839214_840314,12.347356,2.0324150000000003,0.0,24.0,0.0,19.443424,8.264994,2.423616,2.764168,0.0,10.087439,3.241933,45.81045200000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.348133,121.0,0.02197802197802201,1390364,0.0,1
chr1_2230678_2230895-chr1_700205_701305,12.347356,2.0324150000000003,0.0,24.0,0.0,19.443424,8.264994,2.423616,2.764168,0.0,10.087439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,1529373,0.0,1
chr1_2246556_2246763-chr1_1475733_1476833,0.0,11.528645,0.0,137.0,0.0,19.443424,7.234244,2.423616,0.0,0.0,0.0,0.0,0.0,9.98977,5.6656580000000005,2.4666639999999997,12.180708333333332,6.42335,0.0,11.0551655,12.9998985,195.0,0.1648351648351648,769723,0.0,1
chr1_918449_918555-chr1_2143913_2145013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3172349999999997,0.0,0.0,17.278075,47.248141,0.0,0.0,30.883162,13.543331,0.0,10.473068,9.130525,124.33333333333331,-0.13736263736263732,1225358,0.0,1
chr1_1005293_1005547-chr1_839214_840314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.134783,3.241933,45.81045200000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.348133,121.0,-0.2142857142857142,164979,0.0,1
chr1_3111769_3111989-chr1_2306692_2307792,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,803977,0.48,1
chr1_1772108_1772256-chr1_1354625_1355725,0.0,0.0,0.0,0.0,0.0,16.996735,0.0,3.613637,7.723891,0.0,0.0,0.0,12.773889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.6373626373626373,416383,0.02,1
chr1_1952050_1952360-chr1_332136_333236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.052112333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1618814,0.0,1
chr1_2772559_2772713-chr1_2486078_2487178,0,0,0,0,0,0,0,0,0,0,0,0.0,26.112831,8.618652,2.659418,0.0,9.020164999999999,8.888785,0.0,7.7602,4.978242,46.33333333333334,0.20329670329670335,285381,0.0,1
chr1_2230678_2230895-chr1_1284630_1285730,12.347356,2.0324150000000003,0.0,24.0,0.0,19.443424,8.264994,2.423616,2.764168,0.0,10.087439,0.0,16.954117999999998,5.126379,6.25381,2.217135,7.2372130000000015,5.873298999999999,0.0,9.9012915,10.103404,102.33333333333331,0.02197802197802201,944948,0.0,1
chr1_858256_858648-chr1_2143913_2145013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4073585,0.0,0.0,17.278075,47.248141,0.0,0.0,30.883162,13.543331,0.0,10.473068,9.130525,124.33333333333331,-0.32417582417582413,1285265,0.0,1
chr1_1005293_1005547-chr1_1141971_1143071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.134783,7.292947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,-0.16483516483516492,136424,0.48,1
chr1_1063914_1064111-chr1_2516930_2518030,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,14.3171585,6.6089660000000015,0.0,13.867532,8.441081,0.0,10.932989,8.069510000000001,157.66666666666666,-0.1923076923076923,1452819,2.31,1
chr1_2221868_2222548-chr1_1369853_1370953,17.999736,8.445765,8.555139,119.5,9.515644,19.443424,9.846811,2.423616,2.764168,0.0,8.478064,0.0,0.0,0.0,0.0,0.0,0.0,7.528388499999998,0.0,5.431611,5.093225,32.5,-0.20329670329670324,850915,0.46,1
chr1_3111769_3111989-chr1_1214816_1215916,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.231933,0.0,0.0,0.0,0.0,1.0,1895853,1.12,1
chr1_3309990_3310261-chr1_1946869_1947969,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,7.599481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37362637362637363,1362021,0.0,1
chr1_1840449_1840835-chr1_1551075_1552175,9.08579,21.857543,13.46124,152.0,8.044628,0.0,9.38278,0.0,0.0,0.0,0.0,0.0,0.0,31.90977800000001,5.900068,0.0,28.213198,8.900195,1.955169,11.897153999999999,17.698294,150.0,0.543956043956044,288274,0.02,1
chr1_1136075_1136463-chr1_1313046_1314146,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.38975,0.0,0.0,0.0,0.0,0.0,0.0,0.20329670329670335,176583,0.0,1
chr1_2221868_2222548-chr1_1822395_1823495,17.999736,8.445765,8.555139,119.5,9.515644,19.443424,9.846811,2.423616,2.764168,0.0,8.478064,0.0,0.0,11.262744999999999,16.996735,3.613637,23.193985,11.225659,3.6210839999999997,10.314121,22.141661,144.33333333333334,-0.34065934065934056,398373,1.91,1
chr1_2406489_2406881-chr1_1566474_1567574,0,0,0,0,0,0,0,0,0,0,0,8.5733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.666666666666664,0.3571428571428571,838915,0.02,1
chr1_1014834_1015095-chr1_2323046_2324146,7.447241,0.0,11.790187,90.0,4.90876,0.0,13.230414000000001,0.0,0.0,0.0,7.193385000000001,0.0,0.0,13.091972,8.240642,3.311289,27.44020900000001,8.709328,1.650927,23.266514,20.72053,146.66666666666666,-0.2197802197802199,1307951,0.48,1
chr1_1295535_1296332-chr1_1209603_1210703,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2072,0.0,0.0,15.786864000000001,10.354766,2.959582,24.918944,5.3868184999999995,1.7459209999999998,11.698472,20.3889,27.0,0.29670329670329665,84832,0.0,1
chr1_1814762_1815124-chr1_713150_714250,9.9915305,0.0,0.0,16.0,0.0,16.996735,0.0,3.613637,3.6210839999999997,0.0,12.642277,0.0,11.991191,9.763957000000001,7.560207000000001,0.0,15.825839000000002,11.012437,0.0,9.714947,13.293557999999999,212.0,-0.13186813186813184,1100512,0.0,1
chr1_3077832_3078221-chr1_2315811_2316911,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.311289,0.0,0.0,0.0,0.0,0.0,0.0,0.6538461538461539,760921,0.48,1
chr1_1143531_1144198-chr1_2345136_2346236,0.0,0.0,0.0,32.0,0.0,0.0,0.0,2.5251930000000002,0.0,0.0,0.0,0.0,33.031772,6.6948820000000016,3.4180010000000003,3.311289,18.205854000000002,7.1699,0.0,12.648513,13.394743,53.33333333333334,0.17032967032967028,1200938,0.0,1
chr1_2082729_2083012-chr1_532778_533878,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9945054945054945,1548851,0.0,1
chr1_3133891_3134283-chr1_1514136_1515236,0,0,0,0,0,0,0,0,0,0,0,3.547933,0.0,0.0,0.0,0.0,0.0,0.0,2.15271,0.0,0.0,0.0,0.5714285714285714,1618655,0.0,1
chr1_956563_956812-chr1_943509_944609,0.0,0.0,9.550403,74.0,9.637508,0.0,9.514723,0.0,0.0,0.0,10.435428,2.3172349999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03296703296703307,11954,0.0,1
chr1_3290271_3290590-chr1_2424597_2425697,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5659340659340659,864574,0.02,1
chr1_4079242_4079460-chr1_2984732_2985832,0,0,0,0,0,0,0,0,0,0,0,9.317907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,0.2582417582417582,1093410,0.02,1
chr1_1143531_1144198-chr1_695291_696391,0.0,0.0,0.0,32.0,0.0,0.0,0.0,2.5251930000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32417582417582413,447140,0.0,1
chr1_1005293_1005547-chr1_817043_818143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.134783,3.241933,0.0,0.0,0.0,0.0,0.0,0.0,1.626325,0.0,0.0,0.0,0.30219780219780223,187150,0.0,1
chr1_2082729_2083012-chr1_695291_696391,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9945054945054945,1386338,0.0,1
chr1_3233109_3233475-chr1_2145520_2146620,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,47.248141,0.0,0.0,30.883162,13.543331,0.0,10.473068,0.0,45.0,0.42307692307692313,1086489,0.0,1
chr1_2254081_2254230-chr1_379367_380467,4.5902080000000005,7.559031,7.752338000000001,44.0,4.331258,0.0,14.418315,0.0,0.0,0.0,6.64347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,1873614,0.0,1
chr1_1060905_1061095-chr1_140239_141339,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34065934065934067,919566,0.0,1
chr1_3463934_3464260-chr1_2315811_2316911,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.311289,0.0,0.0,0.0,0.0,0.0,0.0,0.7307692307692308,1147023,0.48,1
chr1_2772559_2772713-chr1_866345_867445,0,0,0,0,0,0,0,0,0,0,0,3.241933,14.554054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.9175824175824175,1905114,1.56,1
chr1_2253622_2253773-chr1_2496849_2497949,4.5902080000000005,2.0324150000000003,12.397827000000001,102.0,4.331258,0.0,14.418315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.36813186813186816,243076,0.0,1
chr1_1814762_1815124-chr1_2142962_2144062,9.9915305,0.0,0.0,16.0,0.0,16.996735,0.0,3.613637,3.6210839999999997,0.0,12.642277,0.0,17.278075,47.248141,0.0,0.0,30.883162,13.543331,0.0,10.473068,9.130525,141.5,-0.3846153846153846,327838,0.0,1
chr1_1060905_1061095-chr1_1369853_1370953,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.528388499999998,0.0,5.431611,5.093225,32.5,-0.401098901098901,308758,0.46,1
chr1_1814762_1815124-chr1_2076618_2077718,9.9915305,0.0,0.0,16.0,0.0,16.996735,0.0,3.613637,3.6210839999999997,0.0,12.642277,0.0,3.4764739999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,261494,0.02,1
chr1_918449_918555-chr1_1369241_1370341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3172349999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.419296000000001,0.0,5.431611,0.0,38.66666666666666,-0.401098901098901,450686,0.0,1
chr1_941791_942135-chr1_522009_523109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3172349999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18681318681318682,418682,0.0,1
chr1_1978731_1978937-chr1_1214816_1215916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.686528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.231933,0.0,0.0,0.0,0.0,0.17032967032967028,762815,0.02,1
chr1_1793829_1793862-chr1_564020_565120,0.0,0.0,0.0,0.0,0.0,16.996735,0.0,3.613637,3.6210839999999997,0.0,5.967957999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25274725274725274,1228709,0.0,1
chr1_1772108_1772256-chr1_2511999_2513099,0.0,0.0,0.0,0.0,0.0,16.996735,0.0,3.613637,7.723891,0.0,0.0,0.0,0.0,9.673910000000001,0.0,0.0,10.831491999999999,9.931911,0.0,9.362773,5.3482815000000015,46.0,0.6098901098901099,739743,0.0,1
chr1_3229711_3230157-chr1_2257581_2258681,11.976280000000001,0.0,4.488236,129.0,0.0,0.0,5.117543,0.0,0.0,0.0,5.146609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10439560439560436,971030,0.48,1
chr1_2772559_2772713-chr1_1313046_1314146,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.38975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1458413,0.0,1
chr1_3229711_3230157-chr1_3630762_3631862,11.976280000000001,0.0,4.488236,129.0,0.0,0.0,5.117543,0.0,0.0,0.0,5.146609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10439560439560436,400605,0.02,1
chr1_1368471_1368786-chr1_2257581_2258681,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17582417582417587,888795,0.48,1
chr1_1714020_1714715-chr1_1589786_1590886,7.10977,2.013776,7.953164,38.333333333333336,7.4596,16.996735,5.200075,3.613637,3.6210839999999997,0.0,6.307373999999999,0.0,10.574139,30.804252,0.0,0.0,44.529469,0.0,0.0,4.364318,13.525449333333333,144.5,-0.3351648351648351,123134,0.0,1
chr1_2509702_2510198-chr1_933331_934431,9.673910000000001,17.247445000000006,7.091900999999999,65.0,3.351515,0.0,10.538749000000001,0.0,0.0,0.0,10.539568,4.516121,0.0,13.031217999999999,0.0,0.0,21.078845,4.400503,0.0,0.0,8.739606,58.0,0.4340659340659341,1575271,0.02,1
chr1_1952050_1952360-chr1_713150_714250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.052112333333335,0.0,0.0,11.991191,9.763957000000001,7.560207000000001,0.0,15.825839000000002,11.012437,0.0,9.714947,13.293557999999999,212.0,0.06593406593406592,1237800,0.0,1
chr1_2772559_2772713-chr1_1630369_1631469,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1141090,0.0,1
chr1_3233109_3233475-chr1_1354625_1355725,0,0,0,0,0,0,0,0,0,0,0,0.0,12.773889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.8571428571428572,1877384,0.46,1
chr1_2221868_2222548-chr1_1108264_1109364,17.999736,8.445765,8.555139,119.5,9.515644,19.443424,9.846811,2.423616,2.764168,0.0,8.478064,6.252715499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.098901098901099,1112504,0.48,1
chr1_1840449_1840835-chr1_1186614_1187714,9.08579,21.857543,13.46124,152.0,8.044628,0.0,9.38278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.959582,0.0,3.231933,1.7459209999999998,0.0,0.0,0.0,-0.31868131868131866,652735,0.0,1
chr1_3237165_3237518-chr1_1535376_1536476,0.0,29.284521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.082221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.631297,0.0,22.0,0.8901098901098901,1700689,0.0,1
chr1_3594206_3594277-chr1_1935176_1936276,0,0,0,0,0,0,0,0,0,0,0,7.580267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.10439560439560436,1657930,0.0,1
chr1_2254081_2254230-chr1_1514136_1515236,4.5902080000000005,7.559031,7.752338000000001,44.0,4.331258,0.0,14.418315,0.0,0.0,0.0,6.64347,3.547933,0.0,0.0,0.0,0.0,0.0,0.0,2.15271,0.0,0.0,0.0,0.5714285714285714,738845,0.0,1
chr1_1005293_1005547-chr1_700205_701305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.134783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30219780219780223,303988,0.0,1
chr1_2232428_2232896-chr1_567915_569015,12.347356,2.0324150000000003,8.041907,114.0,8.5008225,19.443424,8.264994,2.423616,2.764168,0.0,10.087439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7967032967032968,1663413,0.0,1
chr1_1060905_1061095-chr1_1510149_1511249,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,28.637201,15.228657,2.4666639999999997,48.749852000000004,11.232142999999999,2.15271,15.907195000000002,37.791971000000004,115.5,-0.25274725274725274,449054,0.48,1
chr1_2231691_2232185-chr1_2476904_2478004,12.347356,2.0324150000000003,8.041907,26.0,8.1886425,19.443424,8.264994,2.423616,2.764168,0.0,10.087439,0.0,0.0,8.079839,0.0,0.0,15.045511,7.672366999999999,0.0,6.787425999999999,7.8244940000000005,210.0,0.34065934065934067,244719,0.0,1
chr1_3233109_3233475-chr1_1590373_1591473,0,0,0,0,0,0,0,0,0,0,0,0.0,17.336752666666666,21.5981905,0.0,0.0,32.033013000000004,0.0,0.0,3.7158010000000004,12.9879675,258.0,-0.005494505494505475,1641636,1.43,1
chr1_2406489_2406881-chr1_1259971_1261071,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,8.293345,4.672343,2.217135,16.283860999999998,6.743864,0.0,9.40805,13.705770000000001,98.33333333333331,-0.3791208791208791,1145418,0.46,1
chr1_2501788_2502413-chr1_1535376_1536476,0,0,0,0,0,0,0,0,0,0,0,6.082221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.631297,0.0,22.0,0.4725274725274725,965312,0.0,1
chr1_3086923_3087330-chr1_1342593_1343693,0,0,0,0,0,0,0,0,0,0,0,0.0,13.107781999999998,9.921762,9.943745,3.38975,24.203705,9.62055,0.0,9.975552,23.092319,119.0,-0.18131868131868134,1743230,1.56,1
chr1_1978731_1978937-chr1_2718186_2719286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.686528,0.0,0.0,11.318253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.5989010989010989,739249,0.0,1
chr1_2082729_2083012-chr1_1845266_1846366,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6373626373626373,236363,0.02,1
chr1_2172142_2172385-chr1_1630369_1631469,4.6817150000000005,2.2124040000000003,0.0,0.0,0.0,19.443424,0.0,2.420665,2.764168,0.0,4.52117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5659340659340659,540673,0.0,1
chr1_2171824_2171946-chr1_685296_686396,4.6817150000000005,2.2124040000000003,0.0,0.0,0.0,19.443424,0.0,2.420665,2.764168,0.0,4.52117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20879120879120883,1485428,0.0,1
chr1_1063914_1064111-chr1_751751_752851,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.017374,0.0,11.774894999999999,0.0,0.0,0.02197802197802201,311063,0.0,1
chr1_2059932_2059994-chr1_2294967_2296067,0.0,3.4764739999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,234973,0.48,1
chr1_2082729_2083012-chr1_2461584_2462684,0,0,0,0,0,0,0,0,0,0,0,7.19445,0.0,0.0,0.0,2.6318490000000003,0.0,3.252081,0.0,0.0,0.0,31.0,0.25274725274725274,378572,0.02,1
chr1_1093610_1093958-chr1_1108264_1109364,13.423648000000002,9.757832,13.638924,87.0,11.76639,0.0,18.670209,0.0,0.0,0.0,6.208074,6.252715499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20879120879120872,14306,0.48,1
chr1_2177615_2177829-chr1_1821910_1823010,11.081985000000001,0.0,13.03969,0.0,7.013793,19.443424,9.146594,2.420665,2.764168,0.0,5.078678999999998,0.0,0.0,11.262744999999999,16.996735,3.613637,23.193985,0.0,3.6210839999999997,10.314121,22.141661,104.75,-0.10439560439560447,354605,0.48,1
chr1_2162325_2162996-chr1_2142962_2144062,14.030707000000001,2.2124040000000003,15.848273,33.0,19.256972,19.443424,18.941778,2.420665,2.764168,0.0,7.221774000000001,0.0,17.278075,47.248141,0.0,0.0,30.883162,13.543331,0.0,10.473068,9.130525,141.5,-0.2582417582417582,18263,0.0,1
chr1_3136013_3136207-chr1_3569225_3570325,0,0,0,0,0,0,0,0,0,0,0,9.069137,0.0,0.0,0.0,2.608632,0.0,0.0,0.0,0.0,0.0,0.0,0.25274725274725274,433018,2.95,1
chr1_1060905_1061095-chr1_856296_857396,0,0,0,0,0,0,0,0,0,0,0,3.241933,13.909782,0.0,0.0,0.0,0.0,4.646876,0.0,0.0,0.0,118.0,-0.25274725274725274,203509,0.0,1
chr1_1368471_1368786-chr1_1259971_1261071,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,8.293345,4.672343,2.217135,16.283860999999998,6.743864,0.0,9.40805,13.705770000000001,98.33333333333331,-0.2417582417582418,107400,2.29,1
chr1_3421438_3421558-chr1_2306692_2307792,17.900466,0.0,6.064736,44.0,0.0,0.0,15.601401000000001,0.0,0.0,0.0,8.935711999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967032967032967,1113646,0.48,1
chr1_2177615_2177829-chr1_894967_896067,11.081985000000001,0.0,13.03969,0.0,7.013793,19.443424,9.146594,2.420665,2.764168,0.0,5.078678999999998,0.0,0.0,0.0,8.944195,2.402607,9.460166000000001,0.0,0.0,10.0738965,15.577739999999999,55.75,-0.06593406593406592,1281548,0.48,1
chr1_3421438_3421558-chr1_2144059_2145159,17.900466,0.0,6.064736,44.0,0.0,0.0,15.601401000000001,0.0,0.0,0.0,8.935711999999997,0.0,17.278075,47.248141,0.0,0.0,30.883162,13.543331,0.0,10.473068,9.130525,124.33333333333331,-0.2582417582417582,1276279,0.0,1
chr1_2478276_2478817-chr1_1186614_1187714,8.079839,12.256718,6.787425999999999,160.0,7.8244940000000005,3.1753,14.926932999999998,0.0,0.0,0.0,7.672366999999999,0.0,0.0,0.0,0.0,2.959582,0.0,3.231933,1.7459209999999998,0.0,0.0,0.0,-0.11538461538461542,1290562,0.0,1
chr1_3231556_3231634-chr1_1949780_1950880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.070369,5.146609,9.5429985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.5,0.9340659340659341,1280676,1.58,1
chr1_2230678_2230895-chr1_2516930_2518030,12.347356,2.0324150000000003,0.0,24.0,0.0,19.443424,8.264994,2.423616,2.764168,0.0,10.087439,0.0,0.0,14.3171585,6.6089660000000015,0.0,13.867532,8.441081,0.0,10.932989,8.069510000000001,157.66666666666666,0.18131868131868134,286035,0.02,1
chr1_918449_918555-chr1_2309699_2310799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3172349999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44505494505494503,1391144,0.02,1
chr1_1772108_1772256-chr1_133466_134566,0.0,0.0,0.0,0.0,0.0,16.996735,0.0,3.613637,7.723891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1637542,0.0,1
chr1_2478276_2478817-chr1_2718186_2719286,8.079839,12.256718,6.787425999999999,160.0,7.8244940000000005,3.1753,14.926932999999998,0.0,0.0,0.0,7.672366999999999,0.0,11.318253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.15384615384615385,239369,0.0,1
chr1_2989176_2989511-chr1_1334608_1335708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.317907,0.0,0.0,29.239653000000004,8.443188000000001,9.943745,3.38975,23.931088,7.686486,2.0623669999999996,13.834271,30.339009000000004,139.5,-0.05494505494505497,1653468,0.48,1
chr1_1814762_1815124-chr1_1343476_1344576,9.9915305,0.0,0.0,16.0,0.0,16.996735,0.0,3.613637,3.6210839999999997,0.0,12.642277,0.0,12.476536999999999,9.921762,9.943745,3.38975,24.203705,9.62055,0.0,9.975552,23.092319,0.0,0.7032967032967032,470186,0.0,1
chr1_3111769_3111989-chr1_1821910_1823010,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,11.262744999999999,16.996735,3.613637,23.193985,0.0,3.6210839999999997,10.314121,22.141661,104.75,-0.13736263736263732,1288759,3.01,1
chr1_941791_942135-chr1_1499804_1500904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3172349999999997,0.0,0.0,0.0,0.0,15.228657,2.4666639999999997,0.0,0.0,5.447274999999999,0.0,0.0,0.0,0.18681318681318682,557669,1.85,1
chr1_3463934_3464260-chr1_2511999_2513099,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,9.673910000000001,0.0,0.0,10.831491999999999,9.931911,0.0,9.362773,5.3482815000000015,46.0,0.46703296703296704,950835,0.0,1
chr1_3237165_3237518-chr1_2461584_2462684,0.0,29.284521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.19445,0.0,0.0,0.0,2.6318490000000003,0.0,3.252081,0.0,0.0,0.0,31.0,0.6593406593406593,774481,0.48,1
chr1_858256_858648-chr1_2283196_2284296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4073585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,1424548,0.02,1
chr1_3232812_3232866-chr1_1655666_1656766,0,0,0,0,0,0,0,0,0,0,0,0.0,13.755533999999999,10.413135,0.0,0.0,17.884335500000006,0.0,0.0,11.150772,18.543485,271.0,0.06593406593406592,1576046,0.48,1
chr1_2406489_2406881-chr1_1333902_1335002,0,0,0,0,0,0,0,0,0,0,0,0.0,29.239653000000004,8.443188000000001,9.943745,4.804345,23.931088,7.686486,2.0623669999999996,13.834271,30.339009000000004,134.5,-0.1428571428571428,1071487,0.48,1
chr1_1063914_1064111-chr1_609222_610322,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7527472527472527,453592,0.0,1
chr1_2140151_2140337-chr1_2120237_2121337,8.994553,0.0,4.002841,24.0,0.0,0.0,0.0,0.0,0.0,0.0,10.960051,0.0,5.970375,10.539631,4.522737,1.973312,17.889543,7.389042,0.0,7.300986,9.680522,248.0,-0.01098901098901095,18814,0.0,1
chr1_2059932_2059994-chr1_621953_623053,0.0,3.4764739999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1436879,0.0,1
