name_E,H3k4me2_E,DNaseI_E,H3k4me3_E,H3k27me3_E,Ctcf_E,H3k4me1_E,H3k79me2_E,H3k27ac_E,H4k20me1_E,H3k9ac_E,Smc3_E,H3k36me3_E
chr10_1240958_1241356,0.0,0.0,0.0,1.858146,0.0,0.0,0.0,0.0,2.6493580000000003,0.0,0.0,0.0
chr10_1336083_1336245,0.0,0.0,0.0,1.858146,0.0,0.0,0.0,0.0,1.846265,0.0,0.0,0.0
chr10_1541138_1541906,0.0,0.0,0.0,1.858146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr10_2670956_2671206,0.0,0.0,0.0,1.819734,0.0,0.0,0.0,0.0,1.136786,0.0,0.0,0.0
chr10_2776852_2777185,0.0,0.0,0.0,5.479261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr10_2808219_2808418,0.0,0.0,0.0,1.688809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr10_2808614_2808839,0.0,0.0,0.0,1.688809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr10_2939911_2940338,0.0,0.0,0.0,2.453056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr10_2949589_2949730,0.0,0.0,0.0,2.453056,0.0,0.0,0.0,0.0,2.072231,0.0,0.0,0.0
chr10_2951238_2951396,0.0,0.0,0.0,2.453056,0.0,0.0,0.0,0.0,2.072231,0.0,0.0,0.0
chr10_3078434_3078646,0.0,0.0,0.0,2.356999,0.0,4.541707,0.0,0.0,0.0,0.0,0.0,0.0
chr10_3283578_3283803,0.0,0.0,0.0,3.085289,0.0,0.0,0.0,0.0,1.841208,0.0,0.0,0.0
chr10_3284966_3285255,0.0,0.0,0.0,3.085289,0.0,0.0,0.0,5.424007,1.841208,0.0,0.0,0.0
chr10_3306877_3306999,0.0,0.0,0.0,3.085289,0.0,0.0,0.0,0.0,1.841208,0.0,0.0,0.0
chr10_3441336_3441600,0.0,0.0,0.0,11.729653,0.0,0.0,0.0,0.0,2.199225,0.0,0.0,0.0
chr10_3507725_3507898,0.0,0.0,0.0,2.053229,0.0,0.0,0.0,0.0,2.199225,0.0,0.0,0.0
chr10_3509617_3509911,0.0,0.0,0.0,2.053229,18.131261,3.497084,0.0,0.0,2.199225,0.0,0.0,0.0
chr10_3510310_3510716,0.0,0.0,0.0,2.053229,0.0,3.497084,0.0,0.0,2.199225,0.0,0.0,0.0
chr10_3511181_3511689,0.0,0.0,0.0,2.053229,0.0,3.497084,0.0,0.0,6.111707,0.0,0.0,0.0
chr10_3526849_3527147,0.0,0.0,0.0,2.053229,0.0,0.0,0.0,0.0,2.199225,0.0,0.0,0.0
chr10_3528683_3528786,0.0,0.0,0.0,2.053229,0.0,0.0,0.0,0.0,2.199225,0.0,0.0,0.0
chr10_3542742_3543014,0.0,0.0,0.0,2.053229,0.0,0.0,0.0,0.0,2.199225,0.0,0.0,0.0
chr10_3634689_3634961,0.0,0.0,0.0,2.137759,0.0,0.0,0.0,0.0,1.965251,0.0,0.0,0.0
chr10_3690587_3690963,0.0,0.0,0.0,1.860019,0.0,0.0,0.0,0.0,1.909973,0.0,0.0,0.0
chr10_3734925_3735183,0.0,0.0,0.0,1.877397,0.0,8.074628,0.0,0.0,1.724229,0.0,0.0,0.0
chr10_3762746_3763172,0.0,0.0,0.0,3.244003,0.0,4.678902,0.0,0.0,1.958689,0.0,0.0,0.0
chr10_3800307_3800531,0.0,0.0,0.0,1.819845,0.0,4.160065,0.0,0.0,1.560744,0.0,0.0,0.0
chr10_4003377_4003614,0.0,0.0,0.0,2.429342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr10_4034997_4035363,0.0,0.0,0.0,2.079407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr10_4162773_4163003,0.0,0.0,0.0,1.579485,0.0,0.0,0.0,0.0,1.126302,0.0,0.0,0.0
chr10_4163748_4164495,0.0,0.0,0.0,1.579485,0.0,0.0,0.0,0.0,1.126302,0.0,0.0,0.0
chr10_4172866_4173257,0.0,0.0,0.0,1.579485,0.0,0.0,0.0,0.0,1.126302,0.0,0.0,0.0
chr10_4173688_4174411,0.0,0.0,0.0,1.579485,0.0,0.0,0.0,0.0,1.126302,0.0,0.0,0.0
chr10_4248027_4248358,0.0,0.0,0.0,5.225459000000002,0.0,0.0,0.0,0.0,1.126302,0.0,0.0,0.0
chr10_4248628_4248744,0.0,0.0,0.0,1.958536,0.0,0.0,0.0,0.0,1.126302,0.0,0.0,0.0
chr10_431640_432008,0.0,0.0,0.0,8.2260545,0.0,0.0,0.0,0.0,2.16537,0.0,0.0,0.0
chr10_4556552_4557090,0.0,0.0,0.0,3.601056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr10_4685784_4686138,0.0,0.0,0.0,1.658221,0.0,0.0,0.0,0.0,1.124652,0.0,0.0,0.0
chr10_4813646_4813900,0.0,0.0,0.0,2.329327,11.64073,0.0,0.0,0.0,1.124652,0.0,0.0,0.0
chr10_500969_501047,0.0,0.0,0.0,2.794769,0.0,0.0,0.0,0.0,1.846367,0.0,0.0,0.0
chr10_516106_516519,0.0,0.0,0.0,2.794769,0.0,0.0,0.0,0.0,1.791907,0.0,0.0,0.0
chr10_564401_564761,0.0,0.0,0.0,2.794769,0.0,0.0,0.0,0.0,2.088847,0.0,0.0,0.0
chr10_593455_593774,0.0,0.0,0.0,2.794769,0.0,0.0,0.0,0.0,2.088847,0.0,0.0,0.0
chr10_652657_652929,0.0,0.0,0.0,2.794769,0.0,0.0,0.0,0.0,2.088847,0.0,0.0,0.0
chr10_699938_700531,0.0,0.0,0.0,2.794769,0.0,0.0,0.0,0.0,2.088847,0.0,0.0,0.0
chr1_100996437_100996829,0.0,0.0,0.0,6.422278499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_101000887_101001063,0.0,0.0,0.0,2.009887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_101776223_101776281,0.0,0.0,0.0,2.049635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_10245595_10245867,0.0,0.0,0.0,1.930257,0.0,0.0,0.0,0.0,1.988155,0.0,0.0,3.150884
chr1_10261395_10261566,0.0,0.0,0.0,7.5020853333333335,0.0,0.0,0.0,0.0,1.988155,0.0,0.0,0.0
chr1_10726049_10726261,0.0,0.0,0.0,2.580377,0.0,0.0,0.0,0.0,1.988155,0.0,0.0,0.0
chr1_10766390_10766837,0.0,0.0,0.0,2.580377,0.0,0.0,0.0,0.0,1.988155,0.0,0.0,0.0
chr1_10804844_10805001,0.0,0.0,0.0,2.580377,0.0,0.0,0.0,0.0,1.988155,0.0,0.0,0.0
chr1_108479405_108480123,0.0,0.0,0.0,8.367369,0.0,0.0,0.0,0.0,1.208395,0.0,0.0,0.0
chr1_10849807_10850141,0.0,0.0,0.0,2.580377,0.0,0.0,0.0,0.0,1.988155,0.0,0.0,0.0
chr1_108581319_108581798,0.0,0.0,0.0,2.01791,0.0,0.0,0.0,0.0,1.208395,0.0,0.0,0.0
chr1_108584121_108584359,0.0,0.0,0.0,2.01791,0.0,0.0,0.0,0.0,1.208395,0.0,0.0,0.0
chr1_108584447_108584892,0.0,0.0,0.0,2.01791,0.0,0.0,0.0,0.0,1.208395,0.0,0.0,0.0
chr1_108593971_108594173,0.0,0.0,0.0,2.01791,0.0,0.0,0.0,0.0,1.208395,0.0,0.0,0.0
chr1_108594435_108594579,0.0,0.0,0.0,2.01791,0.0,0.0,0.0,0.0,1.208395,0.0,0.0,0.0
chr1_108595513_108595797,0.0,0.0,0.0,2.01791,0.0,0.0,0.0,0.0,1.208395,0.0,0.0,0.0
chr1_108595998_108596525,0.0,0.0,0.0,5.1314150000000005,0.0,0.0,0.0,0.0,1.208395,0.0,0.0,0.0
chr1_108600214_108600460,0.0,0.0,0.0,2.01791,0.0,0.0,0.0,0.0,1.208395,0.0,0.0,0.0
chr1_108606399_108606634,0.0,0.0,0.0,2.01791,0.0,0.0,0.0,0.0,1.208395,0.0,0.0,0.0
chr1_108617640_108617970,0.0,0.0,0.0,2.01791,0.0,5.114076,0.0,0.0,1.208395,0.0,0.0,0.0
chr1_108643279_108643407,0.0,0.0,0.0,2.01791,0.0,7.744602,0.0,0.0,1.208395,0.0,0.0,0.0
chr1_108650339_108650754,0.0,0.0,0.0,2.01791,0.0,0.0,0.0,0.0,1.208395,0.0,0.0,0.0
chr1_109246671_109246905,0.0,0.0,0.0,2.384525,0.0,2.155358,0.0,0.0,2.839191,0.0,0.0,0.0
chr1_10960432_10960567,0.0,0.0,0.0,2.580377,0.0,0.0,0.0,0.0,1.988155,0.0,0.0,0.0
chr1_11050864_11051128,0.0,0.0,0.0,2.580377,0.0,0.0,0.0,0.0,1.988155,0.0,0.0,0.0
chr1_110626726_110627062,0.0,0.0,0.0,3.096089,0.0,0.0,0.0,0.0,2.440421,0.0,0.0,0.0
chr1_110694968_110695154,0.0,0.0,0.0,3.096089,0.0,0.0,0.0,0.0,2.440421,0.0,0.0,0.0
chr1_110711375_110711549,0.0,0.0,0.0,3.096089,0.0,0.0,0.0,0.0,2.440421,0.0,0.0,0.0
chr1_111053467_111053812,0.0,0.0,0.0,2.557199,0.0,0.0,0.0,0.0,2.273197,0.0,0.0,0.0
chr1_111057770_111058076,0.0,0.0,0.0,2.557199,0.0,0.0,0.0,0.0,2.273197,0.0,0.0,0.0
chr1_111162611_111162919,0.0,0.0,0.0,7.7564035,58.591309,6.026338,0.0,0.0,2.273197,0.0,0.0,0.0
chr1_111163364_111163623,0.0,0.0,0.0,6.797004500000001,0.0,6.026338,0.0,0.0,2.273197,0.0,0.0,0.0
chr1_111170436_111170835,0.0,0.0,0.0,2.557199,0.0,0.0,0.0,0.0,2.273197,0.0,0.0,0.0
chr1_111177471_111177854,0.0,0.0,0.0,2.557199,0.0,0.0,0.0,0.0,2.273197,0.0,0.0,0.0
chr1_111178912_111179243,0.0,0.0,0.0,2.557199,0.0,0.0,0.0,0.0,2.273197,0.0,0.0,0.0
chr1_111182665_111183078,0.0,0.0,0.0,2.557199,0.0,0.0,0.0,0.0,2.273197,0.0,0.0,0.0
chr1_111189973_111190443,0.0,0.0,0.0,2.557199,0.0,0.0,0.0,0.0,2.273197,0.0,0.0,0.0
chr1_111329904_111330079,0.0,0.0,0.0,1.539352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_111735402_111735659,0.0,0.0,0.0,2.214372,0.0,0.0,0.0,0.0,2.009103,0.0,0.0,3.33359
chr1_111735691_111736003,0.0,0.0,0.0,2.214372,0.0,0.0,0.0,0.0,2.009103,0.0,0.0,3.33359
chr1_111757482_111757860,0.0,0.0,0.0,2.214372,0.0,5.7129995000000005,0.0,0.0,2.009103,0.0,0.0,0.0
chr1_111758440_111759106,0.0,0.0,0.0,6.7902450000000005,0.0,8.484202,0.0,0.0,2.009103,0.0,0.0,0.0
chr1_111764327_111764759,0.0,0.0,0.0,2.214372,0.0,3.4692550000000004,0.0,0.0,2.009103,0.0,0.0,0.0
chr1_112048437_112048734,0.0,0.0,0.0,2.569427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_112058341_112058601,0.0,0.0,0.0,1.845056,22.283182,6.296759,0.0,0.0,0.0,0.0,0.0,0.0
chr1_112078528_112078792,0.0,0.0,0.0,2.676426,0.0,0.0,0.0,0.0,1.718252,0.0,0.0,0.0
chr1_112276731_112276883,0.0,0.0,0.0,2.631111,0.0,3.085946,0.0,0.0,2.04279,0.0,0.0,0.0
chr1_112286281_112286588,0.0,0.0,0.0,6.5071685,0.0,7.3135805,0.0,0.0,2.04279,0.0,0.0,0.0
chr1_112291453_112291811,0.0,0.0,0.0,2.631111,0.0,6.211501500000002,0.0,0.0,2.04279,0.0,0.0,0.0
chr1_112918897_112919196,0.0,0.0,0.0,2.295863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_112942216_112942335,0.0,0.0,0.0,2.295863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_113013577_113014004,0.0,0.0,0.0,2.295863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_113014906_113015158,0.0,0.0,0.0,2.295863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_113732794_113733063,0.0,0.0,0.0,1.803354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_11376903_11377179,0.0,0.0,0.0,2.9461470000000003,0.0,0.0,0.0,0.0,1.988155,0.0,0.0,0.0
chr1_11415566_11415939,0.0,0.0,0.0,2.9461470000000003,1.813967,0.0,0.0,0.0,1.988155,0.0,0.0,0.0
chr1_114575620_114575801,0.0,0.0,0.0,1.937996,18.118179,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_114656563_114656717,0.0,0.0,0.0,1.937996,0.0,7.127771000000001,0.0,0.0,1.974468,0.0,0.0,0.0
chr1_11559549_11559947,0.0,0.0,0.0,2.9461470000000003,2.181759,0.0,0.0,0.0,1.988155,0.0,0.0,0.0
chr1_115627657_115627928,0.0,0.0,0.0,2.048687,0.0,0.0,0.0,0.0,1.5938370000000002,0.0,0.0,0.0
chr1_115629152_115629329,0.0,0.0,0.0,2.048687,0.0,0.0,0.0,0.0,1.5938370000000002,0.0,0.0,0.0
chr1_115732772_115733197,0.0,0.0,0.0,5.7051485,0.0,0.0,0.0,0.0,1.791521,0.0,0.0,0.0
chr1_115873164_115873576,0.0,0.0,0.0,1.926905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_115968975_115969167,0.0,0.0,0.0,1.5888950000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_116039640_116039989,0.0,0.0,0.0,1.535102,0.0,0.0,0.0,0.0,1.7424369999999998,0.0,0.0,0.0
chr1_116088478_116088732,0.0,0.0,0.0,4.903114500000001,16.595156,0.0,0.0,0.0,1.752864,0.0,0.0,0.0
chr1_116291091_116291334,0.0,0.0,0.0,2.13033,0.0,0.0,0.0,0.0,1.502341,0.0,0.0,0.0
chr1_116923407_116923493,0.0,0.0,0.0,2.334054,0.0,7.386829499999998,23.69388,3.266617,5.0503865,3.127592,0.0,5.571488
chr1_117030831_117031034,0.0,0.0,0.0,1.822907,0.0,10.800007,0.0,9.961831,1.609059,4.304661,0.0,0.0
chr1_117032033_117032296,0.0,0.0,0.0,1.822907,0.0,10.800007,0.0,9.961831,1.609059,4.304661,0.0,3.0278400000000003
chr1_117493512_117493635,0.0,0.0,0.0,1.586065,0.0,0.0,0.0,0.0,2.078998,0.0,0.0,2.697865
chr1_117533270_117533527,0.0,0.0,0.0,1.586065,0.0,0.0,0.0,0.0,1.991525,0.0,0.0,2.697865
chr1_118302292_118302520,0.0,0.0,0.0,2.015737,0.0,3.038219,0.0,0.0,0.0,0.0,0.0,0.0
chr1_120052717_120053071,0.0,0.0,0.0,1.509559,0.0,0.0,0.0,0.0,1.508702,0.0,0.0,0.0
chr1_120147764_120147961,0.0,0.0,0.0,1.606842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_120275491_120275880,0.0,0.0,0.0,2.652223,0.0,0.0,0.0,0.0,3.1217330000000003,0.0,0.0,2.288254
chr1_120525502_120525838,0.0,0.0,0.0,2.166666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_120530787_120531205,0.0,0.0,0.0,2.166666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_12781566_12781783,0.0,0.0,0.0,2.172823,2.181759,3.49324,0.0,0.0,0.0,0.0,0.0,0.0
chr1_13825180_13825414,0.0,0.0,0.0,2.188662,0.0,0.0,0.0,0.0,1.820711,0.0,0.0,0.0
chr1_13917058_13917313,0.0,0.0,0.0,2.188662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_13931629_13932064,0.0,0.0,0.0,2.188662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_13949833_13950153,0.0,0.0,0.0,2.188662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_14027926_14028325,0.0,0.0,0.0,2.188662,0.0,0.0,0.0,0.0,2.713965,0.0,0.0,0.0
chr1_14029077_14029879,0.0,0.0,0.0,2.188662,0.0,0.0,0.0,0.0,2.713965,0.0,0.0,0.0
chr1_14054762_14055166,0.0,0.0,0.0,2.188662,0.0,0.0,0.0,0.0,2.713965,0.0,0.0,0.0
chr1_14154959_14155163,0.0,0.0,0.0,1.917882,34.727359,0.0,0.0,0.0,2.713965,0.0,0.0,0.0
chr1_14656585_14656699,0.0,0.0,0.0,2.150395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_147120817_147121145,0.0,0.0,0.0,1.8770830000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_147284036_147284115,0.0,0.0,0.0,2.2021900000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_14843752_14844090,0.0,0.0,0.0,1.912707,0.0,1.440936,0.0,0.0,0.0,0.0,0.0,0.0
chr1_14926383_14926731,0.0,0.0,0.0,3.043299,0.0,0.0,0.0,0.0,1.798026,0.0,0.0,0.0
chr1_15059594_15059681,0.0,0.0,0.0,3.043299,0.0,2.862295,0.0,0.0,1.798026,0.0,0.0,0.0
chr1_151485676_151485841,0.0,0.0,0.0,2.01985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_151486181_151486300,0.0,0.0,0.0,2.01985,0.0,0.0,0.0,0.0,3.930724,0.0,0.0,0.0
chr1_151961675_151962369,0.0,0.0,0.0,2.283318,0.0,4.9367,0.0,0.0,1.766113,0.0,0.0,0.0
chr1_151968368_151968560,0.0,0.0,0.0,2.283318,0.0,0.0,0.0,0.0,1.766113,0.0,0.0,0.0
chr1_15240254_15240560,0.0,0.0,0.0,2.268935,0.0,0.0,0.0,0.0,1.96805,0.0,0.0,0.0
chr1_153337774_153338142,0.0,0.0,0.0,2.121347,6.7406,0.0,0.0,0.0,1.886197,0.0,0.0,0.0
chr1_153358841_153359368,0.0,0.0,0.0,2.121347,0.0,0.0,0.0,0.0,1.723745,0.0,0.0,0.0
chr1_153361312_153361704,0.0,0.0,0.0,2.121347,0.0,0.0,0.0,0.0,1.723745,0.0,0.0,0.0
chr1_15416988_15417263,0.0,0.0,0.0,2.749009,0.0,0.0,0.0,0.0,2.074352,0.0,0.0,0.0
chr1_154391539_154392211,0.0,0.0,0.0,2.412876,0.0,0.0,0.0,0.0,1.871552,0.0,0.0,0.0
chr1_154392646_154393050,0.0,0.0,0.0,2.412876,0.0,0.0,0.0,0.0,1.871552,0.0,0.0,0.0
chr1_154397743_154397997,0.0,0.0,0.0,2.412876,0.0,0.0,0.0,0.0,1.871552,0.0,0.0,0.0
chr1_154405181_154405498,0.0,0.0,0.0,2.412876,0.0,0.0,0.0,0.0,1.871552,0.0,0.0,0.0
chr1_154468503_154468634,0.0,0.0,0.0,2.38618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_154724205_154724584,0.0,0.0,0.0,2.86565,0.0,0.0,0.0,0.0,1.900694,0.0,0.0,0.0
chr1_154731745_154732111,0.0,0.0,0.0,6.234554,0.0,0.0,0.0,0.0,1.900694,0.0,0.0,0.0
chr1_15519488_15519688,0.0,0.0,0.0,2.749009,0.0,0.0,0.0,0.0,2.074352,0.0,0.0,0.0
chr1_155620238_155620623,0.0,0.0,0.0,1.892369,0.0,2.907718,0.0,0.0,0.0,0.0,0.0,0.0
chr1_15570270_15570435,0.0,0.0,0.0,2.749009,0.0,0.0,0.0,0.0,2.074352,0.0,0.0,0.0
chr1_15572643_15572853,0.0,0.0,0.0,2.749009,0.0,0.0,0.0,0.0,2.074352,0.0,0.0,0.0
chr1_15585400_15585822,0.0,0.0,0.0,2.749009,0.0,5.522475,0.0,0.0,2.074352,0.0,0.0,0.0
chr1_15585949_15586132,0.0,0.0,0.0,2.749009,0.0,5.522475,0.0,0.0,2.074352,0.0,0.0,0.0
chr1_156118146_156118395,0.0,0.0,0.0,1.522664,0.0,2.385564,0.0,0.0,2.303926,0.0,0.0,0.0
chr1_15664580_15664866,0.0,0.0,0.0,2.749009,0.0,4.032154,0.0,0.0,0.0,0.0,0.0,0.0
chr1_157938818_157938961,0.0,0.0,0.0,1.342068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_157964633_157965029,0.0,0.0,0.0,1.342068,0.0,0.0,0.0,0.0,1.5676219999999998,0.0,0.0,0.0
chr1_157980631_157980890,0.0,0.0,0.0,1.342068,0.0,0.0,0.0,0.0,1.5676219999999998,0.0,0.0,0.0
chr1_157989414_157989935,0.0,0.0,0.0,1.342068,0.0,0.0,0.0,0.0,1.5676219999999998,0.0,0.0,0.0
chr1_158146699_158147069,0.0,0.0,0.0,1.342068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_159054764_159054917,0.0,0.0,0.0,1.545266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_159111772_159112137,0.0,0.0,0.0,10.750774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_159158093_159158524,0.0,0.0,0.0,1.996119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_159819832_159820037,0.0,0.0,0.0,6.7390895,0.0,0.0,0.0,0.0,1.676614,0.0,0.0,0.0
chr1_159910997_159911192,0.0,0.0,0.0,6.712671,0.0,3.158993,0.0,0.0,2.447405,0.0,0.0,0.0
chr1_159914077_159914586,0.0,0.0,0.0,2.164435,0.0,3.158993,0.0,0.0,2.447405,0.0,0.0,0.0
chr1_159961374_159961617,0.0,0.0,0.0,2.1361060000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_160056214_160056779,0.0,0.0,0.0,2.1361060000000003,0.0,0.0,0.0,0.0,1.914287,0.0,0.0,0.0
chr1_160072097_160072234,0.0,0.0,0.0,2.6594,0.0,4.656363,0.0,0.0,0.0,0.0,0.0,0.0
chr1_160087563_160087915,0.0,0.0,0.0,2.6594,0.0,0.0,0.0,0.0,1.744134,0.0,0.0,0.0
chr1_160674845_160675222,0.0,0.0,0.0,7.129222666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_160677742_160679048,0.0,0.0,0.0,2.000071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_160680775_160680900,0.0,0.0,0.0,2.000071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_160682568_160682866,0.0,0.0,0.0,2.000071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_160684087_160684458,0.0,0.0,0.0,2.000071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_160711095_160711588,0.0,0.0,0.0,2.225977,0.0,4.201099,0.0,0.0,0.0,0.0,0.0,0.0
chr1_160712184_160712818,0.0,0.0,0.0,2.225977,0.0,4.201099,0.0,0.0,0.0,0.0,0.0,0.0
chr1_160714037_160714549,0.0,0.0,0.0,2.225977,3.368931,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_160736716_160737349,0.0,0.0,0.0,1.943327,0.0,4.508632,0.0,0.0,0.0,0.0,0.0,0.0
chr1_160759511_160759977,0.0,0.0,0.0,4.341289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_160790939_160791134,0.0,0.0,0.0,2.580723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_160877833_160878093,0.0,0.0,0.0,1.971543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_161973588_161973892,0.0,0.0,0.0,2.7252970000000003,0.0,0.0,0.0,0.0,1.817929,0.0,0.0,0.0
chr1_161991847_161991976,0.0,0.0,0.0,2.7252970000000003,0.0,0.0,0.0,0.0,1.745687,0.0,0.0,0.0
chr1_161996651_161996978,0.0,0.0,0.0,2.7252970000000003,0.0,0.0,0.0,0.0,1.745687,0.0,0.0,0.0
chr1_161998457_161998829,0.0,0.0,0.0,2.7252970000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_162458137_162458480,0.0,0.0,0.0,1.84401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_162659800_162660152,0.0,0.0,0.0,2.223378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_162827762_162827953,0.0,0.0,0.0,1.868187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_16401814_16401932,0.0,0.0,0.0,2.328198,7.328614,5.646138499999998,0.0,0.0,2.122347,0.0,0.0,0.0
chr1_164686304_164686686,0.0,0.0,0.0,1.4874969999999998,0.0,3.151752,0.0,0.0,1.138636,0.0,0.0,0.0
chr1_164734934_164735098,0.0,0.0,0.0,1.4874969999999998,0.0,3.151752,0.0,0.0,1.138636,0.0,0.0,0.0
chr1_164736884_164737252,0.0,0.0,0.0,1.4874969999999998,0.0,3.151752,0.0,0.0,1.138636,0.0,0.0,0.0
chr1_164750243_164750515,0.0,0.0,0.0,1.4874969999999998,0.0,3.151752,0.0,0.0,1.138636,0.0,0.0,0.0
chr1_165205285_165205518,0.0,0.0,0.0,4.345869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_166954369_166954473,0.0,0.0,0.0,2.687862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_166989020_166989359,0.0,0.0,0.0,2.687862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_167397572_167397954,0.0,0.0,0.0,2.955787,0.0,4.125807,0.0,0.0,1.7859080000000005,0.0,0.0,2.5705150000000003
chr1_167398939_167399085,0.0,0.0,0.0,2.955787,0.0,2.682885,0.0,0.0,1.7859080000000005,0.0,0.0,2.5705150000000003
chr1_167416331_167416548,0.0,0.0,0.0,2.955787,0.0,0.0,0.0,0.0,1.7859080000000005,0.0,0.0,0.0
chr1_167419889_167420655,0.0,0.0,0.0,2.955787,0.0,4.317928,0.0,0.0,1.7859080000000005,0.0,0.0,0.0
chr1_167425853_167426232,0.0,0.0,0.0,2.955787,0.0,4.313566000000002,0.0,0.0,1.7859080000000005,0.0,0.0,0.0
chr1_167434195_167434584,0.0,0.0,0.0,2.955787,0.0,0.0,0.0,0.0,1.7859080000000005,0.0,0.0,0.0
chr1_167438624_167439122,0.0,0.0,0.0,2.955787,0.0,0.0,0.0,0.0,1.7859080000000005,0.0,0.0,0.0
chr1_167440766_167441089,0.0,0.0,0.0,2.955787,0.0,0.0,0.0,0.0,1.7859080000000005,0.0,0.0,0.0
chr1_167442775_167443139,0.0,0.0,0.0,2.955787,0.0,4.284468,0.0,0.0,1.7859080000000005,0.0,0.0,0.0
chr1_167452876_167453237,0.0,0.0,0.0,2.955787,0.0,0.0,0.0,0.0,1.7859080000000005,0.0,0.0,0.0
chr1_167453750_167454075,0.0,0.0,0.0,2.955787,0.0,0.0,0.0,0.0,1.7859080000000005,0.0,0.0,0.0
chr1_167458424_167459120,0.0,0.0,0.0,2.955787,0.0,0.0,0.0,0.0,1.7859080000000005,0.0,0.0,0.0
chr1_167469090_167469185,0.0,0.0,0.0,2.955787,0.0,0.0,0.0,0.0,1.7859080000000005,0.0,0.0,0.0
chr1_167469653_167470005,0.0,0.0,0.0,2.955787,0.0,0.0,0.0,0.0,1.7859080000000005,0.0,0.0,0.0
chr1_167478725_167479215,0.0,0.0,0.0,7.296938000000001,3.889686,0.0,0.0,0.0,1.7859080000000005,1.541685,0.0,0.0
chr1_167480005_167480498,0.0,0.0,0.0,2.955787,3.889686,0.0,0.0,0.0,1.7859080000000005,1.541685,0.0,0.0
