name_E,H3k27ac_E,Ctcf_E,H3k4me2_E,DNaseI_E,H3k4me3_E,H3k79me2_E,H3k9ac_E,H3k36me3_E,H4k20me1_E,H3k27me3_E,H3k4me1_E
chr1_94158601_94159338,18.439978,0.0,8.015542,74.0,7.525322999999998,0.0,8.151083,0.0,0.0,0.0,17.178659
chr1_94167175_94167520,8.56845,0.0,0.0,77.0,0.0,0.0,7.816541,0.0,0.0,0.0,8.256181
chr1_94244939_94245309,28.802188,12.951572,11.010218,137.0,7.626109,0.0,12.490882,0.0,0.0,0.0,12.291558
chr1_94527681_94527931,47.965088,30.6107245,5.739825,30.0,0.0,1.9633975,8.97337,2.323286,0.0,0.0,7.006792
chr1_94532879_94533090,47.965088,6.217537,11.473395,95.0,0.0,1.399969,24.628368,2.323286,0.0,0.0,7.006792
chr1_94535371_94535770,47.965088,6.217537,11.473395,77.0,4.597706,1.399969,24.628368,2.323286,0.0,0.0,7.006792
chr1_94557832_94558157,49.790191,2.013554,11.190308,188.0,11.312903,0.0,21.264059,2.323286,0.0,0.0,7.006792
chr1_94626535_94626661,9.789253,0.0,0.0,48.0,0.0,0.0,0.0,4.0495705,0.0,0.0,7.006792
chr1_94701813_94701865,12.036758,0.0,17.785284,24.0,44.991104,17.160347,49.789377,4.0495705,2.962826,0.0,7.006792
chr1_94712051_94712193,23.975448,0.0,17.785284,0.0,41.414205,17.160347,42.97275,4.0495705,2.962826,0.0,7.006792
chr1_94712395_94712617,23.975448,3.911515,17.785284,35.0,41.414205,17.160347,42.97275,4.0495705,2.962826,0.0,7.006792
chr1_9473687_9473864,14.322905,0.0,4.176497,0.0,0.0,0.0,14.500224,0.0,0.0,0.0,12.670709
chr1_94784984_94785158,42.42837,0.0,13.339061,31.0,9.354079,0.0,10.385293,2.323286,0.0,0.0,7.006792
chr1_94788386_94788592,42.42837,13.313011,14.46996,16.0,6.589192999999999,3.446695,27.280564,2.323286,0.0,0.0,7.006792
chr1_94792807_94793133,42.42837,0.0,14.46996,80.0,6.589192999999999,0.0,27.280564,2.323286,0.0,0.0,7.006792
chr1_95258204_95258621,27.953658,18.641828,7.747852000000001,57.0,4.641979,0.0,11.122672,0.0,1.626216,0.0,12.571322
chr1_95331900_95332266,15.259753,0.0,6.967552499999999,0.0,0.0,0.0,0.0,0.0,1.626216,0.0,13.794741
chr1_96827006_96827340,7.874357000000002,0.0,4.822209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.645355
chr1_96828119_96828533,7.874357000000002,0.0,4.822209,64.0,0.0,0.0,3.467243,0.0,0.0,0.0,10.645355
chr1_98315619_98315765,6.58862,0.0,10.707089,110.0,6.884061,0.0,7.038185,0.0,1.179453,0.0,7.648897
chr1_98366677_98366793,17.282389000000002,0.0,11.660204,59.0,12.000092,2.3229740000000003,14.249144,1.603632,1.179453,0.0,8.010024000000001
chr1_98403373_98403764,12.24203,0.0,7.278263000000001,76.0,3.401843,0.0,4.621437,0.0,0.0,0.0,8.077976
chr1_98408796_98409171,9.7252195,0.0,6.07561,49.0,0.0,0.0,0.0,0.0,0.0,0.0,8.224059
chr1_98494244_98494658,7.35913,0.0,8.46025,0.0,3.129934,2.817977,0.0,0.0,0.0,0.0,5.1574425
chr1_98518546_98518920,22.953393,8.99151,17.181020999999998,63.0,14.681508,0.0,26.079432,0.0,0.0,0.0,5.6394725
chr1_98677142_98677181,19.418016,0.0,15.10724,0.0,30.142245000000006,4.435829,23.365195,1.7627389999999998,1.617142,0.0,7.164619
chr1_98781999_98782036,9.320127,0.0,6.0008940000000015,48.0,0.0,1.514534,0.0,0.0,0.0,0.0,8.569173000000001
chr1_98788970_98789228,21.6892165,0.0,11.432621,43.0,6.077127,1.514534,14.466144,0.0,0.0,0.0,10.5727395
chr1_98789496_98789901,21.6892165,0.0,11.432621,65.0,6.077127,1.514534,14.466144,0.0,0.0,0.0,10.5727395
chr10_556579_556951,0.0,73.7827,0.0,0.0,0.0,0.0,6.2045900000000005,0.0,2.185849,0.0,6.248635
chr10_557102_557353,0.0,73.7827,11.777138,120.0,8.461475,0.0,6.2045900000000005,0.0,2.185849,0.0,6.248635
chr1_101774729_101775525,0.0,36.838556,19.101931,44.0,14.684399,0.0,9.709812,0.0,0.0,2.795259,6.855899000000001
chr1_10853986_10854555,0.0,12.031675,0.0,47.0,4.434705,0.0,0.0,0.0,0.0,5.388744,7.211969
chr1_109104473_109104583,0.0,21.234972,11.721596,24.0,13.901294,1.406169,9.187298,0.0,1.860126,2.278989,9.730654
chr1_10927237_10927380,0.0,40.394647,0.0,118.0,0.0,0.0,0.0,0.0,0.0,5.106605,0.0
chr1_109800134_109800539,0.0,5.745057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.477635,0.0
chr1_110420039_110420145,0.0,9.418894,0.0,30.0,0.0,0.0,5.634476,0.0,0.0,2.936642,3.714432
chr1_112901525_112901779,0.0,45.646806,0.0,32.0,0.0,0.0,0.0,0.0,0.0,2.981215,4.3930690000000014
chr1_11376903_11377179,0.0,1.660143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.117818,0.0
chr1_114575620_114575801,0.0,13.173073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.250909,0.0
chr1_116370977_116371565,0.0,3.980532,9.263718,40.0,18.008642000000005,0.0,8.850636,0.0,1.226098,2.026597,7.302047
chr1_14054762_14055166,0.0,2.088937,0.0,0.0,0.0,0.0,0.0,0.0,1.698127,0.0,0.0
chr1_144871122_144871347,0.0,2.086326,0.0,0.0,0.0,0.0,0.0,3.432463,1.93263,0.0,0.0
chr1_144986415_144987071,0.0,2.086326,0.0,0.0,0.0,0.0,1.973239,2.625743,3.09532,0.0,0.0
chr1_144987154_144987391,0.0,2.086326,0.0,0.0,0.0,0.0,1.973239,2.625743,3.09532,8.9369935,0.0
chr1_144988079_144988414,0.0,2.086326,0.0,0.0,0.0,0.0,1.973239,2.625743,3.09532,0.0,0.0
chr1_145023690_145024549,0.0,2.086326,8.483358,0.0,4.841622,0.0,0.0,2.625743,3.09532,3.622274,5.8771830000000005
chr1_145054975_145055306,0.0,2.086326,1.896465,0.0,1.863737,0.0,2.025347,2.625743,8.436006666666666,5.258546,1.71302
chr1_145058996_145059322,0.0,34.37033733333333,1.896465,82.5,1.863737,0.0,2.025347,2.625743,3.09532,5.258546,1.71302
chr1_145064438_145064839,0.0,2.086326,0.0,0.0,0.0,0.0,0.0,2.625743,3.09532,6.582789999999998,0.0
chr1_147775754_147775884,0.0,1.273222,20.229744,32.0,11.029496,0.0,15.273184,0.0,0.0,4.638769,4.731733
chr1_148000699_148000802,0.0,10.580781,5.032064,30.0,13.064997,0.0,0.0,0.0,0.0,0.0,0.0
chr1_150159099_150159241,0.0,11.533363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.835325,0.0
chr1_151809390_151809745,0.0,42.45099,5.668998,14.0,0.0,0.0,0.0,0.0,0.0,4.406529,4.838935
chr1_154979104_154979305,0.0,6.746864,0.0,0.0,0.0,5.6330160000000005,0.0,1.722302,3.606709,0.0,5.987325
chr1_15649550_15649749,0.0,77.359387,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_156586355_156586564,0.0,10.767263,12.268167,33.0,0.0,0.0,0.0,0.0,0.0,5.371441,11.597686
chr1_156676478_156676824,0.0,23.060262,6.6473830000000005,0.0,4.952019,0.0,0.0,0.0,0.0,3.697879,7.214069
chr1_159798443_159799254,0.0,20.001819,0.0,14.0,0.0,0.0,0.0,0.0,1.433583,2.760725,0.0
chr1_168338134_168338331,0.0,1.251165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98748,0.0
chr1_168368318_168368620,0.0,1.251165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98748,0.0
chr1_17023723_17023998,0.0,11.645928,0.0,0.0,0.0,0.0,0.0,0.0,1.5620459999999998,11.4237335,0.0
chr1_17027024_17027386,0.0,13.5068315,0.0,37.0,0.0,0.0,0.0,0.0,1.5620459999999998,11.4237335,0.0
chr1_170633923_170634526,0.0,16.192563,9.44943,43.0,12.56065,0.0,6.04147,0.0,0.0,8.682118,6.5606
chr1_175094142_175094504,0.0,47.531483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.645154,0.0
chr1_177150553_177151051,0.0,31.870051,10.60493,23.5,8.244442,0.0,0.0,0.0,0.0,3.070494,7.197984
chr1_178252303_178252477,0.0,27.227151,1.865016,34.0,0.0,1.598824,0.0,1.764997,1.276231,0.0,2.868427
chr1_179555221_179555646,0.0,17.997154000000005,7.8245580000000015,28.0,4.694901,0.0,0.0,0.0,0.0,3.421926,0.0
chr1_180200315_180200683,0.0,2.0117990000000003,9.608954,36.5,6.70532,0.0,0.0,0.0,2.185947,7.64876,4.794034
chr1_181998739_181999134,0.0,12.620908,11.412681,87.5,12.7607865,0.0,5.5517059999999985,0.0,0.0,0.0,0.0
chr1_183549376_183549721,0.0,14.23635,4.187973,23.0,0.0,0.0,0.0,0.0,0.0,0.0,6.933298
chr1_184005350_184005919,0.0,4.051444999999998,8.119063,0.0,6.760973,0.0,0.0,0.0,1.579253,3.818634,4.230578
chr1_192549613_192549895,0.0,18.670098,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_197513718_197513772,0.0,1.272552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_201139670_201140154,0.0,13.000026,15.821215,88.0,15.21137,0.0,16.69441,0.0,1.169398,2.630363,8.682203999999999
chr1_201500233_201500477,0.0,54.7956,0.0,0.0,0.0,8.147016,0.0,0.0,0.0,2.630363,0.0
chr1_201639932_201640262,0.0,11.709398,0.0,0.0,0.0,8.147016,0.0,3.540076,2.804574,0.0,0.0
chr1_202161674_202161898,0.0,48.366503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.989864,0.0
chr1_203297101_203297334,0.0,17.765263,10.967257,54.0,9.84363,0.0,16.035589,0.0,0.0,3.5673449999999995,6.868982000000001
chr1_204449745_204450007,0.0,2.046616,0.0,0.0,0.0,0.0,0.0,2.687976,1.764898,0.0,0.0
chr1_2059932_2059994,0.0,3.476474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_206763465_206763687,0.0,14.984163,0.0,14.0,0.0,0.0,0.0,3.190882,0.0,0.0,4.6295660000000005
chr1_206832398_206832801,0.0,30.7131395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.474369,0.0
chr1_207080273_207080661,0.0,8.56171,0.0,0.0,9.047925,0.0,0.0,11.538649,0.0,5.8688225,0.0
chr1_208335369_208335711,0.0,1.637838,6.231735,0.0,0.0,14.657583,8.402955,6.3450690000000005,2.546177,0.0,8.93645
chr1_209921200_209921357,0.0,91.052863,6.264273,140.0,4.838317,0.0,0.0,0.0,1.174853,2.478014,4.4764089999999985
chr1_211823764_211823781,0.0,4.114014,0.0,0.0,0.0,1.296525,0.0,1.353406,0.0,0.0,7.388675
chr1_212650622_212650921,0.0,62.193278,0.0,96.0,0.0,0.0,0.0,0.0,1.351714,3.522231,0.0
chr1_21558552_21558736,0.0,43.855424,0.0,58.0,0.0,8.556867,0.0,4.1212339999999985,0.0,0.0,0.0
chr1_2246556_2246763,0.0,11.528645,0.0,137.0,0.0,19.443424,7.234244,2.423616,0.0,0.0,0.0
chr1_226388791_226388905,0.0,15.566745999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.821889,0.0
chr1_228651177_228651630,0.0,14.636748,9.091725,17.0,6.850153,0.0,0.0,0.0,0.0,4.545799,4.435593
chr1_228688608_228688902,0.0,68.66244,0.0,79.0,0.0,0.0,0.0,0.0,1.579417,5.0955059999999985,12.394389
chr1_229692979_229693368,0.0,29.235527,11.939481,0.0,16.545021,6.893727,9.733706,3.37387,2.070778,0.0,5.145839
chr1_231347338_231347496,0.0,47.894336,13.719188,24.0,13.34569,0.0,0.0,0.0,0.0,3.539804,9.460207
chr1_231860737_231860947,0.0,26.984621,0.0,0.0,0.0,0.0,0.0,0.0,1.643584,0.0,6.650146
chr1_235267591_235267744,0.0,73.946492,10.637688,115.0,8.998461,0.0,8.714994,0.0,2.168134,0.0,11.182254
chr1_245082176_245082355,0.0,6.089994,19.959765,28.0,8.947280000000003,0.0,17.898597,0.0,0.0,0.0,7.952597
chr1_247553531_247554143,0.0,43.807312,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_25942744_25943208,0.0,15.635868,6.895625,125.0,7.907444,0.0,5.236219,0.0,1.15851,5.837423,4.412662
chr1_26253326_26253427,0.0,2.127524,4.526274,0.0,0.0,0.0,0.0,0.0,0.0,2.2585490000000004,2.878417
chr1_27626897_27627231,0.0,70.1587,0.0,0.0,0.0,0.0,0.0,2.708567,0.0,0.0,0.0
chr1_27848725_27849287,0.0,3.87181,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,5.966991
chr1_27924204_27924421,0.0,5.357771,3.6626,0.0,0.0,2.569038,0.0,2.037718,2.390386,0.0,6.362556
chr1_27935491_27936061,0.0,23.421001999999998,3.6626,0.0,0.0,2.569038,0.0,0.0,2.390386,5.219549,0.0
chr1_29563709_29564430,0.0,3.210966,17.119685,40.5,7.445335000000001,0.0,2.987854,0.0,0.0,6.416302999999999,14.389584
chr1_29565515_29565732,0.0,3.210966,0.0,16.0,7.445335000000001,0.0,2.987854,0.0,0.0,6.416302999999999,0.0
chr1_29565762_29566055,0.0,3.210966,0.0,16.0,0.0,0.0,2.987854,0.0,0.0,6.416302999999999,0.0
chr1_31401933_31402089,0.0,39.33625900000001,0.0,0.0,0.0,14.074629000000002,0.0,4.1447980000000015,3.832388,0.0,3.159738
chr1_3237165_3237518,0.0,29.284521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_32423598_32423720,0.0,3.268182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_37169397_37169618,0.0,59.509647,0.0,60.0,0.0,0.0,0.0,0.0,1.154357,1.589451,0.0
chr1_41981831_41982007,0.0,52.971087,13.357796,220.0,11.542218,0.0,0.0,0.0,0.0,0.0,6.145314
chr1_44703858_44704161,0.0,28.065748,0.0,55.0,0.0,0.0,0.0,2.674237,1.403253,0.0,4.308246
chr1_46689426_46689696,0.0,50.826787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.705353
chr1_46999025_46999241,0.0,32.746621999999995,7.092534,52.0,7.532537,0.0,0.0,0.0,1.413354,5.8928129999999985,0.0
chr1_49038282_49038602,0.0,16.201683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_55411305_55411465,0.0,47.597121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.758527,0.0
chr1_55445592_55445683,0.0,1.942972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.785755,0.0
chr1_55840427_55840729,0.0,35.343523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_55909250_55909597,0.0,12.119316,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,6.013099
chr1_58898385_58898660,0.0,10.365166,4.264433,29.0,0.0,0.0,0.0,0.0,0.0,1.844892,7.882642
chr1_59756067_59756566,0.0,23.790523,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_65731337_65731853,0.0,9.367519,10.901546000000002,34.0,7.808272,0.0,6.736872999999999,0.0,1.2688549999999998,0.0,6.396965
chr1_68000341_68000585,0.0,4.942782,9.8641445,23.0,0.0,0.0,0.0,0.0,0.0,0.0,6.367314
chr1_76080205_76080672,0.0,23.036671,9.6129075,52.0,14.280244,0.0,7.009594,0.0,0.0,0.0,10.271665
chr1_76080988_76081082,0.0,23.036671,9.6129075,33.0,14.280244,0.0,7.009594,0.0,0.0,0.0,10.271665
chr1_7728673_7728970,0.0,23.948425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_79154444_79154658,0.0,10.940599,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_8487656_8487917,0.0,2.281806,0.0,0.0,0.0,3.400126,0.0,2.786169,1.983151,0.0,4.6642
chr1_8488165_8488317,0.0,2.281806,0.0,0.0,0.0,3.400126,0.0,2.786169,1.983151,0.0,4.6642
chr1_84891288_84891509,0.0,2.609764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_85248638_85248992,0.0,53.0723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.168792,0.0
chr1_85968002_85968172,0.0,29.038981,0.0,0.0,0.0,4.789795,0.0,2.215717,0.0,0.0,1.5337
chr1_86078461_86078819,0.0,28.38642,10.232115,0.0,0.0,0.0,9.270622,2.215717,0.0,0.0,8.277367
chr1_87617997_87618150,0.0,30.560699,12.769871,26.0,10.833176,0.0,9.321254,0.0,0.0,2.991423,6.841059
chr1_91183313_91183764,0.0,5.440795,4.283407,33.0,3.504672,0.0,0.0,0.0,1.848271,9.033454,4.394819999999998
chr1_91185058_91185169,0.0,5.440795,4.283407,14.0,0.0,0.0,0.0,0.0,1.848271,9.033454,0.0
chr1_91190991_91191184,0.0,5.440795,4.7419400000000005,16.0,3.3364230000000004,0.0,0.0,0.0,1.848271,9.033454,4.881188
chr1_9127395_9127559,0.0,16.588314,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,9.971998
chr1_93427945_93428408,0.0,2.139636,11.083334,0.0,12.158043,0.0,0.0,0.0,0.0,3.142831,0.0
chr1_95155573_95156005,0.0,2.17488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.736567,0.0
chr10_3028046_3028193,0.0,0.0,6.466741000000001,38.0,5.071811,0.0,0.0,0.0,0.0,2.081091,5.558541
chr10_3524547_3524820,0.0,0.0,16.317126000000002,38.0,10.161478,0.0,8.576830000000001,0.0,0.0,2.1320650000000003,10.158496
chr10_3598970_3599136,0.0,0.0,7.727607000000001,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr10_3856317_3856712,0.0,0.0,7.256946000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr10_5339443_5339719,0.0,0.0,5.028158,0.0,0.0,0.0,0.0,0.0,0.0,2.239837,6.685422
chr1_100000188_100000393,0.0,0.0,5.2104979999999985,18.0,0.0,0.0,0.0,0.0,0.0,0.0,4.904403
chr1_101313094_101313246,0.0,0.0,15.234511,41.0,9.38598,0.0,5.237597,2.023237,1.172304,0.0,4.397824
chr1_103572619_103572906,0.0,0.0,13.0765,17.0,18.683966,0.0,0.0,0.0,0.0,4.925305000000001,7.8952550000000015
chr1_108593971_108594173,0.0,0.0,6.603839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.037978
chr1_108594435_108594579,0.0,0.0,6.603839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.037978
chr1_109933790_109934137,0.0,0.0,4.730631,17.0,0.0,0.0,0.0,0.0,2.024182,3.248463,10.184434
chr1_109938897_109939079,0.0,0.0,7.723928999999999,0.0,8.347059,0.0,0.0,3.271071,2.024182,9.091124,0.0
chr1_110451717_110451917,0.0,0.0,8.9782,0.0,0.0,0.0,13.821852,2.717843,1.345124,3.681185,0.0
chr1_110454846_110455290,0.0,0.0,8.9782,16.0,13.204615,2.683639,13.821852,2.717843,1.345124,0.0,7.637481
chr1_110626726_110627062,0.0,0.0,9.198018,0.0,9.936812,0.0,0.0,0.0,1.345124,10.512217999999999,8.968677999999997
chr1_111735402_111735659,0.0,0.0,4.774473,0.0,0.0,0.0,0.0,2.714118,0.0,2.772127,3.022985
chr1_111735691_111736003,0.0,0.0,4.774473,12.0,0.0,0.0,0.0,2.714118,0.0,2.772127,3.022985
chr1_112135698_112135869,0.0,0.0,11.817044,34.0,13.093885,0.0,0.0,0.0,0.0,2.485223,6.113079
chr1_114326143_114326379,0.0,0.0,8.431517,0.0,0.0,6.380102,0.0,2.971294,2.168779,0.0,7.931931
chr1_115641281_115641604,0.0,0.0,12.506694,0.0,11.987315,0.0,0.0,0.0,0.0,2.026597,0.0
chr1_11753086_11753651,0.0,0.0,9.568984333333333,187.0,0.0,0.0,0.0,0.0,0.0,6.3093385,6.026204
chr1_118197244_118197521,0.0,0.0,7.781523,11.0,0.0,0.0,0.0,0.0,0.0,3.3418080000000003,6.38759
chr1_14027926_14028325,0.0,0.0,12.433604,0.0,16.090934,2.105257,11.818649,0.0,1.698127,0.0,0.0
chr1_151485676_151485841,0.0,0.0,10.530551,0.0,0.0,0.0,0.0,0.0,0.0,1.739293,6.783769
chr1_151909443_151909536,0.0,0.0,4.665182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.480003
chr1_152010545_152011004,0.0,0.0,23.710707,0.0,48.545955,0.0,0.0,0.0,1.738919,5.151191000000002,0.0
chr1_154302207_154302441,0.0,0.0,12.985219,0.0,14.440531,4.8824239999999985,0.0,5.340351,0.0,0.0,14.360217
chr1_154699087_154699216,0.0,0.0,4.464707,27.0,0.0,0.0,0.0,0.0,0.0,0.0,12.455445
chr1_155620238_155620623,0.0,0.0,1.892434,0.0,0.0,0.0,0.0,0.0,0.0,4.320884,0.0
chr1_159111772_159112137,0.0,0.0,5.994989,16.0,4.549263,0.0,0.0,0.0,0.0,6.3353660000000005,9.8730245
chr1_159158093_159158524,0.0,0.0,4.703532,39.0,0.0,0.0,0.0,0.0,1.846521,4.192957,4.256659
chr1_159819832_159820037,0.0,0.0,5.132675,16.0,0.0,0.0,0.0,0.0,1.433583,2.760725,9.066956
chr1_161502624_161502920,0.0,0.0,6.5811259999999985,0.0,0.0,0.0,2.421631,0.0,0.0,0.0,4.234344
chr1_162539981_162540420,0.0,0.0,7.257706,0.0,0.0,8.219644,0.0,3.525214,1.861413,0.0,5.254188
chr1_164686304_164686686,0.0,0.0,12.008524,0.0,0.0,0.0,0.0,0.0,1.351278,1.938283,9.481248
chr1_164717528_164717907,0.0,0.0,4.796606,31.0,0.0,0.0,0.0,0.0,1.351278,0.0,6.107094
chr1_16553276_16553594,0.0,0.0,4.9219,21.0,9.847305,0.0,0.0,0.0,0.0,10.397376,0.0
chr1_167423404_167424221,0.0,0.0,10.612261,44.0,11.580562,0.0,9.488052,0.0,1.5318040000000002,2.302075,3.951818
chr1_167424728_167425462,0.0,0.0,10.612261,38.5,11.580562,0.0,9.488052,0.0,1.5318040000000002,2.302075,3.951818
chr1_167425853_167426232,0.0,0.0,10.612261,0.0,11.580562,0.0,0.0,0.0,1.5318040000000002,2.302075,3.951818
chr1_167586596_167587245,0.0,0.0,11.945321,20.0,0.0,0.0,0.0,0.0,0.0,2.774314,8.809949000000003
chr1_169860308_169860488,0.0,0.0,10.074744,0.0,0.0,5.6897730000000015,0.0,3.228374,1.229101,0.0,8.636324
chr1_170635008_170635144,0.0,0.0,9.44943,0.0,0.0,0.0,0.0,0.0,0.0,8.682118,0.0
chr1_172106187_172106635,0.0,0.0,7.866002000000001,0.0,0.0,0.0,3.4320150000000003,0.0,0.0,0.0,5.833977
chr1_172324588_172324814,0.0,0.0,15.96839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.725089
chr1_172667452_172667583,0.0,0.0,7.7312699999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.963799
chr1_172978915_172979201,0.0,0.0,4.2561860000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4364905
chr1_177903071_177903284,0.0,0.0,4.607922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6634555
chr1_180554738_180554883,0.0,0.0,4.257567,18.0,0.0,0.0,0.0,0.0,0.0,3.040638,4.09509
chr1_181065454_181065797,0.0,0.0,7.932236,18.0,0.0,0.0,0.0,0.0,0.0,0.0,10.384728
chr1_184123506_184123811,0.0,0.0,16.444131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.257801
chr1_184357629_184357933,0.0,0.0,14.096962,31.0,16.390493,0.0,0.0,0.0,1.179217,2.313822,7.4349729999999985
chr1_184922808_184923031,0.0,0.0,9.70678,30.0,0.0,0.0,0.0,0.0,1.373874,0.0,5.741011
chr1_192446152_192446393,0.0,0.0,13.774482999999998,21.0,0.0,0.0,0.0,0.0,0.0,0.0,4.086659
chr1_192485848_192486563,0.0,0.0,3.038398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_192691567_192691932,0.0,0.0,8.347073000000002,52.0,0.0,0.0,0.0,0.0,0.0,0.0,7.675667999999999
chr1_192873637_192874003,0.0,0.0,8.883017,20.0,0.0,0.0,5.935064,0.0,0.0,0.0,4.515099
chr1_198087299_198087585,0.0,0.0,3.130596,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07043
chr1_200332454_200332650,0.0,0.0,5.821283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.904529
chr1_201449602_201449822,0.0,0.0,5.391339,35.0,5.356433,0.0,0.0,3.755584,2.077153,2.630363,0.0
chr1_203258547_203259334,0.0,0.0,8.231008000000001,0.0,0.0,0.0,0.0,0.0,0.0,3.5673449999999995,7.364076
chr1_203259429_203259985,0.0,0.0,8.231008000000001,70.0,4.323021,0.0,8.899113,0.0,0.0,3.5673449999999995,9.564244333333333
chr1_203619380_203619832,0.0,0.0,9.174594,46.0,0.0,2.957588,6.3049915,1.982514,2.072266,0.0,5.187713
chr1_20407516_20407737,0.0,0.0,5.066096,12.0,0.0,0.0,0.0,0.0,0.0,1.947526,9.678776
chr1_204317952_204318184,0.0,0.0,4.248986,26.0,0.0,0.0,0.0,0.0,0.0,0.0,7.631153
chr1_205288770_205288915,0.0,0.0,12.15863,29.0,12.468543,0.0,0.0,0.0,1.778877,2.563537,6.8164185
chr1_205638319_205638508,0.0,0.0,3.54086,0.0,0.0,4.275417,0.0,2.232648,1.60031,2.563537,6.373944
chr1_205638734_205639222,0.0,0.0,3.54086,32.0,0.0,4.275417,0.0,2.232648,1.60031,2.563537,6.373944
chr1_209833148_209833823,0.0,0.0,11.4080975,22.0,0.0,0.0,0.0,0.0,1.174853,4.015126,9.573795
chr1_210425971_210426288,0.0,0.0,8.753781,0.0,7.182342,0.0,0.0,0.0,1.157122,3.003114,6.819365
chr1_212993371_212993544,0.0,0.0,8.313593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.582713
chr1_21724067_21724372,0.0,0.0,10.12147,25.0,0.0,0.0,0.0,0.0,0.0,2.307423,10.0678295
chr1_217308487_217308861,0.0,0.0,5.430606,0.0,0.0,0.0,0.0,0.0,0.0,11.820458,0.0
chr1_218642170_218642366,0.0,0.0,8.646137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.987653
chr1_220865094_220865145,0.0,0.0,7.8121905,23.0,14.830977,4.006033,13.331886,0.0,0.0,0.0,5.681375
chr1_220868801_220868862,0.0,0.0,3.287771,0.0,0.0,4.006033,0.0,0.0,0.0,0.0,0.0
chr1_221272384_221272740,0.0,0.0,4.852424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.722467
chr1_221931213_221931399,0.0,0.0,3.600788,0.0,0.0,0.0,0.0,0.0,1.241269,0.0,12.85554
chr1_224727681_224727955,0.0,0.0,10.688166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.621278
chr1_225613143_225613456,0.0,0.0,16.328135999999994,0.0,29.450649,6.553073,21.484431,4.1096059999999985,2.220063,0.0,9.937751
chr1_226222205_226222589,0.0,0.0,7.205114,97.0,0.0,0.0,0.0,0.0,0.0,0.0,7.379248
chr1_226288544_226288864,0.0,0.0,16.009395,21.0,14.930929999999998,0.0,8.598195,0.0,0.0,0.0,10.033553
chr1_226315631_226315825,0.0,0.0,11.605553,42.0,0.0,0.0,0.0,0.0,0.0,0.0,12.38011
