name,H3k36me3_E,DNaseI_E,H3k27ac_E,H3k27me3_E,H3k9ac_E,H4k20me1_E,H3k4me1_E,H3k4me3_E,Ctcf_E,H3k79me2_E,H3k4me2_E,H3k4me3_P,H3k4me1_P,Ctcf_P,H3k36me3_P,H3k4me2_P,H3k27me3_P,H3k79me2_P,DNaseI_P,H3k9ac_P,H4k20me1_P,H3k27ac_P,corr,distance,css,label
chr1_1793829_1793862-chr1_745441_746541,2.0116110000000003,0.0,0.0,0.0,0.0,2.0463855,0.0,0.0,0.0,6.202486,0.0,0,0,0,0,0,0,0,0,0,0,0,0.967032967032967,1047288,0.0,1
chr1_1136075_1136463-chr1_1071397_1072497,0.0,0.0326,0.0,0.0,0.0,1.3306559999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02465,0.0,1.198307,0.0,0.6813186813186813,63578,0.0,1
chr1_1093610_1093958-chr1_917397_918497,0.0,0.3138,17.452682,0.0,14.936694000000001,1.198307,0.0,11.097299000000001,0.0,0.0,8.879799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,-0.18681318681318682,175113,0.46,1
chr1_2232428_2232896-chr1_316720_317820,0.0,0.026,0.0,0.0,0.0,2.6480575,0.0,0.0,0.0,7.546384,0.0,0,0,0,0,0,0,0,0,0,0,0,0.14835164835164838,1914608,0.0,1
chr1_2478276_2478817-chr1_1259971_1261071,0.0,0.2021,7.211671000000001,1.951368,11.538965,1.366382,6.239913,11.448099000000001,4.841658499999999,0.0,11.801871,14.714914000000002,6.762739999999999,0.0,0.0,10.714332,0.0,4.913233,0.1625,16.150710999999998,1.7585974999999998,12.193287,0.2692307692307693,1217205,0.46,1
chr1_918449_918555-chr1_859260_860360,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,0.0,0.0,0.0,0.0,8.164244,0.0,0.0,0.0,3.7938410000000014,0.0,0.0,0.0852,13.129072,1.473502,5.182904,-0.18131868131868134,58089,0.0,1
chr1_1005293_1005547-chr1_866345_867445,0.0,0.0,0.0,0.0,0.0,5.077881,3.6828540000000003,5.636449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0369,0.0,3.186228,0.0,0.34065934065934067,137848,1.89,1
chr1_2230678_2230895-chr1_894589_895689,0.0,0.0362,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,7.546384,0.0,14.070132999999998,0.0,0.0,1.6553380000000002,0.0,0.0,17.848206,0.14029999999999998,27.938178000000004,1.7067480000000002,17.889013000000006,-0.18131868131868134,1334989,0.02,1
chr1_956563_956812-chr1_568756_569856,0.0,0.1027,11.284781,0.0,7.3767190000000005,1.198307,5.8744819999999995,8.333323,0.0,5.625219,8.935166,0.0,6.856696,9.554583000000001,0.0,0.0,5.778363,0.0,0.0,8.409028999999999,9.545162,0.0,-0.1208791208791209,386707,0.0,1
chr1_2232428_2232896-chr1_1102243_1103343,0.0,0.026,0.0,0.0,0.0,2.6480575,0.0,0.0,0.0,7.546384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0344,0.0,1.3306559999999998,0.0,-0.04395604395604402,1129085,2.31,1
chr1_1005293_1005547-chr1_807672_808772,0.0,0.0,0.0,0.0,0.0,5.077881,3.6828540000000003,5.636449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,0.34065934065934067,196521,0.0,1
chr1_941791_942135-chr1_567137_568237,0.0,0.0866,4.039199,0.0,3.7230870000000014,1.198307,5.009518,3.821358,0.0,0.0,6.427314,0,0,0,0,0,0,0,0,0,0,0,-0.03296703296703307,373554,0.0,1
chr1_2246556_2246763-chr1_1167311_1168411,0.0,0.152,0.0,0.0,6.127311,1.366382,0.0,0.0,10.728183999999999,0.0,0.0,16.512223000000002,3.43891,0.0,1.585809,7.6808809999999985,0.0,9.125497,0.4115,17.077115,1.3306559999999998,14.017778,0.0,1078145,1.85,1
chr1_3077832_3078221-chr1_1182002_1183102,0.0,0.02605,0.0,1.951368,0.0,1.191068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0305,0.0,1.3306559999999998,0.0,0.7637362637362637,1894730,0.48,1
chr1_2172142_2172385-chr1_762802_763902,1.485586,0.0,0.0,0.0,0.0,2.2128415,0.0,0.0,0.0,7.546384,0.0,8.233284,0.0,0.0,0.0,0.0,0.0,0.0,0.1405,15.996626000000001,0.0,15.067321,-0.6483516483516483,1408240,0.0,1
chr1_2772559_2772713-chr1_900877_901977,0.0,0.027000000000000003,0.0,1.951368,0.0,1.191068,0.0,0.0,0.0,0.0,0.0,10.824191,0.0,0.0,0.0,5.308733,0.0,0.0,0.2086,14.524818,1.198307,17.483083999999998,-0.027472527472527375,1870582,1.58,1
chr1_956563_956812-chr1_325096_326196,0.0,0.1027,11.284781,0.0,7.3767190000000005,1.198307,5.8744819999999995,8.333323,0.0,5.625219,8.935166,0,0,0,0,0,0,0,0,0,0,0,-0.04395604395604402,630367,0.0,1
chr1_1005293_1005547-chr1_935452_936552,0.0,0.0,0.0,0.0,0.0,5.077881,3.6828540000000003,5.636449,0.0,0.0,0.0,15.851044,0.0,0.0,0.0,9.904401,0.0,6.818239,0.0987,19.807249,1.198307,20.862444,-0.12637362637362637,68741,1.45,1
chr1_2162325_2162996-chr1_989413_990513,1.485586,0.0388,10.058061,0.0,15.55747,2.2128415,5.333579,16.780462,3.709639,7.546384,9.427316000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,-0.1923076923076923,1171812,0.48,1
chr1_3231556_3231634-chr1_1242947_1244047,0.0,0.0,0.0,1.951368,1.682163,1.191068,0.0,0.0,0.0,0.0,0.0,16.57878,6.053594,0.0,0.0,10.465375,0.0,4.913233,0.1625,11.200712,1.7585974999999998,10.971179,-0.5824175824175823,1987509,1.56,1
chr1_2059932_2059994-chr1_848551_849651,0.0,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.406121,0.0,0.0,0.0,1.198307,0.0,0.9835164835164835,1210281,0.0,1
chr1_2190530_2190674-chr1_564290_565390,1.485586,0.0,0.0,0.0,0.0,2.2128415,0.0,0.0,0.0,7.546384,0.0,0,0,0,0,0,0,0,0,0,0,0,0.4340659340659341,1625140,0.0,1
chr1_1840449_1840835-chr1_564020_565120,0.0,0.161,9.959261,0.0,14.992735999999999,1.382183,0.0,19.121595000000006,8.569706,0.0,7.7588430000000015,0,0,0,0,0,0,0,0,0,0,0,-0.1923076923076923,1275329,0.0,1
chr1_1814762_1815124-chr1_989413_990513,2.0116110000000003,0.0,0.0,0.0,0.0,2.0463855,8.286421,0.0,0.0,6.202486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,0.478021978021978,824249,0.02,1
chr1_956563_956812-chr1_1167311_1168411,0.0,0.1027,11.284781,0.0,7.3767190000000005,1.198307,5.8744819999999995,8.333323,0.0,5.625219,8.935166,16.512223000000002,3.43891,0.0,1.585809,7.6808809999999985,0.0,9.125497,0.4115,17.077115,1.3306559999999998,14.017778,-0.42307692307692313,210499,2.31,1
chr1_2772559_2772713-chr1_1182002_1183102,0.0,0.027000000000000003,0.0,1.951368,0.0,1.191068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0305,0.0,1.3306559999999998,0.0,0.7637362637362637,1589457,1.58,1
chr1_1714020_1714715-chr1_1182002_1183102,2.0116110000000003,0.0598,10.120409,0.0,4.9352480000000005,1.382183,6.113142,8.145578,1.5657020000000001,6.202486,5.104521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0305,0.0,1.3306559999999998,0.0,0.2582417582417582,530918,1.85,1
chr1_1136667_1137146-chr1_564020_565120,0.0,0.0,0.0,0.0,0.0,1.3306559999999998,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.6153846153846154,571547,0.0,1
chr1_1952050_1952360-chr1_1009587_1010687,0.0,0.0265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.620722,4.3502480000000014,0.0,0.0,8.464715000000002,0.0,0.0,0.093,4.486067,1.198307,5.626129,0.6043956043956045,941363,0.46,1
chr1_2254081_2254230-chr1_933331_934431,0.0,0.0323,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,15.851044,0.0,0.0,0.0,7.25793,0.0,0.0,0.0987,19.807249,1.198307,20.862444,0.13736263736263732,1319650,0.0,1
chr1_956563_956812-chr1_140239_141339,0.0,0.1027,11.284781,0.0,7.3767190000000005,1.198307,5.8744819999999995,8.333323,0.0,5.625219,8.935166,0,0,0,0,0,0,0,0,0,0,0,-0.04395604395604402,815224,0.0,1
chr1_941791_942135-chr1_989413_990513,0.0,0.0866,4.039199,0.0,3.7230870000000014,1.198307,5.009518,3.821358,0.0,0.0,6.427314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,0.18681318681318682,47278,0.02,1
chr1_1814762_1815124-chr1_568756_569856,2.0116110000000003,0.0,0.0,0.0,0.0,2.0463855,8.286421,0.0,0.0,6.202486,0.0,0.0,6.856696,9.554583000000001,0.0,0.0,5.778363,0.0,0.0,8.409028999999999,9.545162,0.0,0.13186813186813184,1244906,0.0,1
chr1_2253622_2253773-chr1_859260_860360,0.0,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,8.164244,0.0,0.0,0.0,3.7938410000000014,0.0,0.0,0.0852,13.129072,1.473502,5.182904,-0.03296703296703307,1393262,0.0,1
chr1_2082729_2083012-chr1_848551_849651,1.59999,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.406121,0.0,0.0,0.0,1.198307,0.0,0.9945054945054945,1233078,0.0,1
chr1_2772559_2772713-chr1_1209603_1210703,0.0,0.027000000000000003,0.0,1.951368,0.0,1.191068,0.0,0.0,0.0,0.0,0.0,16.150116,6.055969999999999,0.0,0.0,5.7795905,0.0,9.059591000000001,0.2595,11.576922,1.3306559999999998,6.9639355000000025,0.09340659340659341,1561856,0.0,1
chr1_941791_942135-chr1_700205_701305,0.0,0.0866,4.039199,0.0,3.7230870000000014,1.198307,5.009518,3.821358,0.0,0.0,6.427314,0,0,0,0,0,0,0,0,0,0,0,0.18681318681318682,240486,0.0,1
chr1_956563_956812-chr1_1009587_1010687,0.0,0.1027,11.284781,0.0,7.3767190000000005,1.198307,5.8744819999999995,8.333323,0.0,5.625219,8.935166,7.620722,4.3502480000000014,0.0,0.0,8.464715000000002,0.0,0.0,0.093,4.486067,1.198307,5.626129,0.005494505494505475,52775,0.46,1
chr1_2246556_2246763-chr1_333126_334226,0.0,0.152,0.0,0.0,6.127311,1.366382,0.0,0.0,10.728183999999999,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-0.12637362637362637,1912330,0.0,1
chr1_1840449_1840835-chr1_894589_895689,0.0,0.161,9.959261,0.0,14.992735999999999,1.382183,0.0,19.121595000000006,8.569706,0.0,7.7588430000000015,14.070132999999998,0.0,0.0,1.6553380000000002,0.0,0.0,17.848206,0.14029999999999998,27.938178000000004,1.7067480000000002,17.889013000000006,0.01098901098901095,944760,0.02,1
chr1_1952050_1952360-chr1_1149418_1150518,0.0,0.0265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.585809,0.0,0.0,0.0,0.0297,0.0,2.1293245,0.0,0.8296703296703296,801532,0.48,1
chr1_2505035_2505361-chr1_621953_623053,0.0,0.0,0.0,1.951368,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1881982,0.0,1
chr1_2082729_2083012-chr1_1244889_1245989,1.59999,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,16.57878,4.171362,0.0,2.333673,10.465375,0.0,4.913233,0.0,11.200712,3.3944636666666663,10.971179,-0.15934065934065944,836740,0.0,1
chr1_1793829_1793862-chr1_817043_818143,2.0116110000000003,0.0,0.0,0.0,0.0,2.0463855,0.0,0.0,0.0,6.202486,0.0,0.0,0.0,0.0,7.779408,0.0,3.111913,0.0,0.0,0.0,5.446306,0.0,1.0,975686,0.0,1
chr1_918449_918555-chr1_564290_565390,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.3516483516483516,353059,0.0,1
chr1_2509702_2510198-chr1_998568_999668,0.0,0.0301,0.0,1.951368,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,6.563308,9.026933999999999,13.619413,0.0,6.019658,0.0,0.0,0.1411,5.278098,1.198307,5.419936,0.32417582417582413,1510034,0.0,1
chr1_1714020_1714715-chr1_1051641_1052741,2.0116110000000003,0.0598,10.120409,0.0,4.9352480000000005,1.382183,6.113142,8.145578,1.5657020000000001,6.202486,5.104521,7.246767,0.0,0.0,0.0,7.314953,0.0,0.0,0.4168,9.4652825,1.198307,0.0,-0.4285714285714286,661279,0.0,1
chr1_1136075_1136463-chr1_943509_944609,0.0,0.0326,0.0,0.0,0.0,1.3306559999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,0.18131868131868134,191466,0.0,1
chr1_918449_918555-chr1_1186614_1187714,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3306559999999998,0.0,0.48351648351648346,268059,0.0,1
chr1_2172142_2172385-chr1_659830_660930,1.485586,0.0,0.0,0.0,0.0,2.2128415,0.0,0.0,0.0,7.546384,0.0,0,0,0,0,0,0,0,0,0,0,0,0.5659340659340659,1511212,0.0,1
chr1_1136667_1137146-chr1_943509_944609,0.0,0.0,0.0,0.0,0.0,1.3306559999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,-0.04395604395604402,192058,0.0,1
chr1_2162325_2162996-chr1_812183_813283,1.485586,0.0388,10.058061,0.0,15.55747,2.2128415,5.333579,16.780462,3.709639,7.546384,9.427316000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,-0.20879120879120872,1349042,0.0,1
chr1_2171824_2171946-chr1_568076_569176,1.485586,0.0289,0.0,0.0,0.0,2.2128415,0.0,0.0,0.0,7.546384,0.0,0,0,0,0,0,0,0,0,0,0,0,0.09340659340659341,1602648,0.0,1
chr1_2162325_2162996-chr1_532778_533878,1.485586,0.0388,10.058061,0.0,15.55747,2.2128415,5.333579,16.780462,3.709639,7.546384,9.427316000000001,0,0,0,0,0,0,0,0,0,0,0,-0.1923076923076923,1628447,0.0,1
chr1_1840449_1840835-chr1_469971_471071,0.0,0.161,9.959261,0.0,14.992735999999999,1.382183,0.0,19.121595000000006,8.569706,0.0,7.7588430000000015,0,0,0,0,0,0,0,0,0,0,0,-0.2197802197802199,1369378,0.0,1
chr1_2221868_2222548-chr1_1149418_1150518,0.0,0.0,0.0,0.0,0.0,2.1974875,0.0,0.0,0.0,7.546384,0.0,0.0,0.0,0.0,1.585809,0.0,0.0,0.0,0.0297,0.0,2.1293245,0.0,-0.25274725274725274,1071350,0.48,1
chr1_2406489_2406881-chr1_948473_949573,0.0,0.0616,0.0,1.951368,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,14.660003,6.0604525,0.0,0.0,8.975464,0.0,8.601987,0.0641,13.800188,1.198307,13.60118,-0.36813186813186816,1456916,0.48,1
chr1_2177615_2177829-chr1_656472_657572,1.485586,0.0,0.0,0.0,0.0,2.2128415,0.0,0.0,0.0,7.546384,0.0,0,0,0,0,0,0,0,0,0,0,0,0.5384615384615384,1520043,0.0,1
chr1_2501788_2502413-chr1_989413_990513,0.0,0.0,0.0,1.951368,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,0.9945054945054945,1511275,0.02,1
chr1_2059932_2059994-chr1_333126_334226,0.0,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1725706,0.0,1
chr1_2246556_2246763-chr1_568756_569856,0.0,0.152,0.0,0.0,6.127311,1.366382,0.0,0.0,10.728183999999999,0.0,0.0,0.0,6.856696,9.554583000000001,0.0,0.0,5.778363,0.0,0.0,8.409028999999999,9.545162,0.0,-0.43956043956043955,1676700,0.0,1
chr1_1136667_1137146-chr1_140239_141339,0.0,0.0,0.0,0.0,0.0,1.3306559999999998,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-0.03846153846153855,995328,0.0,1
chr1_2501788_2502413-chr1_745441_746541,0.0,0.0,0.0,1.951368,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.9835164835164835,1755247,0.0,1
chr1_2171824_2171946-chr1_685296_686396,1.485586,0.0289,0.0,0.0,0.0,2.2128415,0.0,0.0,0.0,7.546384,0.0,0,0,0,0,0,0,0,0,0,0,0,0.20879120879120883,1485428,0.0,1
chr1_2501788_2502413-chr1_943509_944609,0.0,0.0,0.0,1.951368,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,1.0,1557179,0.0,1
chr1_858256_858648-chr1_139279_140379,0.0,0.0,0.0,0.0,0.0,1.473502,10.235116,8.164244,0.0,0.0,3.7938410000000014,0,0,0,0,0,0,0,0,0,0,0,0.7142857142857143,717877,0.0,1
chr1_1952050_1952360-chr1_91005_92105,0.0,0.0265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8612759999999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,1859945,0.0,1
chr1_2505035_2505361-chr1_567915_569015,0.0,0.0,0.0,1.951368,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.13736263736263732,1936020,0.0,1
chr1_1772108_1772256-chr1_693616_694716,2.0116110000000003,0.0,0.0,0.0,0.0,1.382183,0.0,0.0,0.0,6.202486,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1077392,0.0,1
chr1_1814762_1815124-chr1_159446_160546,2.0116110000000003,0.0,0.0,0.0,0.0,2.0463855,8.286421,0.0,0.0,6.202486,0.0,0,0,0,0,0,0,0,0,0,0,0,0.478021978021978,1654216,0.0,1
chr1_956563_956812-chr1_1182002_1183102,0.0,0.1027,11.284781,0.0,7.3767190000000005,1.198307,5.8744819999999995,8.333323,0.0,5.625219,8.935166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0305,0.0,1.3306559999999998,0.0,0.10989010989010994,225190,2.31,1
chr1_1093610_1093958-chr1_713906_715006,0.0,0.3138,17.452682,0.0,14.936694000000001,1.198307,0.0,11.097299000000001,0.0,0.0,8.879799,7.518988,0.0,9.526147,0.0,6.9578185,0.0,4.003657,0.128,12.443543,0.0,8.613033,0.46703296703296704,378604,0.0,1
chr1_2253622_2253773-chr1_656472_657572,0.0,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.22527472527472525,1596050,0.0,1
chr1_1295535_1296332-chr1_139279_140379,0.0,0.0525,0.0,0.0,0.0,1.3306559999999998,6.609083,10.759246000000001,0.0,10.215803,7.374011500000001,0,0,0,0,0,0,0,0,0,0,0,0.11538461538461542,1155156,0.0,1
chr1_1793829_1793862-chr1_994114_995214,2.0116110000000003,0.0,0.0,0.0,0.0,2.0463855,0.0,0.0,0.0,6.202486,0.0,9.614342,6.043282,0.0,0.0,5.100814,0.0,0.0,0.1671,5.121707,1.198307,3.87989,-0.2912087912087913,798615,0.0,1
chr1_1173386_1173736-chr1_700205_701305,1.585809,0.1232,0.0,0.0,2.9990419999999998,1.3306559999999998,4.373659,6.767767,0.0,0.0,4.410386,0,0,0,0,0,0,0,0,0,0,0,-0.005494505494505475,472081,0.0,1
chr1_2230678_2230895-chr1_998568_999668,0.0,0.0362,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,7.546384,0.0,6.563308,9.026933999999999,13.619413,0.0,6.019658,0.0,0.0,0.1411,5.278098,1.198307,5.419936,0.005494505494505475,1231010,0.0,1
chr1_2162325_2162996-chr1_609222_610322,1.485586,0.0388,10.058061,0.0,15.55747,2.2128415,5.333579,16.780462,3.709639,7.546384,9.427316000000001,0,0,0,0,0,0,0,0,0,0,0,-0.1923076923076923,1552003,0.0,1
chr1_1952050_1952360-chr1_947803_948903,0.0,0.0265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.660003,6.444994,0.0,0.0,8.975464,0.0,0.0,0.0641,13.800188,1.198307,13.60118,-0.1703296703296704,1003147,0.48,1
chr1_2246556_2246763-chr1_954503_955603,0.0,0.152,0.0,0.0,6.127311,1.366382,0.0,0.0,10.728183999999999,0.0,0.0,8.333323,0.0,8.922377000000003,0.0,7.091995,0.0,0.0,0.1027,7.3767190000000005,1.198307,11.284781,0.07692307692307687,1290953,0.02,1
chr1_1814762_1815124-chr1_563442_564542,2.0116110000000003,0.0,0.0,0.0,0.0,2.0463855,8.286421,0.0,0.0,6.202486,0.0,0,0,0,0,0,0,0,0,0,0,0,0.5384615384615384,1250220,0.0,1
chr1_2190530_2190674-chr1_1209603_1210703,1.485586,0.0,0.0,0.0,0.0,2.2128415,0.0,0.0,0.0,7.546384,0.0,16.150116,6.055969999999999,0.0,0.0,5.7795905,0.0,9.059591000000001,0.2595,11.576922,1.3306559999999998,6.9639355000000025,0.07692307692307687,979827,0.0,1
chr1_2059932_2059994-chr1_565454_566554,0.0,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0494505494505495,1493378,0.0,1
chr1_1368471_1368786-chr1_1209603_1210703,0.0,0.0449,0.0,0.0,0.0,1.3306559999999998,0.0,0.0,0.0,0.0,0.0,16.150116,6.055969999999999,0.0,0.0,5.7795905,0.0,9.059591000000001,0.2595,11.576922,1.3306559999999998,6.9639355000000025,0.09340659340659341,157768,0.0,1
chr1_918449_918555-chr1_458656_459756,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,458693,0.0,1
chr1_2232428_2232896-chr1_994114_995214,0.0,0.026,0.0,0.0,0.0,2.6480575,0.0,0.0,0.0,7.546384,0.0,9.614342,6.043282,0.0,0.0,5.100814,0.0,0.0,0.1671,5.121707,1.198307,3.87989,0.09890109890109888,1237214,0.0,1
chr1_1136667_1137146-chr1_761988_763088,0.0,0.0,0.0,0.0,0.0,1.3306559999999998,0.0,0.0,0.0,0.0,0.0,8.233284,0.0,0.0,0.0,6.896392999999999,0.0,7.094944,0.1405,15.996626000000001,0.0,15.067321,0.2582417582417582,373579,0.0,1
chr1_2254081_2254230-chr1_752992_754092,0.0,0.0323,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.5,1499989,0.0,1
chr1_2254081_2254230-chr1_1108264_1109364,0.0,0.0323,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0266,0.0,1.3306559999999998,0.0,-0.0714285714285714,1144717,0.46,1
chr1_1368471_1368786-chr1_29706_30806,0.0,0.0449,0.0,0.0,0.0,1.3306559999999998,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-0.24725274725274726,1337665,0.0,1
chr1_1136667_1137146-chr1_28554_29654,0.0,0.0,0.0,0.0,0.0,1.3306559999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.308811,0.0,0.0,0.0,0.0,0.0,0.0,-0.03846153846153855,1107013,0.0,1
chr1_2230678_2230895-chr1_1209603_1210703,0.0,0.0362,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,7.546384,0.0,16.150116,6.055969999999999,0.0,0.0,5.7795905,0.0,9.059591000000001,0.2595,11.576922,1.3306559999999998,6.9639355000000025,0.1923076923076923,1019975,0.0,1
chr1_1173386_1173736-chr1_1141971_1143071,1.585809,0.1232,0.0,0.0,2.9990419999999998,1.3306559999999998,4.373659,6.767767,0.0,0.0,4.410386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0384,0.0,1.3306559999999998,0.0,0.6428571428571428,30315,2.29,1
chr1_1136667_1137146-chr1_137865_138965,0.0,0.0,0.0,0.0,0.0,1.3306559999999998,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-0.03846153846153855,997702,0.0,1
chr1_2254081_2254230-chr1_460380_461480,0.0,0.0323,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.5714285714285714,1792601,0.0,1
chr1_2254081_2254230-chr1_856296_857396,0.0,0.0323,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,8.164244,7.188186,7.826646,0.0,3.7938410000000014,1.406121,0.0,0.0915,0.0,1.473502,0.0,-0.20879120879120872,1396685,0.0,1
chr1_2082729_2083012-chr1_1242947_1244047,1.59999,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,16.57878,6.053594,0.0,0.0,10.465375,0.0,4.913233,0.1625,11.200712,1.7585974999999998,10.971179,-0.2857142857142858,838682,0.0,1
chr1_941791_942135-chr1_29706_30806,0.0,0.0866,4.039199,0.0,3.7230870000000014,1.198307,5.009518,3.821358,0.0,0.0,6.427314,0,0,0,0,0,0,0,0,0,0,0,0.18681318681318682,910985,0.0,1
chr1_2253622_2253773-chr1_943509_944609,0.0,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,0.25274725274725274,1309013,0.0,1
chr1_1978731_1978937-chr1_68091_69191,0.0,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.17032967032967028,1909540,0.0,1
chr1_858256_858648-chr1_1166629_1167729,0.0,0.0,0.0,0.0,0.0,1.473502,10.235116,8.164244,0.0,0.0,3.7938410000000014,16.512223000000002,3.6321695,10.988021,1.585809,7.6808809999999985,0.0,9.125497,0.4115,17.077115,1.3306559999999998,14.017778,-0.401098901098901,307981,0.02,1
chr1_1772108_1772256-chr1_564020_565120,2.0116110000000003,0.0,0.0,0.0,0.0,1.382183,0.0,0.0,0.0,6.202486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31868131868131866,1206988,0.0,1
chr1_3133891_3134283-chr1_1149418_1150518,0.0,0.0292,0.0,1.951368,0.0,1.191068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.585809,0.0,0.0,0.0,0.0297,0.0,2.1293245,0.0,0.9010989010989011,1983373,0.48,1
