name_E,Ctcf_E,H3k27ac_E,H3k9ac_E,H4k20me1_E,H3k4me2_E,H3k79me2_E,DNaseI_E,H3k36me3_E,H3k4me1_E,H3k4me3_E,H3k27me3_E
chr1_8107848_8108157,0.0,19.705918,7.377353,0.0,6.391064,0.0,0.033,0.0,6.557944,7.032187,0.0
chr1_8121436_8121582,0.0,10.438509,7.451433,0.0,13.426433,0.0,0.0287,0.0,5.061061,9.009585,0.0
chr1_8154517_8154933,0.0,23.966343,6.509027,0.0,5.999468,0.0,0.0,0.0,9.191306,2.950433,0.0
chr1_8156648_8157003,0.0,23.966343,6.509027,0.0,5.999468,0.0,0.0,0.0,9.191306,3.643611,0.0
chr1_8157417_8157780,0.0,23.966343,6.509027,0.0,5.999468,0.0,0.029,0.0,9.191306,3.643611,0.0
chr1_8181009_8181247,0.0,20.250476,8.704475,0.0,5.12916,0.0,0.0,0.0,8.048806,7.930173,0.0
chr1_8194345_8194402,0.0,6.518905,5.242847,0.0,5.385661,0.0,0.0,0.0,6.708775,3.455517,0.0
chr1_8198088_8198334,0.0,14.185576,7.210234,0.0,13.351191,0.0,0.0502,0.0,6.708775,8.926125,0.0
chr1_82168687_82169067,0.0,3.195732,0.0,0.0,5.579929,0.0,0.0293,0.0,5.794675,6.273613,0.0
chr1_8254637_8254907,0.0,18.885931,5.160189,0.0,6.130583,0.0,0.025,0.0,8.92204,3.707321,0.0
chr1_8257762_8258040,0.0,18.885931,9.56117,0.0,7.499324,0.0,0.0505,0.0,8.92204,9.284105,0.0
chr1_8262223_8262541,0.0,18.885931,7.722343,0.0,4.857018,0.0,0.0281,0.0,8.92204,4.594935,0.0
chr1_8263853_8264184,0.0,18.885931,7.722343,0.0,4.857018,0.0,0.0,0.0,8.92204,4.594935,0.0
chr1_8264458_8264788,0.0,18.885931,7.722343,0.0,4.857018,0.0,0.0596,0.0,8.92204,4.594935,0.0
chr1_8319137_8319616,0.0,11.469366,6.114618,3.224818,8.986148,0.0,0.089,0.0,7.073702,6.919837,0.0
chr1_84971050_84971209,0.0,29.359693,24.441897,0.0,12.032226,14.957129,0.0,2.667298,4.917574,19.765117,0.0
chr1_85038681_85038996,0.0,20.911513,15.076779,0.0,9.849094,2.909851,0.0,0.0,4.256638,9.852242,0.0
chr1_85320078_85320332,0.0,7.440332,3.886134,0.0,5.114207,0.0,0.0509,0.0,8.63303,1.745429,0.0
chr1_85744584_85744829,0.0,30.49933,20.304284,0.0,9.501874,4.686969,0.0553,0.0,5.408247,8.539084,0.0
chr1_85779776_85780132,0.0,6.380667,0.0,0.0,4.186709,0.0,0.0467,1.445474,6.515317,0.0,0.0
chr1_86072885_86073441,0.0,7.512158,2.609554,0.0,6.99055,0.0,0.1009,0.0,7.475438,6.157994,0.0
chr1_87171187_87171726,0.0,19.77001,19.24981,5.493439,7.1438065,8.768506,0.0366,2.293958,3.538291,20.22952,0.0
chr1_8720526_8720683,0.0,6.65437,0.0,1.700105,2.52417,3.856633,0.0,1.80949,8.00027,1.467605,0.0
chr1_87240012_87240427,0.0,5.69664,6.188133,0.0,7.984882,0.0,0.0581,0.0,7.603722,5.144603,0.0
chr1_87241358_87241518,0.0,5.69664,0.0,0.0,7.984882,0.0,0.0,0.0,7.603722,5.144603,0.0
chr1_87253936_87254322,0.0,2.8426185,0.0,10.88965,3.032875,0.0,0.0,0.0,5.279919,0.0,0.0
chr1_87258759_87259068,0.0,3.9778145,0.0,2.823937,5.186816,0.0,0.027,0.0,7.93956,6.916658,0.0
chr1_87800631_87801610,0.0,11.275215,9.531459,1.195767,7.5266515,0.0,0.0704,0.0,4.232226,7.390972,0.0
chr1_89358212_89358439,0.0,16.40824,16.506608,0.0,8.967797,0.0,0.0,2.375091,7.47,15.155944,0.0
chr1_89459818_89459853,0.0,25.163541,20.715764,0.0,8.038513,3.928088,0.0,1.633734,0.0,14.986005,0.0
chr1_89739985_89740544,0.0,6.340323,8.403477,0.0,3.591726,0.0,0.045,0.0,5.400948,4.086799,0.0
chr1_90022562_90022945,0.0,2.85133,0.0,0.0,0.0,2.856551,0.0,1.589534,3.2263685000000004,0.0,0.0
chr1_90101821_90102213,0.0,8.58742,0.0,0.0,5.49407,0.0,0.0288,0.0,3.655705,0.0,0.0
chr1_90190139_90190909,0.0,6.163833,0.0,0.0,7.3398335,0.0,0.0258,0.0,3.7801655,3.868036,0.0
chr1_90274070_90274340,0.0,6.036218,0.0,1.254583,6.537305,0.0,0.04,0.0,1.861037,3.928524,0.0
chr1_90309838_90310280,0.0,13.934409,18.038992,1.254583,10.001796,3.812082,0.0234,2.635137,4.098326,16.404724,0.0
chr1_90321378_90321621,0.0,5.894761,0.0,1.254583,4.7536000000000005,3.812082,0.0,2.635137,4.086642,0.0,0.0
chr1_90376424_90376756,0.0,11.641537,2.746055,1.254583,3.8105635,3.812082,0.0565,2.635137,1.861037,0.0,0.0
chr1_92196214_92196626,0.0,7.180714,0.0,1.2283505,5.14193,0.0,0.0363,2.146507,7.523754999999999,4.240871,0.0
chr1_92198149_92198440,0.0,7.180714,4.162221,1.2283505,5.14193,0.0,0.0763,2.146507,7.523754999999999,4.240871,0.0
chr1_92216994_92217085,0.0,6.268216,0.0,1.2283505,4.878166,0.0,0.0,2.146507,7.438595,0.0,0.0
chr1_9222919_9223181,0.0,13.059902,4.86193,0.0,5.909119,0.0,0.0598,0.0,8.132552,6.225422,0.0
chr1_9291783_9292106,0.0,6.148192,8.814728,0.0,4.915982,0.0,0.0476,0.0,7.538806,0.0,0.0
chr1_9293549_9293739,0.0,22.412955,0.0,0.0,0.0,0.0,0.0298,0.0,4.025265,10.46329,0.0
chr1_93270252_93270588,0.0,10.967927,3.870444,0.0,4.942292,0.0,0.1186,0.0,7.3184225,2.974907,0.0
chr1_93427945_93428408,0.0,6.163453,10.625458,0.0,5.921206499999999,0.0,0.0257,0.0,5.798193,16.36588,0.0
chr1_941791_942135,0.0,4.039199,3.723087,1.198307,6.427314,0.0,0.0866,0.0,5.009518,3.821358,0.0
chr1_94701813_94701865,0.0,4.808564,10.367501,7.048186,8.553973,0.0,0.0255,0.0,5.38651,16.676578,0.0
chr1_9473687_9473864,0.0,2.704201,0.0,0.0,0.0,0.0,0.0439,0.0,5.524676,0.0,0.0
chr1_94784984_94785158,0.0,1.272696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_94792807_94793133,0.0,1.272696,0.0,0.0,6.522565,0.0,0.0,0.0,7.707516,4.694826,0.0
chr1_95009926_95010072,0.0,5.250128,0.0,0.0,11.180432,0.0,0.0,2.31012,6.050949,0.0,0.0
chr1_95107584_95108052,0.0,12.8433555,2.798531,0.0,2.575898,0.0,0.0,0.0,7.684946,3.098252,0.0
chr1_95113814_95114327,0.0,12.8433555,14.665446,0.0,6.288659,0.0,0.0442,0.0,7.684946,7.311303,0.0
chr1_95179307_95179605,0.0,9.345108,3.776689,0.0,5.18044,0.0,0.1162,0.0,7.79913,1.732314,0.0
chr1_95193393_95193837,0.0,6.45262,0.0,0.0,4.236547,0.0,0.0623,0.0,4.3923345000000005,6.007586,0.0
chr1_95221261_95221551,0.0,6.253936,0.0,0.0,0.0,0.0,0.0,0.0,3.826193,0.0,0.0
chr1_956563_956812,0.0,11.284781,7.376719,1.198307,8.935166,5.625219,0.1027,0.0,5.874482,8.333323,0.0
chr1_98315619_98315765,0.0,7.727334,0.0,0.0,4.544891,0.0,0.1006,1.617177,4.908734,0.0,0.0
chr1_98403373_98403764,0.0,6.8314,0.0,0.0,4.182121,0.0,0.0867,0.0,6.305834,0.0,0.0
chr1_98788970_98789228,0.0,17.105132,6.220537,0.0,7.279167,0.0,0.0359,0.0,7.88642,4.555369,0.0
chr1_98789496_98789901,0.0,17.105132,6.220537,0.0,7.279167,0.0,0.0604,0.0,7.88642,4.555369,0.0
chr1_109800134_109800539,0.0,0.0,2.427816,0.0,0.0,4.917771500000001,0.025,1.509662,3.666842,0.0,0.0
chr1_109841804_109842152,0.0,0.0,1.413575,0.0,0.0,0.0,0.0,0.0,4.076306,0.0,0.0
chr1_109842394_109842833,0.0,0.0,1.413575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_109938897_109939079,0.0,0.0,8.247834,0.0,9.684732,7.339864,0.0,2.465285,4.325669,14.866277,0.0
chr1_111981832_111982198,0.0,0.0,12.169322,2.383945,0.0,0.0,0.0,3.29803,0.0,0.0,2.738166
chr1_112276731_112276883,0.0,0.0,2.855615,0.0,0.0,0.0,0.0,0.0,2.931288,0.0,0.0
chr1_117130518_117130699,0.0,0.0,1.688737,1.484524,0.0,0.0,0.0,2.383631,4.650957,1.68934,0.0
chr1_117132073_117132239,0.0,0.0,1.688737,1.484524,5.272697,0.0,0.0883,2.383631,5.282852999999999,1.68934,0.0
chr1_1173386_1173736,0.0,0.0,2.999042,1.330656,4.410386,0.0,0.1232,1.585809,4.373659,6.767767,0.0
chr1_12127865_12128182,0.0,0.0,3.74414,1.226666,8.895006,0.0,0.0372,0.0,5.670605,0.0,0.0
chr1_12233600_12234159,0.0,0.0,1.53448,1.226666,1.398232,0.0,0.0,1.897565,0.0,0.0,0.0
chr1_12235070_12235463,0.0,0.0,1.53448,1.226666,1.398232,0.0,0.0,1.897565,0.0,0.0,0.0
chr1_12236326_12236421,0.0,0.0,1.53448,1.226666,1.398232,0.0,0.0,1.897565,0.0,0.0,0.0
chr1_12237719_12238747,0.0,0.0,1.53448,1.226666,1.398232,0.0,0.0326,1.897565,3.813705,0.0,0.0
chr1_12238984_12239461,0.0,0.0,1.53448,1.226666,1.398232,0.0,0.0,1.897565,0.0,0.0,0.0
chr1_12240401_12240902,0.0,0.0,1.53448,1.226666,1.398232,0.0,0.0282,1.897565,0.0,0.0,0.0
chr1_12243852_12244671,0.0,0.0,1.53448,1.226666,1.398232,0.0,0.0259,1.897565,10.33546,0.0,0.0
chr1_12245348_12245387,0.0,0.0,1.53448,1.226666,1.398232,0.0,0.0,1.897565,0.0,0.0,0.0
chr1_151249767_151250096,0.0,0.0,8.092284,1.35802,0.0,0.0,0.0,2.695799,0.0,0.0,0.0
chr1_154914634_154915296,0.0,0.0,10.85606,0.0,0.0,0.0,0.0,0.0,3.521806,0.0,0.0
chr1_155283531_155283932,0.0,0.0,20.429758,0.0,0.0,6.9182125,0.0,2.53964,1.968592,0.0,0.0
chr1_156118146_156118395,0.0,0.0,10.391759,0.0,0.0,0.0,0.0,0.0,4.87408,1.503906,1.413461
chr1_156494222_156494678,0.0,0.0,1.588068,0.0,0.0,0.0,0.0,3.31986,0.0,0.0,1.804772
chr1_160182240_160182579,0.0,0.0,3.529085,1.46035,0.0,2.424136,0.0,3.732767,0.0,0.0,1.804772
chr1_160316870_160317108,0.0,0.0,8.294469,1.46035,6.083831,13.532564,0.0,3.732767,0.0,0.0,1.804772
chr1_160332348_160332525,0.0,0.0,8.294469,1.46035,0.0,0.0,0.0,3.732767,0.0,0.0,1.804772
chr1_160345693_160345986,0.0,0.0,8.564309,1.46035,0.0,0.0,0.1309,0.0,2.777655,0.0,1.804772
chr1_161356382_161356652,0.0,0.0,8.525117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_16339773_16339933,0.0,0.0,5.187081,1.322685,5.137237,0.0,0.1001,0.0,2.25042,7.084925,0.0
chr1_16442572_16442804,0.0,0.0,8.746057,1.322685,0.0,0.0,0.0,2.724529,0.0,0.0,0.0
chr1_16826315_16826438,0.0,0.0,10.864361,0.0,12.968167,0.0,0.1245,0.0,0.0,13.833317,0.0
chr1_17254357_17254559,0.0,0.0,2.815816,2.9444325,0.0,0.0,0.0,0.0,0.0,0.0,1.607329
chr1_172852442_172852809,0.0,0.0,2.560716,3.188349,1.924348,0.0,0.0,0.0,4.90058,0.0,0.0
chr1_175145439_175145838,0.0,0.0,1.795183,1.454324,2.39892,2.010508,0.0,1.937553,3.871546,0.0,1.906391
chr1_178575191_178575363,0.0,0.0,2.650397,1.167122,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_17865185_17865523,0.0,0.0,12.062435,0.0,0.0,2.128736,0.0289,0.0,3.049457,14.249643,0.0
chr1_181097947_181098672,0.0,0.0,4.725851,0.0,3.509629,0.0,0.0,0.0,8.230354,0.0,1.757117
chr1_181100547_181100997,0.0,0.0,4.725851,0.0,3.509629,0.0,0.0,0.0,0.0,0.0,1.757117
chr1_200857233_200857815,0.0,0.0,1.439445,4.604025,0.0,0.0,0.0235,0.0,0.0,0.0,0.0
chr1_200865264_200865418,0.0,0.0,1.439445,0.0,9.960654,0.0,0.0235,0.0,4.204429,5.430638,0.0
chr1_201619383_201619798,0.0,0.0,7.388816,0.0,3.635147,0.0,0.0293,0.0,0.0,4.182583,1.90542
chr1_202131734_202131905,0.0,0.0,3.643196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_202132024_202132258,0.0,0.0,3.643196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_203244129_203244381,0.0,0.0,1.534151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.313271
chr1_203247243_203247485,0.0,0.0,1.534151,6.8542,0.0,0.0,0.0,0.0,0.0,0.0,2.313271
chr1_203247590_203248072,0.0,0.0,1.534151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.313271
chr1_203258547_203259334,0.0,0.0,1.534151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.313271
chr1_203259429_203259985,0.0,0.0,1.534151,1.844168,0.0,0.0,0.0,0.0,0.0,0.0,2.313271
chr1_203599092_203599518,0.0,0.0,15.233935,0.0,12.487163,6.441782,0.0,2.451991,6.769892,27.172005,0.0
chr1_204430759_204431008,0.0,0.0,1.616275,1.74722,0.0,5.11912,0.0,2.681191,0.0,2.81776,0.0
chr1_204432329_204432499,0.0,0.0,1.616275,1.74722,0.0,5.11912,0.0,2.681191,0.0,2.81776,0.0
chr1_20806851_20807214,0.0,0.0,1.448944,1.223996,0.0,0.0,0.0,0.0,0.0,0.0,2.094284
chr1_209832170_209832305,0.0,0.0,6.659912,1.418389,5.734989,0.0,0.0,3.396818,4.783988,3.974772,1.732057
chr1_212669050_212669444,0.0,0.0,3.247326,5.363866,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_21514333_21514464,0.0,0.0,1.632096,1.223996,0.0,0.0,0.0,1.766546,0.0,0.0,0.0
chr1_21611199_21611583,0.0,0.0,1.632096,1.8107,0.0,4.176498,0.0,1.766546,0.0,0.0,0.0
chr1_21724067_21724372,0.0,0.0,1.632096,1.223996,0.0,0.0,0.0332,0.0,0.0,0.0,0.0
chr1_225934674_225934968,0.0,0.0,5.634579,0.0,6.775231,0.0,0.035,0.0,10.136701,7.531983,0.0
chr1_226848307_226848509,0.0,0.0,1.624364,1.197174,0.0,0.0,0.0,0.0,0.0,0.0,1.539293
chr1_226849753_226849884,0.0,0.0,1.624364,1.197174,0.0,0.0,0.0,0.0,4.560948,0.0,1.539293
chr1_226852222_226852636,0.0,0.0,1.624364,1.197174,0.0,0.0,0.0,0.0,0.0,0.0,1.539293
chr1_229692979_229693368,0.0,0.0,10.582855,2.493234333333333,9.317107,5.818157,0.178,2.342348,4.542561,13.722986,0.0
chr1_231002258_231002436,0.0,0.0,12.056856,1.181918,6.857108,1.494694,0.0,0.0,4.922414,13.047255,0.0
chr1_234904523_234904710,0.0,0.0,1.538986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_234910767_234910877,0.0,0.0,1.538986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_234911340_234911676,0.0,0.0,1.538986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.352877
chr1_234914073_234914641,0.0,0.0,1.538986,0.0,0.0,0.0,0.0,1.621253,2.69391,0.0,5.352877
chr1_235091427_235091813,0.0,0.0,7.09438,0.0,0.0,0.0,0.0,0.0,6.841895,0.0,0.0
chr1_245082176_245082355,0.0,0.0,15.558062,0.0,8.157378,0.0,0.0704,0.0,0.0,14.629461,0.0
chr1_25353190_25353411,0.0,0.0,2.195114,0.0,0.0,0.0,0.0,0.0,2.678898,0.0,0.0
chr1_25353540_25353869,0.0,0.0,2.195114,0.0,0.0,0.0,0.0,0.0,2.678898,0.0,0.0
chr1_25355154_25355297,0.0,0.0,2.195114,0.0,0.0,0.0,0.0,0.0,2.678898,0.0,0.0
chr1_25355468_25355649,0.0,0.0,2.195114,0.0,0.0,0.0,0.0,0.0,2.678898,0.0,0.0
chr1_26613887_26614371,0.0,0.0,4.005281,1.167883,0.0,0.0,0.0,2.499208,0.0,0.0,0.0
chr1_26615016_26615421,0.0,0.0,4.005281,1.167883,0.0,0.0,0.0,2.499208,4.188075,0.0,0.0
chr1_26615527_26615997,0.0,0.0,4.005281,1.167883,0.0,0.0,0.0,2.499208,4.188075,0.0,0.0
chr1_26616270_26616483,0.0,0.0,4.005281,1.167883,0.0,0.0,0.0,2.499208,0.0,0.0,0.0
chr1_26616527_26617019,0.0,0.0,4.005281,1.167883,0.0,0.0,0.0,2.499208,0.0,0.0,0.0
chr1_27154485_27154771,0.0,0.0,5.706357,1.253745,6.1201755,3.628716,0.0,1.742395,4.342718,8.78597,0.0
chr1_27154983_27155478,0.0,0.0,5.706357,1.253745,4.0310075,3.628716,0.0,1.742395,4.342718,8.78597,0.0
chr1_27848725_27849287,0.0,0.0,3.6653,1.364067,2.293695,0.0,0.0,0.0,0.0,0.0,0.0
chr1_27854575_27854919,0.0,0.0,3.6653,1.364067,2.293695,0.0,0.0,1.674851,0.0,0.0,0.0
chr1_3231556_3231634,0.0,0.0,1.682163,1.191068,0.0,0.0,0.0,0.0,0.0,0.0,1.951368
chr1_3232812_3232866,0.0,0.0,1.682163,1.191068,0.0,0.0,0.0,0.0,0.0,0.0,1.951368
chr1_3233109_3233475,0.0,0.0,1.682163,1.191068,0.0,0.0,0.0,0.0,0.0,0.0,1.951368
chr1_40841336_40841595,0.0,0.0,9.677938,0.0,9.137301,2.213838,0.0272,0.0,0.0,19.002502,0.0
chr1_42248889_42249252,0.0,0.0,3.777741,1.268043,8.209212,0.0,0.0878,0.0,7.849717,5.001837,1.375233
chr1_53020482_53020832,0.0,0.0,14.794432,0.0,7.871902,4.078945,0.0,2.497712,3.874298,17.709025,0.0
chr1_54713635_54713793,0.0,0.0,1.450258,1.316897,0.0,0.0,0.0,1.889685,0.0,0.0,0.0
chr1_54868582_54868776,0.0,0.0,2.434616,2.642701,6.478784,4.305231,0.0,1.889685,0.0,0.0,0.0
chr1_59479443_59479773,0.0,0.0,5.527775,0.0,5.67169,0.0,0.0367,0.0,4.372077,0.0,0.0
chr1_6054896_6055025,0.0,0.0,9.588181,1.621513,10.413929,5.855968,0.0,1.41301,0.0,17.135191,0.0
chr1_6088225_6088518,0.0,0.0,10.470106,1.621513,9.716921,5.14424,0.0,1.41301,4.724013,13.729331,0.0
chr1_92269494_92269966,0.0,0.0,1.617121,5.3056265,0.0,4.552629,0.0,2.146507,6.058718,0.0,0.0
chr1_92270160_92270686,0.0,0.0,1.617121,1.2283505,0.0,4.552629,0.0,2.146507,6.048786,0.0,0.0
chr1_94127789_94128026,0.0,0.0,7.409571,3.622793,5.0199895,10.375286,0.0,3.569366,13.177271,6.894814,0.0
chr1_94712395_94712617,0.0,0.0,6.725717,0.0,7.560111,0.0,0.0,0.0,0.0,9.202631,0.0
chr10_1112826_1113160,0.0,0.0,0.0,1.538592,0.0,0.0,0.0,2.175682,0.0,0.0,0.0
chr10_3145163_3145536,0.0,0.0,0.0,2.043141,0.0,4.940344,0.0,2.685296,0.0,0.0,0.0
chr10_3900999_3901229,0.0,0.0,0.0,8.778115,0.0,0.0,0.0,0.0,0.0,1.673484,0.0
chr10_3909715_3910075,0.0,0.0,0.0,11.451036,0.0,0.0,0.0,0.0,0.0,1.673484,0.0
chr10_4556552_4557090,0.0,0.0,0.0,9.652939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_100512510_100512716,0.0,0.0,0.0,5.969008,3.763136,10.797317,0.0,2.626757,0.0,0.0,0.0
chr1_1005293_1005547,0.0,0.0,0.0,5.077881,0.0,0.0,0.0,0.0,3.682854,5.636449,0.0
chr1_10127211_10127315,0.0,0.0,0.0,1.9446605,0.0,4.936748,0.0,0.0,0.0,0.0,0.0
chr1_10245595_10245867,0.0,0.0,0.0,1.458694,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_10557233_10557456,0.0,0.0,0.0,3.5712825,0.0,3.635956,0.0,1.836447,0.0,0.0,0.0
chr1_1060905_1061095,0.0,0.0,0.0,1.198307,0.0,0.0,0.0448,0.0,0.0,0.0,0.0
chr1_1063914_1064111,0.0,0.0,0.0,1.198307,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_107727626_107727648,0.0,0.0,0.0,1.161583,0.0,0.0,0.0,0.0,0.0,0.0,1.424562
chr1_107767992_107768000,0.0,0.0,0.0,1.161583,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_108132692_108133060,0.0,0.0,0.0,1.161583,0.0,0.0,0.0,1.715367,0.0,0.0,0.0
chr1_108329022_108329589,0.0,0.0,0.0,1.42202,5.28468,0.0,0.0,0.0,0.0,0.0,1.938191
chr1_108338013_108338351,0.0,0.0,0.0,1.42202,0.0,0.0,0.0,0.0,0.0,0.0,1.938191
chr1_108478082_108478329,0.0,0.0,0.0,3.5147983333333337,0.0,0.0,0.0,0.0,5.968135,0.0,1.938191
chr1_108483614_108484145,0.0,0.0,0.0,1.161583,0.0,0.0,0.0,0.0,0.0,0.0,1.938191
chr1_108581319_108581798,0.0,0.0,0.0,1.161583,0.0,0.0,0.0,0.0,0.0,0.0,1.938191
chr1_108584121_108584359,0.0,0.0,0.0,1.981752,0.0,0.0,0.0,0.0,0.0,0.0,1.938191
chr1_108584447_108584892,0.0,0.0,0.0,1.161583,0.0,0.0,0.0,0.0,0.0,0.0,1.938191
chr1_108600214_108600460,0.0,0.0,0.0,1.5033455,0.0,0.0,0.0,0.0,0.0,0.0,1.938191
chr1_108606399_108606634,0.0,0.0,0.0,1.161583,0.0,0.0,0.0,0.0,0.0,0.0,1.938191
chr1_108617640_108617970,0.0,0.0,0.0,1.161583,0.0,0.0,0.0,0.0,0.0,0.0,1.938191
chr1_108622242_108622251,0.0,0.0,0.0,1.161583,0.0,0.0,0.0,0.0,0.0,0.0,1.938191
chr1_108643279_108643407,0.0,0.0,0.0,1.434044,0.0,0.0,0.0,0.0,0.0,0.0,1.938191
chr1_108650339_108650754,0.0,0.0,0.0,1.161583,0.0,0.0,0.0254,0.0,0.0,0.0,1.938191
chr1_108661190_108661332,0.0,0.0,0.0,1.468641,0.0,0.0,0.0264,0.0,0.0,0.0,1.938191
chr1_109246671_109246905,0.0,0.0,0.0,11.817819,3.881812,0.0,0.0,0.0,2.839171,4.073903,0.0
chr1_109913179_109913623,0.0,0.0,0.0,9.826774,0.0,3.000327,0.0,2.465285,0.0,0.0,0.0
chr1_111757482_111757860,0.0,0.0,0.0,1.829298,0.0,0.0,0.0,0.0,0.0,0.0,2.738166
chr1_111758440_111759106,0.0,0.0,0.0,1.829298,0.0,0.0,0.0,0.0,0.0,0.0,2.738166
chr1_112013331_112014031,0.0,0.0,0.0,8.193605,0.0,0.0,0.0,3.29803,0.0,0.0,0.0
chr1_112078528_112078792,0.0,0.0,0.0,1.924162,0.0,0.0,0.0,0.0,0.0,0.0,1.826227
chr1_112196411_112196803,0.0,0.0,0.0,4.449188,0.0,6.78839,0.0,2.165265,0.0,0.0,0.0
chr1_11236551_11236761,0.0,0.0,0.0,3.833625,0.0,0.0,0.0,2.021074,0.0,0.0,0.0
chr1_113525578_113525919,0.0,0.0,0.0,5.482526,0.0,8.1678,0.0,2.746243,0.0,0.0,0.0
chr1_1136075_1136463,0.0,0.0,0.0,1.330656,0.0,0.0,0.0326,0.0,0.0,0.0,0.0
chr1_1136667_1137146,0.0,0.0,0.0,1.330656,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_113675675_113676049,0.0,0.0,0.0,1.33272,0.0,0.0,0.0,3.413131,0.0,0.0,0.0
chr1_113732794_113733063,0.0,0.0,0.0,1.33272,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_11415566_11415939,0.0,0.0,0.0,1.226666,0.0,0.0,0.0,0.0,0.0,0.0,2.080527
chr1_114326143_114326379,0.0,0.0,0.0,1.532209,0.0,6.342653,0.0,2.718527,2.311555,0.0,0.0
chr1_1143531_1144198,0.0,0.0,0.0,4.1241605,7.632505,0.0,0.3116,0.0,0.0,9.321642,0.0
chr1_115025085_115025405,0.0,0.0,0.0,1.532209,0.0,8.665988,0.0,3.974173,0.0,0.0,0.0
chr1_11559549_11559947,0.0,0.0,0.0,1.226666,0.0,0.0,0.0,0.0,0.0,0.0,2.080527
chr1_115627657_115627928,0.0,0.0,0.0,1.4379185,0.0,0.0,0.0,0.0,0.0,0.0,1.541223
chr1_115629152_115629329,0.0,0.0,0.0,1.4379185,0.0,0.0,0.0,0.0,0.0,0.0,1.541223
chr1_115641281_115641604,0.0,0.0,0.0,1.4379185,0.0,0.0,0.0,0.0,0.0,0.0,1.541223
chr1_115709526_115709713,0.0,0.0,0.0,1.4379185,0.0,0.0,0.0,0.0,5.320489,0.0,0.0
chr1_116291091_116291334,0.0,0.0,0.0,1.484524,3.91302,0.0,0.0,0.0,4.685409,0.0,2.615866
chr1_116370977_116371565,0.0,0.0,0.0,1.484524,0.0,0.0,0.0,0.0,0.0,0.0,2.615866
chr1_116923407_116923493,0.0,0.0,0.0,3.1203505,4.533258,12.510027,0.0,3.781579,12.129235,0.0,0.0
chr1_117081238_117081452,0.0,0.0,0.0,6.6841455000000005,3.315612,7.493422,0.0462,2.383631,5.396956,0.0,0.0
chr1_117082797_117083071,0.0,0.0,0.0,1.484524,0.0,0.0,0.0,2.383631,0.0,0.0,0.0
chr1_117100772_117101124,0.0,0.0,0.0,1.484524,0.0,8.046402,0.0,2.383631,4.7010235,0.0,0.0
chr1_117169735_117170114,0.0,0.0,0.0,1.484524,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_117347522_117347641,0.0,0.0,0.0,1.484524,0.0,0.0,0.0,0.0,0.0,0.0,2.130488
chr1_117438713_117438773,0.0,0.0,0.0,1.484524,0.0,0.0,0.0,0.0,0.0,0.0,2.008709
chr1_117493512_117493635,0.0,0.0,0.0,1.484524,0.0,0.0,0.0,1.925842,0.0,0.0,0.0
chr1_117533270_117533527,0.0,0.0,0.0,1.484524,0.0,0.0,0.0,1.925842,0.0,0.0,0.0
chr1_11761755_11762049,0.0,0.0,0.0,1.226666,3.58641,0.0,0.0,0.0,0.0,0.0,2.080527
chr1_118185712_118185829,0.0,0.0,0.0,1.484524,0.0,0.0,0.0,0.0,0.0,0.0,2.105138
chr1_118206889_118207267,0.0,0.0,0.0,1.484524,0.0,0.0,0.0,0.0,0.0,0.0,2.105138
chr1_118208639_118208762,0.0,0.0,0.0,1.484524,0.0,0.0,0.0,0.0,0.0,0.0,2.105138
chr1_118678137_118678411,0.0,0.0,0.0,1.4950205,0.0,0.0,0.0,0.0,0.0,0.0,3.007342
chr1_118792385_118792801,0.0,0.0,0.0,1.4950205,0.0,0.0,0.0,0.0,0.0,0.0,1.83613
chr1_119401140_119401399,0.0,0.0,0.0,1.6089635,0.0,0.0,0.0,0.0,0.0,0.0,2.117385
chr1_11942925_11943217,0.0,0.0,0.0,1.226666,0.0,0.0,0.0395,0.0,0.0,0.0,0.0
chr1_119450998_119451282,0.0,0.0,0.0,1.6089635,0.0,0.0,0.0,0.0,0.0,0.0,2.117385
