name_E,H3k4me1_E,H3k27me3_E,DNaseI_E,H3k4me3_E,H3k36me3_E,H3k4me2_E,H3k79me2_E,H4k20me1_E,Ctcf_E,H3k27ac_E,H3k9ac_E
chr1_32253647_32254040,7.072561,0.0,61.5,15.848678,0.0,13.860265,0.0,0.0,0.0,14.603394,17.125378
chr1_32263216_32263220,7.472725,0.0,0.0,7.636133,0.0,11.379292,4.979988,0.0,0.0,0.0,0.0
chr1_3229711_3230157,6.451877,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_32405536_32405898,6.056242,0.0,112.0,0.0,0.0,11.108492,13.10809,2.604946,29.164857,11.13188,11.927499
chr1_32420307_32420572,11.680296,0.0,146.0,0.0,0.0,7.066829,0.0,0.0,0.0,16.96213,14.556667
chr1_32421622_32422096,10.173394,0.0,224.0,0.0,0.0,8.661773,0.0,0.0,13.375538,16.96213,15.711712
chr1_32701561_32701886,7.706415,0.0,117.0,0.0,3.271396,9.323988,0.0,0.0,0.0,15.146731,13.725007
chr1_32715599_32716062,7.287042,0.0,31.0,0.0,0.0,7.741427,0.0,0.0,0.0,0.0,0.0
chr1_32803558_32803627,7.133879,0.0,25.0,0.0,0.0,5.3376280000000005,0.0,0.0,0.0,4.69911,5.228059
chr1_32805161_32805466,7.133879,0.0,25.0,0.0,0.0,5.3376280000000005,0.0,0.0,0.0,0.0,0.0
chr1_33077721_33078012,3.830552,0.0,106.5,17.196471,0.0,20.840356,0.0,0.0,16.537029,0.0,5.342665
chr1_33182280_33182513,8.828893,0.0,214.0,0.0,0.0,10.642039,0.0,0.0,0.0,4.129163,0.0
chr1_33220297_33220575,8.269398,0.0,44.0,18.303663,3.310497,17.312201,10.779676,0.0,0.0,9.8595,14.7568885
chr1_33221272_33221671,8.269398,0.0,0.0,18.303663,3.310497,17.312201,10.779676,0.0,0.0,0.0,5.36038
chr1_33225777_33226084,8.269398,0.0,227.0,10.248402,3.310497,13.114057,10.779676,0.0,0.0,26.989033,8.9810265
chr1_33226574_33226719,8.269398,0.0,80.0,10.585659,3.310497,13.114057,8.170669,0.0,0.0,26.989033,8.9810265
chr1_33227148_33227387,8.269398,0.0,154.0,0.0,3.310497,13.114057,8.170669,0.0,0.0,26.989033,8.9810265
chr1_33405191_33405597,6.52232,0.0,41.0,0.0,4.274059,4.582949,0.0,1.841043,0.0,8.229125,0.0
chr1_33438571_33438703,10.98202,0.0,63.0,17.498076,0.0,30.428073,0.0,0.0,0.0,0.0,8.981004
chr1_33446816_33447482,9.14915,0.0,207.0,0.0,0.0,7.964849,0.0,0.0,0.0,16.3210255,14.782666666666666
chr1_33447667_33447707,9.14915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3210255,10.166996
chr1_33450112_33450483,5.886682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.53541,0.0
chr1_33450600_33450837,5.886682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.53541,0.0
chr1_33457914_33458607,10.91443,0.0,155.0,7.145013,3.704087,15.292874,0.0,0.0,0.0,17.7209385,18.443202
chr1_33458800_33459074,10.91443,0.0,0.0,8.785824,3.704087,15.292874,0.0,0.0,0.0,17.7209385,18.443202
chr1_33463131_33463490,6.352554,0.0,22.0,0.0,3.704087,0.0,0.0,0.0,0.0,8.285783,0.0
chr1_33463690_33463885,6.352554,0.0,0.0,0.0,3.704087,0.0,0.0,0.0,0.0,8.285783,0.0
chr1_33515825_33516245,4.9538785,0.0,96.0,0.0,0.0,10.121622,0.0,0.0,13.968992,14.878511,13.569301
chr1_33564918_33565286,5.589079,0.0,153.0,0.0,0.0,11.515555,0.0,0.0,29.165663,11.224895,8.963733
chr1_33593963_33594340,5.021602,0.0,0.0,26.556271,0.0,12.0356,0.0,0.0,0.0,7.749694,0.0
chr1_33645848_33646140,7.388659,0.0,0.0,16.423432,0.0,18.399856,1.541753,1.831572,0.0,0.0,0.0
chr1_33685276_33685676,12.581091,0.0,67.0,0.0,0.0,8.75736,0.0,0.0,0.0,20.792431,7.617644
chr1_3374928_3375314,4.151687,0.0,0.0,0.0,0.0,0.0,0.0,1.280127,0.0,0.0,0.0
chr1_33804359_33804743,10.840313,0.0,21.0,5.223871,3.650355,8.973754,14.213944,1.300441,0.0,6.33934,10.520764
chr1_33829513_33829825,6.283155000000001,0.0,38.0,0.0,3.650355,0.0,0.0,1.300441,0.0,0.0,0.0
chr1_33926622_33926854,5.486847,0.0,0.0,0.0,0.0,0.0,0.0,1.300441,0.0,0.0,0.0
chr1_3459907_3460197,8.934812,2.484446,142.0,8.345127,0.0,8.801552,0.0,1.280127,0.0,0.0,0.0
chr1_3463934_3464260,10.143634,2.484446,108.0,0.0,0.0,8.399295,0.0,1.280127,0.0,0.0,0.0
chr1_3581269_3581645,6.95482,0.0,37.0,0.0,0.0,7.374991,0.0,1.280127,0.0,0.0,0.0
chr1_36173458_36173573,3.859556,2.292476,59.0,8.141254,0.0,11.039073,0.0,0.0,0.0,0.0,0.0
chr1_36183411_36183689,4.989808,0.0,34.0,20.827398,0.0,19.580874,6.964351,0.0,0.0,0.0,17.513681
chr1_3620035_3620325,11.583735,0.0,113.0,3.303962,0.0,7.926885,0.0,1.280127,0.0,4.459019,1.605988
chr1_3634737_3634863,9.822808,0.0,90.0,0.0,0.0,8.571065,0.0,1.280127,0.0,0.0,1.605988
chr1_36555347_36555633,6.338807,0.0,22.0,31.329252,0.0,13.884686,7.515237,0.0,0.0,9.483931,12.470054
chr1_36616485_36616868,11.4681235,0.0,124.0,0.0,3.364355,10.607777,12.21265,0.0,0.0,37.069234,11.67307
chr1_36617554_36617914,11.4681235,0.0,0.0,0.0,3.364355,10.607777,12.21265,0.0,0.0,37.069234,11.67307
chr1_36626561_36626969,8.709106,0.0,40.0,22.340808,3.364355,17.216515,12.21265,1.719081,5.763857,19.962999,11.67307
chr1_36627717_36628369,8.709106,0.0,139.0,22.340808,3.364355,17.216515,12.21265,1.719081,0.0,19.962999,11.67307
chr1_36641160_36641451,11.676587,0.0,30.0,0.0,3.364355,0.0,12.21265,1.719081,0.0,19.962999,11.67307
chr1_36814630_36815106,16.808151,0.0,0.0,0.0,2.77304,7.441428,0.0,0.0,0.0,13.992906,6.816058
chr1_36839449_36839891,11.811483,0.0,174.0,7.715527,2.77304,11.184076,8.274179499999999,1.703006,0.0,9.836934,5.78255
chr1_36840093_36840535,11.811483,0.0,247.0,10.041781,2.77304,11.184076,9.888912,1.703006,0.0,9.836934,5.78255
chr1_36849527_36849580,8.608256,0.0,0.0,21.280789,2.77304,14.386659,9.888912,1.703006,0.0,30.082823,25.838293
chr1_37932554_37932910,6.234644,0.0,0.0,0.0,3.382891,9.838006,11.438198,0.0,0.0,0.0,0.0
chr1_37937293_37937526,6.234644,0.0,157.0,26.367393,3.382891,9.838006,14.491044,1.649296,0.0,18.769906,24.458105
chr1_37942874_37943354,6.234644,0.0,82.0,26.367393,3.382891,9.838006,14.491044,1.649296,0.0,18.769906,24.458105
chr1_37944084_37944971,6.234644,0.0,42.5,26.367393,3.382891,9.838006,14.491044,1.649296,0.0,18.769906,24.458105
chr1_38317043_38317898,2.945964,0.0,0.0,0.0,3.138266,0.0,7.193403,2.081024,0.0,0.0,0.0
chr1_38465723_38465839,12.809286,1.887882,41.0,0.0,0.0,12.062352,7.914894,1.352759,0.0,7.442386,4.5923
chr1_38495782_38495936,12.373299,1.887882,83.0,0.0,0.0,9.142664,0.0,1.352759,0.0,9.368963,9.6112905
chr1_38591881_38592061,7.57358,1.887882,120.0,0.0,0.0,5.152256,0.0,1.352759,0.0,0.0,5.709184
chr1_39547903_39548129,4.232843,5.035868,0.0,0.0,0.0,11.352893,0.0,0.0,0.0,0.0,0.0
chr1_39552835_39552967,4.232843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_39596184_39596482,6.030569,0.0,159.0,0.0,2.342344,8.181476,9.647102,1.994005,4.076608,13.559681,10.680698
chr1_39598118_39598362,6.030569,0.0,20.0,0.0,2.342344,8.181476,9.647102,1.994005,0.0,13.559681,10.680698
chr1_39598673_39599090,6.030569,0.0,16.5,0.0,2.342344,8.181476,9.647102,0.0,18.303368,13.559681,10.680698
chr1_39633654_39634014,6.617291,0.0,0.0,0.0,0.0,10.182002,9.647102,0.0,0.0,9.46525,0.0
chr1_39662647_39663006,5.455313,0.0,26.0,0.0,0.0,5.78326,9.647102,0.0,0.0,13.479574,5.319201
chr1_39857791_39857995,7.957058,0.0,47.0,0.0,4.300058,8.277271,7.480358,0.0,0.0,8.383797,3.586985
chr1_39874208_39874673,6.399871,0.0,213.0,17.753978,4.300058,14.560438,7.480358,2.078172,0.0,11.1081895,7.3329155
chr1_40283075_40283206,3.268513,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_40295095_40295414,2.818574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_40426190_40426638,7.766959,0.0,64.5,3.078121,6.343411,11.143338,5.338401,1.608532,0.0,3.8844015,0.0
chr1_40561233_40561752,3.816159,0.0,0.0,0.0,4.204926,18.995486,6.238774,0.0,0.0,0.0,0.0
chr1_40841336_40841595,8.193574,0.0,26.0,29.631826,1.653709,15.149467,3.748593,0.0,0.0,10.276811,11.676394
chr1_41164800_41165075,3.990808,0.0,0.0,0.0,1.914886,0.0,6.347194,1.178153,0.0,0.0,0.0
chr1_41178788_41178979,4.852609,0.0,0.0,0.0,6.000711,16.12139,6.347194,1.178153,0.0,9.848853,0.0
chr1_41825927_41826139,8.824482,2.916066,32.0,0.0,0.0,16.781676,0.0,1.687679,0.0,0.0,2.040375
chr1_41885108_41885337,7.129318,0.0,38.0,0.0,0.0,9.604893,0.0,0.0,5.397843,7.777888,4.077471
chr1_41914594_41914877,2.96273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_41952015_41952273,11.511953,0.0,23.0,0.0,0.0,6.918838,0.0,0.0,2.642055,0.0,0.0
chr1_41961925_41962146,12.445917,0.0,163.0,0.0,0.0,6.257185,0.0,0.0,2.642055,9.294967,5.694146
chr1_41981831_41982007,12.338895,0.0,428.0,0.0,0.0,16.506618,0.0,1.621403,48.117887,0.0,0.0
chr1_42073844_42074019,3.744494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_42081979_42082196,6.524675666666667,0.0,0.0,0.0,0.0,2.856993,1.688321,0.0,0.0,0.0,0.0
chr1_42127851_42128791,8.569161,0.0,103.0,13.430454,0.0,17.306401,1.688321,0.0,0.0,3.36145,1.98441
chr1_42149945_42149960,10.628002,0.0,0.0,0.0,0.0,4.026781,0.0,0.0,0.0,0.0,0.0
chr1_42204580_42205516,9.5041075,0.0,36.5,0.0,0.0,6.933752,0.0,1.627133,0.0,0.0,0.0
chr1_42234207_42234564,6.762489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_42248889_42249252,7.075392,0.0,114.0,7.031415,0.0,10.860417,0.0,0.0,0.0,8.329111,0.0
chr1_42268599_42269123,8.424966,0.0,33.0,0.0,1.210699,6.060136,1.425351,0.0,0.0,6.145033,0.0
chr1_42272535_42272820,3.27687,0.0,0.0,0.0,1.210699,0.0,1.425351,0.0,0.0,0.0,0.0
chr1_42277077_42277342,8.27788,0.0,0.0,0.0,1.210699,0.0,1.425351,0.0,0.0,0.0,0.0
chr1_42328578_42328878,8.766834,0.0,35.0,0.0,1.210699,6.989932,0.0,0.0,0.0,4.636154,1.952999
chr1_42354251_42354647,6.53379,0.0,0.0,0.0,1.210699,0.0,4.040464,0.0,0.0,0.0,2.582288
chr1_42356899_42357259,6.53379,0.0,27.0,9.308182,1.210699,11.067099,4.040464,0.0,0.0,11.241226,5.6021165
chr1_42363874_42364167,7.673242,0.0,0.0,0.0,1.210699,0.0,4.040464,0.0,0.0,0.0,2.582288
chr1_42366364_42366624,7.673242,0.0,74.0,11.2355,1.210699,7.580536,4.040464,0.0,0.0,14.260788,7.689113
chr1_42385461_42385560,6.325986,0.0,0.0,13.240185,1.210699,15.78124,4.551767,0.0,0.0,5.185396,0.0
chr1_42385609_42385954,6.325986,0.0,19.5,13.240185,1.210699,15.78124,4.551767,0.0,0.0,5.185396,15.345321
chr1_43250353_43250859,8.803899,0.0,23.0,4.40772,2.957921,10.05705,0.0,0.0,0.0,0.0,0.0
chr1_43400932_43401203,7.648431,0.0,0.0,7.636212,4.804185,9.681939,15.719973,2.507096,0.0,12.837281,6.954954
chr1_43402214_43402581,7.648431,0.0,88.5,7.636212,4.804185,9.681939,15.719973,2.507096,0.0,12.837281,6.954954
chr1_43402778_43403133,7.648431,0.0,77.0,7.636212,4.804185,9.681939,15.719973,2.507096,15.837702,12.837281,6.954954
chr1_43405621_43405821,7.648431,0.0,0.0,7.636212,4.804185,9.681939,15.719973,2.507096,0.0,12.837281,5.23532
chr1_43406108_43407009,7.648431,0.0,80.0,7.636212,4.804185,9.681939,15.719973,2.507096,0.0,12.837281,8.3115065
chr1_43407355_43407700,7.648431,0.0,73.0,7.636212,4.804185,9.681939,15.719973,2.507096,0.0,12.837281,8.3115065
chr1_43426742_43427095,7.648431,0.0,0.0,7.636212,4.804185,0.0,15.719973,2.507096,0.0,0.0,5.23532
chr1_43427522_43427762,7.648431,0.0,0.0,7.636212,4.804185,0.0,15.719973,2.507096,0.0,6.841079,5.23532
chr1_43428386_43429108,7.648431,0.0,85.0,7.636212,4.804185,7.878408,15.719973,2.507096,0.0,6.841079,6.829823
chr1_43429290_43429917,7.648431,0.0,58.5,7.636212,4.804185,7.6967835,15.719973,2.507096,0.0,6.841079,6.829823
chr1_43432863_43433109,7.648431,0.0,185.0,8.631749500000002,0.0,9.602827,15.719973,0.0,0.0,36.712307,10.215282
chr1_43473183_43473398,4.723157,0.0,107.0,0.0,0.0,9.488933,0.0,0.0,0.0,0.0,0.0
chr1_43524188_43524462,5.062589,0.0,58.0,0.0,0.0,10.919083,0.0,0.0,0.0,3.206594,0.0
chr1_43760174_43760222,7.439268,0.0,87.0,0.0,0.0,7.737281,0.0,0.0,0.0,0.0,0.0
chr1_43839359_43839523,9.469491,0.0,0.0,0.0,3.794897,5.394728,0.0,0.0,0.0,14.105752,5.559259
chr1_43988888_43989038,5.239941,0.0,181.0,0.0,0.0,7.411143,0.0,0.0,0.0,3.608899,0.0
chr1_43997843_43998152,4.79628,0.0,39.0,18.288835,3.887945,12.396528,8.731711,2.285499,0.0,9.630865,8.033503
chr1_44015731_44016125,8.020629,0.0,330.0,9.4111805,3.887945,8.599853,8.731711,0.0,0.0,8.186295,17.686422
chr1_44176533_44177122,8.273102,0.0,67.0,0.0,4.885385,13.617853,3.313989,0.0,0.0,14.804163,13.7656555
chr1_44232152_44232509,7.510446,0.0,32.0,5.310536,1.935523,14.90705,3.945479,0.0,0.0,18.994895,11.275413
chr1_44240162_44240471,6.854168,0.0,44.0,0.0,1.935523,8.081306,0.0,0.0,0.0,6.657406,3.50874
chr1_44265188_44265345,6.636449000000001,0.0,0.0,0.0,1.935523,0.0,0.0,0.0,0.0,10.281404,2.009248
chr1_44299891_44300630,10.250838,0.0,0.0,0.0,1.935523,7.283866,0.0,0.0,0.0,11.83235,5.76073
chr1_44302297_44302456,10.250838,0.0,49.0,0.0,1.935523,7.283866,0.0,0.0,0.0,11.83235,5.76073
chr1_44354357_44354471,6.706775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_44378405_44378587,12.670928,0.0,45.0,11.206197,2.874064,7.919335,0.0,0.0,0.0,11.490446,9.02754
chr1_44380893_44381202,12.670928,0.0,41.0,3.18577,2.874064,7.919335,3.627636,0.0,0.0,11.490446,6.207096
chr1_44452990_44453115,3.945035,0.0,0.0,0.0,2.874064,0.0,0.0,0.0,0.0,0.0,0.0
chr1_44951424_44951733,3.792103,3.185001,56.0,0.0,0.0,0.0,0.0,1.365742,0.0,3.557908,0.0
chr1_45083225_45083530,9.314601,2.157304,117.0,11.242015,0.0,20.877094,0.0,1.148287,0.0,0.0,0.0
chr1_45738634_45738975,5.990532,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,11.532615,0.0
chr1_46268583_46268737,6.493656,0.0,115.0,15.036376,0.0,11.995406,2.330086,0.0,0.0,20.378839,9.266824
chr1_46637172_46637331,8.236556,1.75503,25.0,0.0,0.0,9.930007,0.0,0.0,0.0,0.0,0.0
chr1_46689426_46689696,7.886087,0.0,65.0,0.0,1.91782,9.27957,0.0,0.0,51.290978,8.255402,5.524315
chr1_46712372_46712767,6.390647,0.0,62.0,18.761287,3.487306,14.384787,0.0,0.0,0.0,7.495288,9.160036
chr1_46986321_46986408,9.436711,0.0,95.0,0.0,0.0,9.828962,0.0,1.65568,0.0,0.0,0.0
chr1_46999025_46999241,8.162374,2.521041,54.0,10.318309,0.0,15.680391,0.0,1.65568,0.0,0.0,0.0
chr1_4729528_4729775,11.170538,0.0,0.0,0.0,0.0,0.0,4.562551,0.0,0.0,10.807212,5.873883
chr1_47677583_47677805,6.442774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_47690580_47690745,7.971689,6.742282,0.0,0.0,0.0,11.204449,0.0,1.736848,0.0,0.0,0.0
chr1_48484635_48484856,9.004709,0.0,121.0,3.167873,0.0,8.582886,0.0,1.32067,0.0,8.928874,5.44313
chr1_48515615_48515747,7.386237,0.0,0.0,0.0,0.0,0.0,0.0,1.32067,0.0,0.0,1.960408
chr1_49032892_49033158,4.949606,0.0,27.0,0.0,0.0,0.0,0.0,1.242673,0.0,1.61698,0.0
chr1_49317577_49317713,5.255131,0.0,0.0,0.0,0.0,0.0,0.0,1.242673,0.0,0.0,0.0
chr1_51215461_51215472,3.76129,0.0,0.0,0.0,1.927941,0.0,0.0,0.0,0.0,0.0,0.0
chr1_51703075_51703494,3.17637,0.0,0.0,33.155305,0.0,18.294355,7.120953,1.618154,0.0,18.868228,21.666668
chr1_52110368_52110491,8.126676,0.0,13.0,0.0,0.0,4.180645,3.535464,1.265258,0.0,0.0,0.0
chr1_53020482_53020832,5.253192,0.0,35.0,27.737179,0.0,15.177266,4.291451,1.169585,0.0,14.426402,18.335846
chr1_53101245_53101408,7.00377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_53102510_53103405,7.00377,0.0,24.0,0.0,0.0,8.276453,0.0,0.0,0.0,9.336903,9.168988
chr1_54586706_54586840,6.03613,1.979401,0.0,0.0,0.0,13.60816,0.0,1.536616,0.0,0.0,0.0
chr1_54695028_54695502,6.547742,0.0,29.0,0.0,0.0,7.628717,0.0,1.648562,0.0,0.0,0.0
chr1_54715450_54715803,8.43099,0.0,57.0,0.0,2.244934,0.0,0.0,1.616084,0.0,0.0,0.0
chr1_54739679_54739787,4.216271,0.0,0.0,0.0,0.0,0.0,0.0,1.616084,0.0,0.0,0.0
chr1_54778588_54778715,9.967823,0.0,43.0,0.0,0.0,7.456216,3.453854,0.0,0.0,3.600432,0.0
chr1_54868582_54868776,6.07262,0.0,16.0,14.984474,2.826958,15.384552,3.95856,1.693204,0.0,0.0,0.0
chr1_54873075_54873515,6.286062,0.0,83.0,14.984474,0.0,15.384552,0.0,1.693204,0.0,11.148998,7.807999
chr1_54953784_54954325,4.906167,0.0,325.0,11.0726285,0.0,14.37011,0.0,0.0,0.0,11.93068,9.6464305
chr1_55340144_55340359,4.310521,0.0,16.0,0.0,5.462686,0.0,9.560661,2.945568,0.0,0.0,0.0
chr1_55400798_55400903,6.104036,0.0,25.0,0.0,0.0,6.710923,0.0,0.0,0.0,0.0,0.0
chr1_55411305_55411465,6.800693,0.0,23.0,0.0,0.0,9.083648,0.0,0.0,0.0,0.0,0.0
chr1_55418708_55418921,6.7739,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_55431735_55431939,7.024668,0.0,0.0,0.0,0.0,9.870966,0.0,0.0,0.0,0.0,0.0
chr1_55445592_55445683,4.694542,0.0,0.0,0.0,0.0,17.259059,0.0,0.0,0.0,0.0,0.0
chr1_55678785_55679185,4.941437,0.0,0.0,32.710004,3.991226,11.634579,6.408503,1.826151,0.0,8.703428,12.451007
chr1_55894779_55895033,7.384529,0.0,113.0,0.0,0.0,6.938894,0.0,0.0,0.0,12.191239,12.6256
chr1_55909250_55909597,4.9853085,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_56184456_56184884,6.093058,0.0,39.0,0.0,0.0,9.293724,0.0,0.0,0.0,4.652486,0.0
chr1_56186060_56186149,6.093058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_56972242_56972492,6.170596,0.0,0.0,0.0,0.0,4.696217,0.0,1.155524,0.0,0.0,0.0
chr1_56974162_56974535,6.170596,0.0,15.0,0.0,0.0,1.91625,0.0,1.155524,0.0,0.0,0.0
chr1_56991269_56991531,4.087524,0.0,30.0,0.0,0.0,1.91625,0.0,1.155524,0.0,0.0,0.0
chr1_57043287_57044160,6.927535,0.0,56.0,19.621313,0.0,13.165545,0.0,0.0,0.0,3.634521,5.880313
chr1_57297629_57297838,3.48427,0.0,42.0,0.0,0.0,8.896089,0.0,1.256654,28.447216,4.712776,0.0
chr1_57746875_57747249,7.93144,0.0,0.0,0.0,0.0,6.710651,0.0,1.256654,0.0,7.164065,0.0
chr1_59039624_59039692,7.997671,0.0,81.0,32.172199,1.831328,15.949664,4.324194,1.814213,0.0,27.902795,29.140411
chr1_59050239_59050578,10.288081,0.0,100.0,7.2789,1.831328,10.243433,4.324194,0.0,0.0,33.855785,15.483318
chr1_59083966_59084335,6.89741,0.0,146.0,0.0,1.831328,6.481861,4.324194,0.0,0.0,11.237726,7.272481
chr1_59221049_59221462,11.786456,0.0,91.0,0.0,1.831328,5.184974,0.0,0.0,0.0,8.482463,4.235308
chr1_59228706_59229186,9.198553,0.0,0.0,0.0,1.831328,5.530522,0.0,0.0,2.446008,6.084712,0.0
chr1_59229881_59230252,9.198553,0.0,17.0,0.0,1.831328,5.530522,0.0,0.0,2.446008,6.084712,0.0
chr1_59278592_59278937,8.783663,0.0,0.0,0.0,1.831328,12.860242,0.0,0.0,0.0,8.000774,0.0
chr1_59280364_59280505,8.783663,0.0,44.0,9.512459,1.831328,12.860242,0.0,0.0,0.0,10.348565,8.778788
chr1_59280773_59281281,8.783663,0.0,55.5,9.512459,1.831328,12.860242,0.0,0.0,0.0,10.348565,8.778788
chr1_59281510_59281579,8.783663,0.0,32.0,9.512459,1.831328,12.860242,0.0,0.0,0.0,10.348565,8.778788
chr1_59281873_59282217,8.783663,0.0,145.0,9.512459,1.831328,12.860242,0.0,0.0,0.0,10.348565,8.778788
chr1_59347262_59347482,6.540999,0.0,27.0,0.0,0.0,4.11748,0.0,0.0,0.0,9.002667500000001,0.0
chr1_59369049_59370138,4.551477,0.0,175.0,9.793639,0.0,18.066408,0.0,0.0,0.0,15.659026,13.61627
chr1_59392782_59392938,7.708039,0.0,15.0,0.0,0.0,3.124826,0.0,0.0,0.0,0.0,4.051005
chr1_59394323_59394565,7.708039,0.0,0.0,0.0,0.0,3.124826,0.0,0.0,0.0,0.0,2.585867
chr1_59395500_59395772,7.708039,0.0,14.0,0.0,0.0,4.570641,0.0,0.0,0.0,11.284602,2.585867
chr1_59397559_59397706,7.708039,0.0,0.0,0.0,0.0,11.019258,0.0,0.0,0.0,17.797796,2.585867
chr1_59479443_59479773,7.2525,0.0,0.0,0.0,0.0,5.888607,0.0,0.0,0.0,9.744065,13.116391
chr1_59509588_59509786,9.050357,0.0,35.0,0.0,0.0,7.77131,0.0,0.0,0.0,4.604884,0.0
chr1_59537846_59538168,2.20302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_59629518_59629774,3.927951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_60036299_60036428,2.834572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_60062084_60062408,6.65544,0.0,60.0,0.0,0.0,6.582578,0.0,0.0,0.0,18.25495,7.212598
chr1_60072128_60072386,4.649132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_60140214_60140519,6.132881,0.0,66.0,0.0,0.0,8.933534,0.0,0.0,0.0,32.26564,12.877924
chr1_60144543_60144796,6.132881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.692553,0.0
chr1_60171567_60171859,6.542291,0.0,20.5,0.0,0.0,3.471477,0.0,0.0,0.0,3.813023,0.0
chr1_60172811_60173111,6.542291,0.0,0.0,0.0,0.0,3.471477,0.0,0.0,0.0,3.813023,0.0
chr1_6053603_6054107,4.2267535,0.0,39.0,24.206188,2.292403,15.889904,2.955243,1.497946,0.0,11.030444,7.444539
chr1_6054896_6055025,4.2267535,0.0,0.0,24.206188,0.0,15.889904,2.955243,1.497946,0.0,0.0,0.0
chr1_61039424_61039611,5.782542,0.0,60.0,0.0,0.0,6.731142,0.0,0.0,0.0,10.238568,5.77218
chr1_61522505_61523042,5.665875,0.0,31.0,19.581288,1.4732,12.767772,0.0,1.262066,0.0,12.666635,14.566066
chr1_61543611_61543877,7.237473,0.0,235.0,18.206541,1.4732,14.62608,2.483255,1.262066,0.0,7.869579,9.578749
chr1_61649786_61650305,1.96387,0.0,50.0,10.893971,1.4732,9.124544,2.483255,1.262066,0.0,5.111045,1.644021
chr1_61768031_61768305,7.097717,0.0,35.0,0.0,1.4732,0.0,2.483255,1.262066,0.0,7.430590499999999,2.619016
chr1_61918819_61919182,5.334142,0.0,59.0,0.0,1.4732,5.211611,0.0,0.0,44.823159,9.669064,8.549236
chr1_62072423_62072573,6.803038,0.0,0.0,8.503993,2.178825,16.068216,0.0,0.0,0.0,22.811541,12.461347
chr1_6230950_6231173,6.153263,2.987409,42.0,0.0,0.0,0.0,0.0,1.497946,0.0,0.0,0.0
chr1_62698531_62698618,7.493919,0.0,49.0,0.0,2.178825,9.248566,0.0,0.0,0.0,13.830909,8.503792
chr1_62773248_62773553,7.261414,0.0,20.0,0.0,0.0,9.239224,0.0,0.0,0.0,0.0,0.0
chr1_62822173_62822473,5.89762,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_63151036_63151115,6.878974,0.0,18.0,0.0,0.0,10.462779,5.231823,1.14679,0.0,0.0,1.256693
chr1_6321567_6321961,6.756004000000001,0.0,32.0,10.749264,2.971413,10.359495,5.231812,1.497946,0.0,0.0,0.0
chr1_6359789_6360186,10.813327,0.0,0.0,0.0,2.971413,0.0,5.231812,1.497946,0.0,12.517195,0.0
chr1_6360191_6360625,10.813327,0.0,21.0,0.0,2.971413,6.00054,5.231812,1.497946,0.0,12.517195,10.358091
chr1_6362597_6362955,10.813327,0.0,101.0,0.0,2.971413,6.00054,5.231812,1.497946,0.0,12.517195,8.843621
chr1_64127998_64128504,8.646262,0.0,64.5,4.0428495,3.18179,9.961311,0.0,0.0,1.359012,30.952588,18.814502
chr1_64197270_64197475,7.0212465,0.0,66.0,0.0,0.0,10.776311,0.0,0.0,1.359012,6.179204,0.0
chr1_64417224_64417447,3.229359,0.0,0.0,0.0,0.0,0.0,3.43233,0.0,1.255756,0.0,0.0
chr1_64505281_64505575,8.547946,0.0,189.0,0.0,0.0,4.882301,0.0,0.0,0.0,12.230176,6.542782
chr1_65363729_65364057,4.3202965,0.0,90.0,0.0,0.0,6.615425,5.950494,1.278322,1.264518,9.209423,5.73278
chr1_65364183_65364439,4.3202965,0.0,0.0,0.0,0.0,6.615425,5.950494,1.278322,1.264518,9.209423,5.73278
