name_E,H3k27me3_E,H3k27ac_E,Pol2_E,H3k36me3_E,H3k9ac_E,H3k79me2_E,H4k20me1_E,DNaseI_E,H3k4me2_E,Ctcf_E,H3k4me3_E,H3k4me1_E
chr1_221931213_221931399,0.0,3.374529,0.0,0.0,0.0,0.0,0.0,0.0,4.205592,0.0,0.0,4.8668035
chr1_221983045_221983456,0.0,8.501631,0.0,0.0,5.149109,0.0,0.0,0.0,7.68619,0.0,0.0,9.190666
chr1_222000173_222000483,0.0,11.464163,2.316588,0.0,0.0,0.0,0.0,25.0,11.587678,0.0,0.0,8.538626
chr1_222002644_222003471,0.0,11.464163,2.316588,0.0,5.498948,0.0,0.0,75.0,5.156422,0.0,9.953168,8.538626
chr1_222161205_222161607,0.0,9.635854,13.363996,0.0,10.948907,0.0,0.0,113.0,7.73944,0.0,0.0,7.913034
chr1_222164724_222164904,0.0,4.512732,0.0,0.0,0.0,0.0,0.0,37.0,11.723469,0.0,0.0,8.284862
chr1_222167595_222168014,0.0,5.778338,0.0,0.0,9.380741,0.0,0.0,49.0,0.0,0.0,0.0,4.1985
chr1_222171745_222172136,0.0,4.512732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_22231370_22231630,0.0,9.16555,3.7965385,3.866899,5.644866,3.932956,2.146411,122.0,7.656505,0.0,0.0,10.429142
chr1_222461432_222461724,0.0,6.178979,0.0,0.0,0.0,0.0,0.0,52.0,7.753406,15.950274,0.0,9.292618
chr1_22260274_22260656,0.0,12.393055,6.0050945,3.866899,11.770596,3.932956,2.146411,71.0,11.505894,0.0,10.642802,8.996351
chr1_222638782_222639204,0.0,17.046526,0.0,0.0,16.375358,0.0,0.0,97.0,9.569529,50.671199,13.765725,8.151237
chr1_22266159_22266438,0.0,12.393055,10.764854333333332,3.866899,11.770596,3.932956,2.146411,146.0,11.505894,32.144684,0.0,8.996351
chr1_223095586_223095912,0.0,1.628131,0.0,0.0,1.629655,0.0,0.0,0.0,0.0,0.0,1.668449,0.0
chr1_22345590_22345859,0.0,12.636696,3.894429,0.0,8.902496,0.0,0.0,107.0,11.419619,16.923982,5.219207,13.978875
chr1_22366226_22366841,0.0,11.0327895,3.894429,0.0,0.0,0.0,0.0,21.0,10.487331,9.7949005,0.0,7.0445945
chr1_223892678_223892997,0.0,14.323808,4.453601,5.164975,0.0,9.107867,0.0,0.0,11.285161,0.0,0.0,8.247253
chr1_223901276_223901546,0.0,19.323884,5.775964500000001,5.164975,32.508078,9.107867,2.897231,25.0,18.289046,0.0,24.322249,8.805031
chr1_223903033_223903347,0.0,19.323884,5.775964500000001,5.164975,32.508078,9.107867,2.897231,50.0,18.289046,14.381394,24.322249,8.805031
chr1_223904365_223904567,0.0,19.323884,5.775964500000001,5.164975,32.508078,9.107867,2.897231,0.0,18.289046,0.0,24.322249,8.805031
chr1_223914239_223914747,0.0,8.210161,5.145451,5.164975,6.518318,9.107867,2.897231,120.0,8.754446,0.0,2.093255,8.267962
chr1_223964690_223965055,0.0,12.307092,6.002426,5.164975,0.0,9.107867,2.897231,0.0,0.0,0.0,0.0,11.06281
chr1_224014874_224015267,0.0,4.896972,6.728807,5.164975,0.0,6.630514,2.553723,20.0,0.0,0.0,0.0,11.007138
chr1_224019430_224020596,0.0,10.9435,3.12847,0.0,10.938572333333331,6.630514,2.553723,24.0,11.844074,12.759746,0.0,6.167281
chr1_224032316_224032686,0.0,21.456875,3.12847,0.0,30.911885,6.630514,2.553723,0.0,27.759211,0.0,18.309217,5.329795
chr1_224545542_224546006,0.0,7.451097,6.603448,3.353567,9.682308,3.959347,3.985113,0.0,11.689842,0.0,21.723184,11.965435
chr1_224635065_224635439,0.0,3.448137,0.0,3.353567,0.0,0.0,0.0,21.0,11.568895,0.0,0.0,11.289685
chr1_224685994_224686507,0.0,33.260947,7.42714,0.0,13.642536,0.0,0.0,79.0,13.557857,13.245486,7.889013,10.296148
chr1_224690718_224691054,0.0,11.330517,6.917764,0.0,12.088583,0.0,0.0,31.0,9.561341,6.92988,5.056524,10.296148
chr1_224691192_224691563,0.0,11.330517,10.5601685,0.0,12.088583,0.0,0.0,204.0,9.561341,6.92988,5.056524,10.296148
chr1_224730441_224730985,0.0,13.76539,3.952157,0.0,7.117974,0.0,0.0,151.0,6.371465,0.0,3.761472,10.310074
chr1_224732016_224732357,0.0,13.76539,0.0,0.0,0.0,0.0,0.0,0.0,6.371465,0.0,3.761472,10.310074
chr1_225613143_225613456,0.0,11.3546,13.767973,3.551185,17.628866,5.767165,1.960394,63.0,19.38879,2.127126,21.235426,8.948223
chr1_225845408_225845613,0.0,13.381131,3.055781,0.0,0.0,3.972259,0.0,46.0,11.5058,0.0,0.0,7.973337
chr1_225934674_225934968,0.0,8.99277,0.0,0.0,21.053077,0.0,0.0,63.0,20.160057,11.696867,12.985445,4.757284
chr1_226084943_226085104,0.0,9.563095,0.0,0.0,9.380741,0.0,0.0,78.0,8.991625,10.104246,0.0,14.395699
chr1_226187685_226188168,0.0,16.502498,6.086175,0.0,43.653121,12.619642,1.757914,0.0,13.05475,0.0,25.690977,10.419744
chr1_226297611_226298113,0.0,8.412103,0.0,0.0,9.10171,0.0,0.0,60.0,9.846695,13.823571,8.677187,8.550716
chr1_226315308_226315548,0.0,10.120541,1.729861,0.0,9.830502,0.0,0.0,0.0,10.205027,0.0,8.705525,10.169044
chr1_226315631_226315825,0.0,10.120541,1.729861,0.0,9.830502,0.0,0.0,77.0,10.205027,9.405567,8.705525,10.169044
chr1_226842752_226843521,0.0,9.288183,2.70798,2.146859,8.726141,2.280124,2.018951,0.0,10.176167,0.0,0.0,11.75485
chr1_226848307_226848509,0.0,12.448507,2.70798,2.146859,8.144502,2.50126,2.018951,0.0,0.0,0.0,0.0,10.483485
chr1_226849753_226849884,0.0,12.448507,2.70798,2.146859,8.144502,2.50126,2.018951,0.0,13.987647,13.479105,0.0,10.483485
chr1_226852222_226852636,0.0,12.448507,2.70798,2.146859,8.144502,2.343176,2.018951,0.0,0.0,0.0,0.0,10.483485
chr1_226864749_226865297,0.0,10.503315,5.201234,2.146859,8.096746,0.0,2.018951,62.0,11.097044,15.130694,12.5365455,7.388328
chr1_226867580_226868182,0.0,11.028037,0.0,2.146859,8.648357,0.0,2.018951,60.0,13.243891,0.0,14.211828,7.388328
chr1_226884834_226885233,0.0,8.227886,16.2989495,2.146859,5.537083,0.0,2.018951,112.0,6.548287,1.752102,3.685776,11.425722
chr1_226890098_226890374,0.0,10.931595,0.0,2.146859,21.220533,4.717744,2.018951,0.0,12.411442,0.0,16.97084,4.040402
chr1_226890865_226891416,0.0,10.931595,5.550189,2.146859,21.220533,0.0,0.0,22.5,12.411442,0.0,16.97084,4.040402
chr1_226896121_226896509,0.0,11.021904,15.432233,2.146859,5.108324,0.0,1.833837,75.0,12.9181935,0.0,0.0,6.873181
chr1_226927547_226927740,0.0,7.482804,0.0,2.146859,14.907724,0.0,0.0,0.0,13.70914,0.0,16.712625,7.170688
chr1_227002760_227003096,0.0,14.803008,14.917825,0.0,4.394808,0.0,0.0,88.0,6.247203,0.0,10.960334,8.222613
chr1_227128899_227129131,0.0,11.529232,1.415522,0.0,15.778868,0.0,1.530873,0.0,16.107247,0.0,17.52096,8.129459
chr1_227751865_227752213,0.0,22.377363,6.311773,0.0,29.844601,3.36656,1.672401,0.0,9.330205,0.0,23.855778,11.078172
chr1_228073191_228073261,0.0,12.058079,0.0,0.0,15.272177,0.0,0.0,24.0,16.136567,0.0,0.0,11.216649
chr1_228273480_228273740,0.0,13.550116,12.551801,6.62058,25.2146455,15.971762,11.067037,0.0,15.064487,2.566914,17.490743,11.818319
chr1_228338299_228338457,0.0,4.419181,2.522658,5.747678,4.130463,0.0,3.251956,27.0,5.630923,0.0,5.299502,8.19613
chr1_228350789_228351109,0.0,18.008332,2.522658,0.0,16.463,0.0,0.0,93.0,11.52258,0.0,8.678535,7.955605
chr1_228783266_228783899,0.0,14.68133,10.006516,0.0,20.849845,4.254596,0.0,43.5,14.558896,0.0,22.009364,4.377229
chr1_229131021_229131272,0.0,9.804934,0.0,0.0,0.0,0.0,0.0,18.0,8.564904,0.0,0.0,4.166197
chr1_229327820_229328069,0.0,8.025618,0.0,0.0,0.0,0.0,0.0,50.0,3.630542,0.0,0.0,6.386892
chr1_229365571_229365974,0.0,5.5771825,3.792667,0.0,12.403424,0.0,0.0,0.0,11.823288,5.622545,11.203329,12.811803
chr1_229366402_229366798,0.0,5.5771825,0.0,0.0,6.101409,0.0,0.0,0.0,11.823288,0.0,0.0,12.811803
chr1_229388898_229389111,0.0,10.218596,0.0,0.0,6.78671,0.0,0.0,0.0,17.681295,0.0,8.056064,6.659438
chr1_229692979_229693368,0.0,4.454116,0.0,3.146056,10.170446,5.690846,2.068694,0.0,10.0979,0.0,12.997253,5.066191
chr1_230220475_230220731,0.0,33.945185,8.729585333333333,3.015385,17.408868,9.275984,2.771817,233.0,17.957067,0.0,15.541279,14.425297
chr1_230240540_230240902,0.0,8.618847,6.814923500000001,3.015385,4.890654,9.275984,2.771817,212.0,10.366439,12.416381,6.568563,11.561871
chr1_230241590_230241986,0.0,8.618847,2.342339,3.015385,4.890654,9.275984,2.771817,26.0,10.366439,0.0,6.568563,11.561871
chr1_230248068_230248475,0.0,7.353954,2.342339,3.015385,0.0,9.275984,2.771817,0.0,0.0,0.0,0.0,6.459256
chr1_230249347_230250007,0.0,7.353954,6.113987,3.015385,3.447054,9.275984,2.771817,60.0,8.426348,0.0,0.0,6.459256
chr1_230258907_230259286,0.0,9.178062,2.342339,3.015385,8.161897,9.275984,2.771817,0.0,11.2382215,0.0,7.325388,9.963629
chr1_231665787_231666093,0.0,24.724031,0.0,2.414426,25.747165,3.138169,0.0,0.0,14.251991,0.0,23.814254,9.531324
chr1_233249275_233249581,0.0,36.753195,13.2558225,3.217373,14.670892,1.361633,0.0,117.0,13.261256,0.0,7.42559,12.887484
chr1_233250723_233251216,0.0,36.753195,0.0,3.217373,14.670892,2.859497,0.0,0.0,13.261256,0.0,7.42559,12.887484
chr1_233750790_233751092,0.0,24.157079,4.747883,2.729913,33.351609,3.425328,2.393092,0.0,15.009782,0.0,24.763607,0.0
chr1_23426690_23427100,0.0,16.649154,9.132959,3.690625,8.132856,10.625117,2.608317,35.0,11.519991,14.300245,3.056975,7.447859333333334
chr1_234275805_234276023,0.0,8.999531,0.0,2.091278,0.0,2.656841,0.0,109.0,0.0,0.0,0.0,0.0
chr1_23429944_23430077,0.0,16.649154,2.894682,3.690625,6.75591,10.625117,2.608317,32.0,11.519991,0.0,3.056975,7.447859333333334
chr1_234450953_234451201,0.0,12.46234,6.4915275,1.858032,11.66854,0.0,0.0,109.0,10.78271,0.0,3.744915,8.71428
chr1_234534667_234535013,0.0,7.126585,0.0,2.884441,0.0,0.0,0.0,14.0,12.914707,0.0,0.0,9.3401075
chr1_234630919_234631525,0.0,12.940948,0.0,0.0,11.941508,0.0,0.0,64.0,11.466784,13.169951,15.68635,9.72066
chr1_234659231_234659760,0.0,13.257544,10.496418,0.0,7.920312,0.0,0.0,70.0,8.997521,0.0,0.0,13.386203
chr1_234680207_234680593,0.0,7.550269,2.945195,0.0,0.0,0.0,0.0,33.0,8.3971345,0.0,2.760696,13.351169
chr1_234736336_234736615,0.0,53.092915,18.221476,0.0,46.227007,19.156933,0.0,23.0,21.9869,0.0,23.267446,8.187773
chr1_234737347_234737653,0.0,53.092915,18.221476,0.0,46.227007,19.156933,0.0,19.0,21.9869,0.0,23.267446,8.187773
chr1_234738546_234738834,0.0,53.092915,18.221476,0.0,46.227007,19.156933,0.0,134.0,21.9869,0.0,23.267446,8.187773
chr1_234746093_234747674,0.0,53.092915,18.221476,0.0,46.227007,19.156933,0.0,64.66666666666667,21.9869,11.673829,23.267446,11.423786
chr1_234748100_234748931,0.0,53.092915,18.221476,0.0,46.227007,0.0,0.0,194.0,21.9869,0.0,23.267446,11.423786
chr1_234749342_234749645,0.0,53.092915,18.221476,0.0,46.227007,0.0,0.0,0.0,21.9869,0.0,23.267446,11.423786
chr1_234767593_234767925,0.0,11.31193,13.0140355,0.0,3.42928,0.0,0.0,117.0,9.567337,0.0,4.8192,5.895121
chr1_234792654_234793437,0.0,42.399136,13.9527035,1.906163,23.174095,8.931236,0.0,389.0,19.3709295,12.398820666666666,20.475441,12.008998
chr1_234793934_234794239,0.0,42.399136,13.9527035,1.906163,23.174095,0.0,0.0,124.0,19.3709295,5.782714,20.475441,12.008998
chr1_234857710_234858181,0.0,37.208673,9.007595,0.0,23.563747,0.0,0.0,0.0,13.243154,0.0,8.161474,14.447087
chr1_234858843_234859287,0.0,37.208673,9.007595,0.0,23.563747,0.0,0.0,144.0,13.243154,0.0,8.161474,14.447087
chr1_234907393_234907835,0.0,9.250964,0.0,0.0,9.061767,0.0,0.0,0.0,8.349265,1.786385,1.644835,9.204788
chr1_234908151_234908764,0.0,9.250964,16.057864,0.0,9.061767,0.0,0.0,200.0,8.349265,1.786385,1.644835,9.204788
chr1_234985592_234985878,0.0,8.195573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.496744
chr1_235106929_235107153,0.0,14.409497,4.089298,0.0,6.207245,0.0,0.0,44.0,6.754727,5.33454,0.0,9.048009
chr1_235110834_235111403,0.0,8.603029,3.998892,0.0,4.030147,0.0,0.0,61.0,9.728717,0.0,0.0,8.436426
chr1_235122652_235122939,0.0,8.422207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.683543
chr1_235133014_235133422,0.0,45.209533,18.943217,0.0,31.580292,0.0,0.0,331.0,15.094253,5.780636,10.924126,10.162309
chr1_235134086_235134438,0.0,45.209533,18.943217,0.0,31.580292,0.0,0.0,253.0,15.094253,16.870482,11.666428,10.162309
chr1_235146978_235147112,0.0,19.196237,2.782281,0.0,11.229882,0.0,0.0,0.0,7.75269,0.0,0.0,10.33364
chr1_235183936_235184197,0.0,4.731014,0.0,0.0,0.0,0.0,0.0,19.0,4.489422,0.0,0.0,13.58802
chr1_23523350_23523682,0.0,12.640252,2.894682,0.0,10.418506,0.0,0.0,161.0,8.129833,0.0,5.352721,7.1755675
chr1_235242252_235242564,0.0,8.4202745,6.6590175,0.0,9.340132,0.0,0.0,0.0,8.4643345,0.0,5.6289745,7.326018
chr1_235243001_235243596,0.0,8.4202745,7.917604,0.0,9.340132,0.0,0.0,152.0,8.4643345,16.220617,5.6289745,7.326018
chr1_235246558_235246857,0.0,4.329041,2.911896,0.0,7.766357,0.0,0.0,0.0,4.066583,73.483123,0.0,5.260443
chr1_235267591_235267744,0.0,7.28185,5.3094075,3.084415,11.566751,0.0,2.77745,75.0,17.48753,49.297599,11.355488,8.441409
chr1_235668656_235669018,0.0,25.207074,7.6302525,3.002861,36.9891,4.413148,1.833799,10.0,11.294784,0.0,23.885794,9.280744
chr1_236030835_236031025,0.0,13.209066,4.725912,0.0,21.514782,4.735689,0.0,0.0,9.929852,0.0,21.828911,9.934297
chr1_236031049_236031919,0.0,13.209066,4.725912,0.0,21.514782,4.735689,0.0,0.0,9.929852,0.0,21.828911,9.934297
chr1_236080566_236081247,0.0,34.696052,6.37246,1.699401,9.3384625,0.0,0.0,302.0,6.662102,0.0,3.627277,12.583289
chr1_236082498_236082788,0.0,34.696052,6.37246,1.699401,9.3384625,2.308072,0.0,0.0,6.662102,0.0,2.187079,12.583289
chr1_236083263_236083651,0.0,34.696052,6.37246,1.699401,9.3384625,0.0,0.0,96.0,6.662102,0.0,3.89506,12.583289
chr1_236116403_236116669,0.0,13.83547,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,5.649148
chr1_236135691_236135959,0.0,10.211169,0.0,0.0,16.734605,0.0,0.0,0.0,14.491854,55.636484,7.752994,9.597133
chr1_236162583_236163199,0.0,16.904565,4.261139,0.0,6.315716,0.0,0.0,68.0,9.12628,0.0,3.77323,13.439927
chr1_236698906_236699167,0.0,2.894722,2.570784,4.061491,0.0,3.979684,1.690629,0.0,0.0,0.0,0.0,0.0
chr1_23882500_23882866,0.0,15.331854,5.429709,0.0,15.802606,3.999989,0.0,39.0,15.403221,0.0,12.5733105,9.012191
chr1_23888678_23889201,0.0,10.494331,0.0,0.0,11.378257,0.0,0.0,63.0,15.403221,0.0,5.4847275,9.012191
chr1_23903714_23904323,0.0,4.890362,0.0,0.0,0.0,0.0,0.0,0.0,4.979523,0.0,0.0,8.173727
chr1_23912037_23912393,0.0,8.666685,14.724702,0.0,12.9584025,0.0,0.0,94.0,7.489089,0.0,0.0,8.301799
chr1_23918101_23918449,0.0,20.90662,10.163495,0.0,7.079069,0.0,0.0,0.0,7.941662,0.0,0.0,8.301799
chr1_241638824_241639283,0.0,4.313459,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,5.208003
chr1_241696334_241697654,0.0,7.034826,0.0,0.0,0.0,0.0,0.0,13.5,4.743908,0.0,0.0,9.331008
chr1_241705436_241706018,0.0,4.792733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.48123
chr1_241771916_241772216,0.0,18.911253,2.691339,2.352019,10.0821195,0.0,0.0,92.0,11.337235,0.0,16.690864,9.636256
chr1_241775803_241776227,0.0,18.911253,2.691339,2.352019,6.9993335000000005,0.0,0.0,38.0,4.493802,0.0,0.0,9.636256
chr1_243428005_243428394,0.0,3.374529,17.474735,2.491066,0.0,5.976491,1.127217,0.0,4.266659,0.0,0.0,12.036309
chr1_243431437_243431793,0.0,6.642704,0.0,2.491066,4.852107,5.976491,1.127217,75.0,7.957034,0.0,14.613779,6.847215
chr1_243451071_243451374,0.0,10.999518,1.754929,2.491066,11.936571,5.976491,1.127217,75.0,4.960194,0.0,0.0,7.765663
chr1_243585242_243585384,0.0,12.982749,5.725127,2.491066,12.975898,0.0,1.127217,37.0,16.942528,0.0,6.038845,10.740216
chr1_243637125_243637295,0.0,9.559377,3.940849,2.491066,8.39352,0.0,1.127217,0.0,12.493232,0.0,7.320446,7.387848
chr1_244462616_244463099,0.0,17.763563,0.0,0.0,18.931013,0.0,0.0,46.0,15.805984,39.941813,16.242423,12.180976
chr1_244466323_244466598,0.0,3.309671,0.0,0.0,0.0,0.0,0.0,95.0,3.624228,0.0,0.0,5.958839
chr1_244482749_244483387,0.0,13.0136505,5.071248,0.0,0.0,0.0,0.0,48.0,11.943183,0.0,0.0,9.642317
chr1_244486299_244486688,0.0,18.977843,2.027536,0.0,10.257551,0.0,0.0,101.0,16.189122,0.0,11.5571655,6.379773
chr1_244505125_244505457,0.0,17.969124,9.737888,0.0,13.028807,0.0,0.0,119.0,14.889168,10.49697,12.677013,11.933134
chr1_244512430_244512879,0.0,7.041651,0.0,0.0,0.0,0.0,0.0,46.0,8.412212,0.0,0.0,4.837835
chr1_244517098_244517541,0.0,7.775752,13.8186305,0.0,5.901604,0.0,0.0,83.0,12.873025,10.386225,0.0,8.556916
chr1_244518180_244518394,0.0,7.775752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.556916
chr1_244763140_244763529,0.0,16.935998,11.958557,0.0,16.626313,0.0,0.0,123.0,14.197712,0.0,11.054549,8.114264
chr1_24476382_24476609,0.0,10.2040195,1.648599,2.407147,21.780835,0.0,0.0,99.0,17.154668,33.236525,10.076077,12.192088
chr1_24517528_24517868,0.0,11.043223,1.859542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3465865
chr1_24518503_24518681,0.0,11.043223,6.1568175,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,5.8606995
chr1_245255337_245255432,0.0,23.162715,6.185825,0.0,8.206431,0.0,0.0,95.0,10.745825,0.0,0.0,8.234125
chr1_246588477_246588670,0.0,8.883152,0.0,0.0,0.0,1.601458,0.0,0.0,7.467921,0.0,5.035375,6.652968
chr1_246591935_246592203,0.0,23.562272,15.073344,0.0,6.924759,0.0,0.0,137.0,11.674513,0.0,0.0,6.652968
chr1_246730569_246731007,0.0,12.494739,2.409112,2.761818,24.908426,3.508218,1.633213,35.0,11.202546,0.0,28.968035,5.270315
chr1_246732690_246733040,0.0,12.494739,2.409112,2.761818,5.012942,3.508218,1.633213,0.0,0.0,0.0,0.0,11.504255
chr1_246751015_246751281,0.0,17.160541,0.0,0.0,10.739633,3.508218,0.0,18.0,12.126202,0.0,12.526096,4.350655
chr1_246760708_246760962,0.0,8.929029,4.062911,2.054359,3.624276,3.508218,0.0,25.0,12.483241,0.0,0.0,6.307753
chr1_246772310_246772610,0.0,8.292903,5.613931,0.0,9.1033535,3.508218,0.0,99.0,9.197528,16.371976,5.22612,7.641545
chr1_24691833_24692082,0.0,26.460926,5.018561500000001,3.321016,6.525689,0.0,1.742718,142.0,7.167577,0.0,5.618112,13.430599
chr1_247093396_247093478,0.0,10.917169,2.201856,3.423222,21.00811,9.431538,2.608344,0.0,17.803591,0.0,17.461104,10.400834
chr1_24736156_24736250,0.0,21.913686,7.0345995,3.321016,0.0,2.624342,0.0,59.0,21.016501,0.0,0.0,9.569127
chr1_249117788_249118228,0.0,17.836254,0.0,5.228277,29.466548,9.485612,1.770535,19.5,13.237381,0.0,24.06584,8.6351975
chr1_24970685_24970736,0.0,25.709019,6.082637,4.234011,44.855325,6.238066,2.30834,0.0,15.01893,0.0,24.37308,5.988611
chr1_25011612_25011937,0.0,12.11299,2.910923,4.234011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.968401
chr1_26201699_26201757,0.0,7.647679,0.0,3.127851,9.988752,3.45656,0.0,30.0,10.529142,2.137576,8.177878,8.109253
chr1_26452850_26453250,0.0,10.489263,2.277598,2.332003,5.166596,0.0,0.0,43.0,8.637696,0.0,4.337458,6.470131
chr1_26677301_26677628,0.0,17.465766,4.7529885,0.0,13.726637,0.0,0.0,0.0,11.611532,0.0,0.0,5.3509665
chr1_26678060_26678317,0.0,17.465766,4.7529885,0.0,13.726637,0.0,0.0,38.0,11.611532,0.0,13.043703,5.3509665
chr1_26683687_26684084,0.0,7.805307,2.970571,0.0,9.137376,0.0,0.0,104.0,5.933676,0.0,4.80453,5.3509665
chr1_26827232_26827869,0.0,14.245263,4.339209,0.0,22.162066,0.0,0.0,75.0,12.616835,0.0,14.285235,8.687208
chr1_26946837_26947249,0.0,28.216767,12.546106,0.0,29.122173,0.0,0.0,95.0,18.129244,27.360698,17.202692,7.657513
chr1_26947342_26948198,0.0,28.216767,13.338128,0.0,29.122173,0.0,0.0,93.5,18.129244,0.0,17.202692,8.662028
chr1_27024638_27025138,0.0,17.470068,11.078084,4.458599,17.991608,7.905333,2.754435,75.0,12.158251,0.0,14.609164,10.804272
chr1_27112764_27112917,0.0,26.412817,3.007823,4.458599,32.562978,7.905333,0.0,0.0,22.305335,0.0,21.272934,8.8782865
chr1_27154485_27154771,0.0,5.336138,0.0,3.674966,8.398587,7.209046,2.197086,0.0,19.894397,0.0,11.717908,4.785463
chr1_27175784_27176273,0.0,50.055238,9.887237,3.674966,32.69395,3.480807,0.0,254.0,8.659064,19.617984,0.0,15.279815
chr1_27184739_27184972,0.0,50.055238,9.887237,3.674966,32.69395,0.0,0.0,64.0,10.48047,19.637272,4.9941,15.279815
chr1_27185457_27185720,0.0,50.055238,9.887237,3.674966,32.69395,0.0,0.0,262.0,10.48047,11.189325,4.9941,15.279815
chr1_27185755_27186143,0.0,50.055238,9.887237,3.674966,32.69395,0.0,0.0,86.0,10.48047,15.25399,4.9941,15.279815
chr1_27191386_27191927,0.0,50.055238,9.887237,3.674966,32.69395,9.766521,0.0,99.5,10.48047,0.0,28.653522,0.0
chr1_27321452_27321840,0.0,16.541454,5.147582,5.136884,12.290203,11.873628,2.398292,50.0,14.450856,3.253233,15.628181,10.472091
chr1_27353661_27353962,0.0,4.529132,0.0,0.0,0.0,0.0,0.0,59.0,8.351198,0.0,13.254357,5.585633
chr1_27625914_27626081,0.0,11.508356,5.468798,2.690986,5.44637,0.0,0.0,235.0,7.244781,0.0,9.149496,13.026877
chr1_27626897_27627231,0.0,11.508356,0.0,2.690986,5.44637,0.0,0.0,0.0,7.244781,64.944111,4.863428,13.026877
chr1_27691785_27692261,0.0,10.468234,8.728004,5.447731,14.252184,8.955959,2.175278,58.66666666666666,15.289494,0.0,12.067667,11.521113
chr1_27762936_27763307,0.0,8.26611,2.073059,3.286377,0.0,6.922961,2.528985,52.0,10.261879,0.0,0.0,6.841451
chr1_27848725_27849287,0.0,13.524014,5.5276745,2.946394,13.080988,0.0,0.0,116.0,9.661819666666666,27.27944,5.092279,11.481653
chr1_27854575_27854919,0.0,13.524014,2.580535,2.946394,13.080988,4.695375,0.0,54.0,7.0215125,0.0,7.320446,11.481653
chr1_27869425_27869556,0.0,16.03519,2.580535,2.946394,7.486486,4.695375,0.0,18.0,4.871524,2.136482,3.564336,12.753739
chr1_27916292_27916674,0.0,4.348671,2.580535,2.946394,3.880898,4.695375,2.794841,30.0,0.0,0.0,0.0,8.768975
chr1_27976905_27977430,0.0,8.569728,9.993561,0.0,4.178504,0.0,0.0,16.0,9.502335,0.0,0.0,11.640832
chr1_27985480_27985709,0.0,12.990985,7.0072980000000005,0.0,12.167827,0.0,0.0,113.0,10.559437,0.0,8.330245,7.289251
chr1_27985869_27985982,0.0,12.990985,7.0072980000000005,0.0,12.167827,0.0,0.0,27.0,10.559437,9.922981,8.330245,7.289251
chr1_27986111_27986384,0.0,12.990985,7.0072980000000005,0.0,12.167827,0.0,0.0,39.0,10.559437,9.922981,8.330245,7.289251
chr1_28098635_28098880,0.0,13.456244,0.0,2.884061,21.150471,3.73917,0.0,0.0,15.419604,0.0,24.314774,4.240948
chr1_28189568_28190269,0.0,14.961492,14.432574,0.0,12.4227325,0.0,0.0,62.0,8.599424,0.0,3.377091,6.318918
chr1_28190756_28191157,0.0,12.644303,0.0,0.0,4.998619,0.0,0.0,10.0,0.0,0.0,0.0,6.318918
chr1_28437098_28437429,0.0,8.195573,0.0,0.0,3.198811,0.0,0.0,16.0,3.612171,0.0,0.0,9.989638
chr1_28437697_28438098,0.0,8.195573,0.0,0.0,3.198811,0.0,0.0,13.0,3.612171,0.0,0.0,9.989638
chr1_28453663_28453991,0.0,1.74241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_28454216_28454379,0.0,1.74241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_28462161_28462385,0.0,5.462848,0.0,0.0,10.45624,0.0,0.0,62.0,9.600513,0.0,0.0,8.016297
chr1_28576012_28576248,0.0,21.018943,5.221032,0.0,10.256102,0.0,0.0,84.0,14.068505,0.0,8.992047,9.2955975
chr1_29101544_29101853,0.0,6.846869,6.7194625,3.462722,14.741164,13.27591,3.700828,55.0,15.343563,0.0,12.609883,7.660297
chr1_29214759_29214998,0.0,12.027606,4.307686,2.384316,18.615901,5.290455,2.049764,21.0,10.706345,0.0,16.748789,0.0
chr1_31537719_31538012,0.0,25.282879,4.5013715,4.447214,41.223095,13.177357,4.211472,0.0,15.043037,0.0,28.735209,3.986207
chr1_31627566_31627958,0.0,17.494717,5.583043,0.0,17.484049,0.0,0.0,92.5,15.7548,0.0,19.713889,5.967363
chr1_31643824_31643962,0.0,13.159887,0.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,11.80337
chr1_31956203_31956482,0.0,11.813028,8.415929,0.0,14.583004,0.0,0.0,79.0,7.795655,0.0,5.067089,7.758312
chr1_32015159_32015590,0.0,5.914729,4.539277,0.0,7.058857,0.0,0.0,19.0,13.443185,44.799156,4.533938,6.963944
chr1_32108020_32108204,0.0,40.134934,5.573195500000001,4.86957,0.0,10.353013,2.138492,0.0,20.617778,0.0,33.239648,8.520146
