name_E,H3k9ac_E,Smc3_E,H3k27ac_E,H4k20me1_E,H3k4me1_E,H3k79me2_E,Ctcf_E,H3k4me3_E,H3k36me3_E,DNaseI_E,H3k4me2_E,H3k27me3_E
chr1_115605190_115605611,0.0,0.0,0.0,1.593837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_115605746_115606114,0.0,0.0,0.0,1.593837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_115627657_115627928,0.0,0.0,0.0,1.593837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.048687
chr1_115629152_115629329,0.0,0.0,0.0,1.593837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.048687
chr1_115732772_115733197,0.0,0.0,0.0,1.791521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7051485
chr1_116039640_116039989,0.0,0.0,0.0,1.742437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.535102
chr1_116088478_116088732,0.0,0.0,0.0,1.752864,0.0,0.0,16.595156,0.0,0.0,0.0,0.0,4.9031145
chr1_116221756_116221883,0.0,0.0,0.0,2.111164,0.0,4.142937,0.0,0.0,3.017767,0.0293,0.0,0.0
chr1_116291091_116291334,0.0,0.0,0.0,1.502341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13033
chr1_116370977_116371565,0.0,0.0,0.0,1.432338,0.0,0.0,0.0,8.349192,0.0,0.0545,13.529245,4.2266115
chr1_116878887_116879201,0.0,0.0,0.0,1.533929,5.128806,0.0,0.0,0.0,0.0,0.0254,0.0,2.334054
chr1_117017908_117018073,0.0,0.0,0.0,1.609059,8.462234,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_117080047_117080432,0.0,0.0,0.0,2.172798,4.439343,4.72373,0.0,0.0,3.02784,0.0,0.0,0.0
chr1_117081238_117081452,0.0,0.0,0.0,2.172798,4.439343,4.72373,0.0,0.0,3.02784,0.0,0.0,0.0
chr1_117082797_117083071,0.0,0.0,0.0,2.172798,4.439343,4.72373,0.0,0.0,3.02784,0.0,0.0,0.0
chr1_117100772_117101124,0.0,0.0,0.0,2.172798,6.7760435,4.72373,0.0,0.0,3.02784,0.0,0.0,0.0
chr1_1173386_1173736,0.0,0.0,0.0,1.724152,0.0,0.0,0.0,0.0,2.430067,0.0893,0.0,0.0
chr1_117493512_117493635,0.0,0.0,0.0,2.078998,0.0,0.0,0.0,0.0,2.697865,0.0,0.0,1.586065
chr1_11753086_11753651,0.0,0.0,0.0,1.988155,3.49324,0.0,2.181759,0.0,3.096338,0.0749,3.75926,0.0
chr1_117533270_117533527,0.0,0.0,0.0,1.991525,0.0,0.0,0.0,0.0,2.697865,0.0,0.0,1.586065
chr1_11761755_11762049,0.0,0.0,0.0,1.988155,3.49324,0.0,2.181759,0.0,3.096338,0.0,0.0,0.0
chr1_118174879_118175156,0.0,0.0,0.0,2.576657,7.919944,4.941537,0.0,0.0,3.040634,0.0,0.0,0.0
chr1_118176414_118176771,0.0,0.0,0.0,2.576657,4.242469,4.941537,0.0,0.0,3.040634,0.0,0.0,0.0
chr1_120052717_120053071,0.0,0.0,0.0,1.508702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.509559
chr1_120275491_120275880,0.0,0.0,0.0,3.121733,0.0,0.0,0.0,0.0,2.288254,0.0,0.0,2.652223
chr1_12050736_12051137,0.0,0.0,0.0,1.988155,3.49324,12.387381,2.181759,0.0,3.096338,0.0,0.0,0.0
chr1_12193120_12193399,0.0,0.0,0.0,1.988155,3.49324,0.0,2.181759,0.0,3.096338,0.0,0.0,0.0
chr1_12243852_12244671,0.0,0.0,0.0,1.988155,6.948695,3.981213,5.6171115,0.0,3.096338,0.0636,0.0,0.0
chr1_12245348_12245387,0.0,0.0,0.0,1.988155,3.49324,0.0,2.181759,0.0,3.096338,0.0,0.0,0.0
chr1_12406013_12406127,0.0,0.0,0.0,1.988155,3.49324,0.0,2.181759,0.0,3.096338,0.0,0.0,0.0
chr1_13825180_13825414,0.0,0.0,0.0,1.820711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.188662
chr1_14027926_14028325,0.0,0.0,0.0,2.713965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.188662
chr1_14029077_14029879,0.0,0.0,0.0,2.713965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.188662
chr1_14054762_14055166,0.0,0.0,0.0,2.713965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.188662
chr1_14154959_14155163,0.0,0.0,0.0,2.713965,0.0,0.0,34.727359,0.0,0.0,0.0,0.0,1.917882
chr1_14467397_14467540,0.0,0.0,0.0,1.481903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_145064438_145064839,0.0,0.0,0.0,3.252042,10.047806,0.0,3.866632,0.0,4.056912,0.0,11.594211,3.076592
chr1_14926383_14926731,0.0,0.0,0.0,1.798026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.043299
chr1_149984633_149984917,0.0,0.0,0.0,1.840067,4.624839,3.06642,0.0,0.0,2.499603,0.0,0.0,0.0
chr1_15059594_15059681,0.0,0.0,0.0,1.798026,2.862295,0.0,0.0,0.0,0.0,0.0,0.0,3.043299
chr1_151486181_151486300,0.0,0.0,0.0,3.930724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01985
chr1_151809390_151809745,0.0,0.0,0.0,1.869869,0.0,0.0,33.476937,0.0,0.0,0.189,0.0,2.382851
chr1_151960875_151961433,0.0,0.0,0.0,1.766113,4.9367,0.0,0.0,0.0,0.0,0.0465,0.0,2.283318
chr1_151961675_151962369,0.0,0.0,0.0,1.766113,4.9367,0.0,0.0,0.0,0.0,0.0,0.0,2.283318
chr1_151968368_151968560,0.0,0.0,0.0,1.766113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.283318
chr1_15240254_15240560,0.0,0.0,0.0,1.96805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.268935
chr1_153337774_153338142,0.0,0.0,0.0,1.886197,0.0,0.0,6.7406,0.0,0.0,0.0,0.0,2.121347
chr1_15335392_15335732,0.0,0.0,0.0,1.96805,1.784763,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_153358841_153359368,0.0,0.0,0.0,1.723745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.121347
chr1_153361312_153361704,0.0,0.0,0.0,1.723745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.121347
chr1_153366487_153366797,0.0,0.0,0.0,1.723745,0.0,0.0,12.007896,0.0,0.0,0.0353,0.0,2.121347
chr1_15416988_15417263,0.0,0.0,0.0,2.074352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.749009
chr1_154391539_154392211,0.0,0.0,0.0,1.871552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.412876
chr1_154392646_154393050,0.0,0.0,0.0,1.871552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.412876
chr1_154397743_154397997,0.0,0.0,0.0,1.871552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.412876
chr1_154404273_154404562,0.0,0.0,0.0,1.871552,6.076779,0.0,0.0,0.0,0.0,0.0327,0.0,2.412876
chr1_154405181_154405498,0.0,0.0,0.0,1.871552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.412876
chr1_154699087_154699216,0.0,0.0,0.0,1.900694,0.0,0.0,0.0,0.0,0.0,0.0248,0.0,2.86565
chr1_154724205_154724584,0.0,0.0,0.0,1.900694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86565
chr1_154731745_154732111,0.0,0.0,0.0,1.900694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.234554
chr1_15519488_15519688,0.0,0.0,0.0,2.074352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.749009
chr1_155283531_155283932,0.0,0.0,0.0,1.834746,0.0,16.243947,0.0,0.0,2.466789,0.0,0.0,0.0
chr1_155469100_155469412,0.0,0.0,0.0,1.976286,0.0,7.144127,0.0,0.0,2.466789,0.0,0.0,0.0
chr1_155496665_155497012,0.0,0.0,0.0,1.976286,2.146899,7.144127,0.0,0.0,2.466789,0.0,0.0,0.0
chr1_15570270_15570435,0.0,0.0,0.0,2.074352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.749009
chr1_15572643_15572853,0.0,0.0,0.0,2.074352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.749009
chr1_15585400_15585822,0.0,0.0,0.0,2.074352,5.522475,0.0,0.0,0.0,0.0,0.0,0.0,2.749009
chr1_15585949_15586132,0.0,0.0,0.0,2.074352,5.522475,0.0,0.0,0.0,0.0,0.0,0.0,2.749009
chr1_15587144_15587415,0.0,0.0,0.0,2.074352,5.522475,0.0,0.0,0.0,0.0,0.0656,0.0,2.749009
chr1_156103413_156103690,0.0,0.0,0.0,2.303926,6.433992,10.124754,0.0,0.0,2.590994,0.0,0.0,0.0
chr1_156118146_156118395,0.0,0.0,0.0,2.303926,2.385564,0.0,0.0,0.0,0.0,0.0,0.0,1.522664
chr1_156774360_156774606,0.0,0.0,0.0,1.799905,6.914742,0.0,0.0,0.0,3.174042,0.0404,0.0,0.0
chr1_156805999_156806129,0.0,0.0,0.0,1.589245,6.458497,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_157076072_157076782,0.0,0.0,0.0,1.808119,0.0,0.0,0.0,0.0,0.0,0.034,0.0,2.582861
chr1_157082632_157083078,0.0,0.0,0.0,1.808119,0.0,0.0,0.0,0.0,0.0,0.0243,0.0,2.582861
chr1_157111103_157111381,0.0,0.0,0.0,1.808119,6.681564,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_157112029_157112315,0.0,0.0,0.0,1.808119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_15738661_15738986,0.0,0.0,0.0,2.282369,8.0314265,4.0933245000000005,3.558984,0.0,1.794497,0.0353,11.212594,2.661598
chr1_15786440_15786713,0.0,0.0,0.0,1.510907,4.7574055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_157964633_157965029,0.0,0.0,0.0,1.567622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.342068
chr1_157980631_157980890,0.0,0.0,0.0,1.567622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.342068
chr1_157989414_157989935,0.0,0.0,0.0,1.567622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.342068
chr1_159819832_159820037,0.0,0.0,0.0,1.676614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7390895
chr1_159907968_159908165,0.0,0.0,0.0,2.447405,3.158993,0.0,0.0,0.0,0.0,0.0414,0.0,2.164435
chr1_159910997_159911192,0.0,0.0,0.0,2.447405,3.158993,0.0,0.0,0.0,0.0,0.0,0.0,6.712671
chr1_159914077_159914586,0.0,0.0,0.0,2.447405,3.158993,0.0,0.0,0.0,0.0,0.0,0.0,2.164435
chr1_160056214_160056779,0.0,0.0,0.0,1.914287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.136106
chr1_160087563_160087915,0.0,0.0,0.0,1.744134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6594
chr1_160182240_160182579,0.0,0.0,0.0,1.937971,0.0,0.0,0.0,0.0,3.290168,0.0,0.0,0.0
chr1_160202735_160202981,0.0,0.0,0.0,1.74197,0.0,0.0,0.0,0.0,3.290168,0.0,0.0,0.0
chr1_160377718_160378261,0.0,0.0,0.0,1.491297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_16087189_16087372,0.0,0.0,0.0,2.060916,6.298298,0.0,0.0,0.0,0.0,0.0429,0.0,3.646704
chr1_161973588_161973892,0.0,0.0,0.0,1.817929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.725297
chr1_161991847_161991976,0.0,0.0,0.0,1.745687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.725297
chr1_161996651_161996978,0.0,0.0,0.0,1.745687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.725297
chr1_162539981_162540420,0.0,0.0,0.0,2.151812,6.068245,10.341274,0.0,0.0,4.174439,0.0,0.0,0.0
chr1_16291784_16292062,0.0,0.0,0.0,2.527798,0.0,11.256513,0.0,0.0,3.802542,0.0,0.0,0.0
chr1_16292565_16293101,0.0,0.0,0.0,2.527798,0.0,11.256513,0.0,0.0,3.802542,0.0,0.0,0.0
chr1_16401814_16401932,0.0,0.0,0.0,2.122347,5.646138499999999,0.0,7.328614,0.0,0.0,0.0,0.0,2.328198
chr1_164686304_164686686,0.0,0.0,0.0,1.138636,3.151752,0.0,0.0,0.0,0.0,0.0,0.0,1.487497
chr1_164717528_164717907,0.0,0.0,0.0,1.138636,6.513828,0.0,0.0,0.0,0.0,0.0,4.927239,1.487497
chr1_164734934_164735098,0.0,0.0,0.0,1.138636,3.151752,0.0,0.0,0.0,0.0,0.0,0.0,1.487497
chr1_164736884_164737252,0.0,0.0,0.0,1.138636,3.151752,0.0,0.0,0.0,0.0,0.0,0.0,1.487497
chr1_164750243_164750515,0.0,0.0,0.0,1.138636,3.151752,0.0,0.0,0.0,0.0,0.0,0.0,1.487497
chr1_16478939_16479163,0.0,0.0,0.0,1.662836,8.306404,0.0,1.955017,0.0,0.0,0.0252,0.0,0.0
chr1_16479299_16479465,0.0,0.0,0.0,1.662836,8.306404,0.0,1.955017,0.0,0.0,0.0,0.0,0.0
chr1_165868061_165868423,0.0,0.0,0.0,2.521264,0.0,10.133366,0.0,0.0,3.038769,0.0,0.0,0.0
chr1_16670445_16670837,0.0,0.0,0.0,2.409979,2.844825,8.12423,0.0,0.0,2.766957,0.0,0.0,0.0
chr1_166828089_166828463,0.0,0.0,0.0,2.342381,0.0,2.320194,0.0,0.0,4.044,0.0,0.0,0.0
chr1_167397572_167397954,0.0,0.0,0.0,1.785908,4.125807,0.0,0.0,0.0,2.570515,0.0,0.0,2.955787
chr1_167398939_167399085,0.0,0.0,0.0,1.785908,2.682885,0.0,0.0,0.0,2.570515,0.0,0.0,2.955787
chr1_167416331_167416548,0.0,0.0,0.0,1.785908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.955787
chr1_167416859_167417570,0.0,0.0,0.0,1.785908,7.149661,0.0,9.630031,0.0,0.0,0.0366,8.486687,2.955787
chr1_167419889_167420655,0.0,0.0,0.0,1.785908,4.317928,0.0,0.0,0.0,0.0,0.0,0.0,2.955787
chr1_167423404_167424221,0.0,0.0,0.0,1.785908,4.313566,0.0,0.0,10.763173,0.0,0.1056,13.579307,9.093055666666666
chr1_167425853_167426232,0.0,0.0,0.0,1.785908,4.313566,0.0,0.0,0.0,0.0,0.0,0.0,2.955787
chr1_167434195_167434584,0.0,0.0,0.0,1.785908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.955787
chr1_167438624_167439122,0.0,0.0,0.0,1.785908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.955787
chr1_167440766_167441089,0.0,0.0,0.0,1.785908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.955787
chr1_167442775_167443139,0.0,0.0,0.0,1.785908,4.284468,0.0,0.0,0.0,0.0,0.0,0.0,2.955787
chr1_167452876_167453237,0.0,0.0,0.0,1.785908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.955787
chr1_167453750_167454075,0.0,0.0,0.0,1.785908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.955787
chr1_167458424_167459120,0.0,0.0,0.0,1.785908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.955787
chr1_167469090_167469185,0.0,0.0,0.0,1.785908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.955787
chr1_167469653_167470005,0.0,0.0,0.0,1.785908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.955787
chr1_167635730_167635903,0.0,0.0,0.0,2.262257,4.549855,5.4261325,2.553129,0.0,3.281601,0.0,0.0,0.0
chr1_167649050_167649342,0.0,0.0,0.0,2.262257,5.7755245,5.4261325,2.553129,0.0,3.281601,0.0,0.0,0.0
chr1_167650955_167651264,0.0,0.0,0.0,2.262257,4.549855,5.4261325,2.553129,0.0,3.281601,0.0,0.0,0.0
chr1_169071998_169072131,0.0,0.0,0.0,1.997423,1.74211,0.0,0.0,0.0,0.0,0.0,0.0,2.255864
chr1_169860308_169860488,0.0,0.0,0.0,1.735275,4.369743,5.873005,0.0,0.0,3.358502,0.0,0.0,1.665031
chr1_17019394_17019738,0.0,0.0,0.0,2.291036,2.308249,0.0,0.0,0.0,0.0,0.0,4.005054,0.0
chr1_17027024_17027386,0.0,0.0,0.0,2.291036,2.308249,0.0,16.937895,0.0,0.0,0.1796,0.0,0.0
chr1_171714228_171714396,0.0,0.0,0.0,1.697497,0.0,0.0,0.0,0.0,2.215364,0.0,0.0,0.0
chr1_172291507_172291926,0.0,0.0,0.0,1.461859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.408998
chr1_172324588_172324814,0.0,0.0,0.0,1.461859,0.0,0.0,0.0,1.956992,0.0,0.0,0.0,1.895095
chr1_172327070_172327187,0.0,0.0,0.0,1.461859,0.0,0.0,0.0,1.956992,0.0,0.0,0.0,1.895095
chr1_172327558_172328156,0.0,0.0,0.0,1.461859,0.0,0.0,0.0,1.956992,0.0,0.0,0.0,1.895095
chr1_172369341_172369683,0.0,0.0,0.0,1.461859,0.0,0.0,0.0,1.956992,0.0,0.0,0.0,2.408013
chr1_17254357_17254559,0.0,0.0,0.0,1.97704,0.0,0.0,1.973811,0.0,0.0,0.0,0.0,2.009682
chr1_172715484_172715760,0.0,0.0,0.0,1.727548,3.77752,0.0,0.0,0.0,0.0,0.025,0.0,0.0
chr1_17387354_17387523,0.0,0.0,0.0,1.97704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.009682
chr1_173984193_173984403,0.0,0.0,0.0,2.474077,0.0,6.682824,0.0,0.0,3.547715,0.0,0.0,0.0
chr1_17411505_17411663,0.0,0.0,0.0,1.97704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.009682
chr1_17417123_17417163,0.0,0.0,0.0,1.97704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.009682
chr1_17425016_17425355,0.0,0.0,0.0,6.762611666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.009682
chr1_17454855_17455288,0.0,0.0,0.0,1.97704,0.0,0.0,0.0,0.0,0.0,0.029,0.0,2.009682
chr1_17494378_17494745,0.0,0.0,0.0,1.97704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.009682
chr1_17495208_17495390,0.0,0.0,0.0,1.97704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.009682
chr1_175145439_175145838,0.0,0.0,0.0,1.911936,3.843724,0.0,0.0,0.0,0.0,0.0,0.0,1.886926
chr1_17518130_17518260,0.0,0.0,0.0,1.97704,8.146426,0.0,0.0,0.0,0.0,0.0,13.209657,2.009682
chr1_175310296_175310302,0.0,0.0,0.0,1.800211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.886926
chr1_17534687_17534794,0.0,0.0,0.0,1.97704,0.0,0.0,0.0,0.0,0.0,0.0521,0.0,2.009682
chr1_175548819_175548945,0.0,0.0,0.0,1.645617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.886926
chr1_175568488_175568642,0.0,0.0,0.0,1.645617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.886926
chr1_17578205_17578469,0.0,0.0,0.0,6.8088615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.009682
chr1_176964272_176964382,0.0,0.0,0.0,1.198834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_17719874_17719991,0.0,0.0,0.0,1.97704,3.253112,0.0,0.0,0.0,0.0,0.0,0.0,2.009682
chr1_1772108_1772256,0.0,0.0,0.0,2.224261,0.0,6.830738,0.0,0.0,0.0,0.0,0.0,0.0
chr1_178414274_178414285,0.0,0.0,0.0,1.204473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_178509347_178509739,0.0,0.0,0.0,1.204473,4.32954,0.0,0.0,0.0,0.0,0.0806,0.0,2.302889
chr1_178550500_178550885,0.0,0.0,0.0,1.204473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.820718
chr1_178575191_178575363,0.0,0.0,0.0,1.204473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.587309
chr1_17865185_17865523,0.0,0.0,0.0,1.97704,0.0,0.0,0.0,0.0,0.0,0.0274,0.0,6.6796115
chr1_178901109_178901308,0.0,0.0,0.0,1.567872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.627253
chr1_178903778_178903964,0.0,0.0,0.0,1.567872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.627253
chr1_17896198_17896624,0.0,0.0,0.0,1.97704,6.104059,0.0,0.0,0.0,0.0,0.1342,4.725074,2.009682
chr1_179110934_179111289,0.0,0.0,0.0,1.913454,4.570726,3.36502,0.0,0.0,3.090194,0.0,0.0,0.0
chr1_179153644_179153909,0.0,0.0,0.0,1.913454,0.0,0.0,0.0,0.0,1.8377215,0.0,0.0,0.0
chr1_179160106_179160405,0.0,0.0,0.0,1.913454,0.0,2.992591,0.0,0.0,1.809096,0.0,0.0,0.0
chr1_17956441_17957463,0.0,0.0,0.0,1.97704,0.0,0.0,24.328498,0.0,0.0,0.0292,0.0,2.009682
chr1_17962245_17962730,0.0,0.0,0.0,1.97704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.009682
chr1_179734817_179735116,0.0,0.0,0.0,1.661318,0.0,0.0,9.647508,0.0,0.0,0.026,0.0,2.805097
chr1_180120187_180120425,0.0,0.0,0.0,2.396896,0.0,2.273889,0.0,0.0,0.0,0.0,0.0,0.0
chr1_180200315_180200683,0.0,0.0,0.0,2.248243,1.5205,0.0,0.0,6.926819,0.0,0.3408,8.818421,3.390769
chr1_18042899_18043112,0.0,0.0,0.0,1.97704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.009682
chr1_181096103_181096331,0.0,0.0,0.0,2.393063,8.6039365,0.0,0.0,0.0,0.0,0.0287,0.0,0.0
chr1_181100547_181100997,0.0,0.0,0.0,2.393063,8.6039365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_181451162_181451821,0.0,0.0,0.0,1.670389,0.0,0.0,0.0,0.0,0.0,0.048,11.335314,3.214906
chr1_181454376_181454805,0.0,0.0,0.0,1.670389,0.0,0.0,0.0,0.0,0.0,0.0286,0.0,3.57572
chr1_1814762_1815124,0.0,0.0,0.0,5.4138150000000005,12.335543,6.830738,0.0,0.0,3.396503,0.0688,10.880832,0.0
chr1_18186786_18187057,0.0,0.0,0.0,1.97704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.009682
chr1_18200796_18200931,0.0,0.0,0.0,1.97704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.009682
chr1_182056560_182056703,0.0,0.0,0.0,1.987302,9.143634,0.0,0.0,0.0,0.0,0.0,0.0,2.309501
chr1_182643740_182644063,0.0,0.0,0.0,1.807732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.845396
chr1_183191719_183192016,0.0,0.0,0.0,1.900834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.845396
chr1_183248987_183249454,0.0,0.0,0.0,1.943154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.845396
chr1_183256519_183256577,0.0,0.0,0.0,1.943154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.845396
chr1_183526698_183527308,0.0,0.0,0.0,2.235507,0.0,0.0,0.0,0.0,3.535417,0.0,0.0,1.845396
chr1_183552584_183552988,0.0,0.0,0.0,2.235507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.845396
chr1_183557915_183558504,0.0,0.0,0.0,2.235507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.845396
chr1_183562649_183562759,0.0,0.0,0.0,2.235507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.845396
chr1_183569908_183570014,0.0,0.0,0.0,2.235507,2.899045,0.0,0.0,0.0,0.0,0.0,0.0,1.845396
chr1_183776671_183777014,0.0,0.0,0.0,1.512076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.845396
chr1_183846576_183846867,0.0,0.0,0.0,1.525132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5657555
chr1_183855028_183855346,0.0,0.0,0.0,1.525132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.845396
chr1_183861530_183861762,0.0,0.0,0.0,1.525132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.845396
chr1_183865521_183866190,0.0,0.0,0.0,1.525132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.845396
chr1_184265554_184265938,0.0,0.0,0.0,1.810982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_184357629_184357933,0.0,0.0,0.0,1.842521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93837
chr1_184828541_184828899,0.0,0.0,0.0,1.495026,0.0,0.0,0.0,0.0,2.053614,0.0,0.0,0.0
chr1_184836042_184836526,0.0,0.0,0.0,1.495026,4.095354,0.0,0.0,0.0,2.053614,0.0,0.0,0.0
chr1_184922808_184923031,0.0,0.0,0.0,2.147906,2.220351,2.27592,0.0,0.0,1.835261,0.0,0.0,0.0
chr1_184924828_184925180,0.0,0.0,0.0,2.147906,2.220351,2.27592,0.0,0.0,1.835261,0.0,0.0,0.0
chr1_18503183_18503293,0.0,0.0,0.0,1.97704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.009682
chr1_19248887_19249092,0.0,0.0,0.0,1.97704,0.0,0.0,7.560865,0.0,0.0,0.0263,0.0,2.009682
chr1_19253034_19253391,0.0,0.0,0.0,1.97704,3.379862,0.0,7.560865,0.0,0.0,0.09,0.0,2.009682
chr1_19274997_19275345,0.0,0.0,0.0,1.97704,0.0,0.0,1.531966,0.0,0.0,0.0,0.0,2.009682
chr1_19276270_19276542,0.0,0.0,0.0,1.97704,0.0,0.0,1.531966,0.0,0.0,0.0389,0.0,2.009682
chr1_19277155_19277462,0.0,0.0,0.0,1.97704,0.0,0.0,1.531966,0.0,0.0,0.0,0.0,2.009682
chr1_19278388_19278892,0.0,0.0,0.0,1.97704,0.0,0.0,1.531966,0.0,0.0,0.0,0.0,2.009682
chr1_19280139_19280583,0.0,0.0,0.0,1.97704,0.0,0.0,1.531966,0.0,0.0,0.0,0.0,2.009682
chr1_192914637_192914772,0.0,0.0,0.0,1.389601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.821965
chr1_192921207_192921501,0.0,0.0,0.0,1.389601,4.368495,0.0,0.0,0.0,0.0,0.0,0.0,1.821965
chr1_193180704_193180924,0.0,0.0,0.0,1.389601,0.0,7.028986,0.0,0.0,3.60815,0.0,0.0,0.0
chr1_193226500_193227132,0.0,0.0,0.0,1.389601,0.0,0.0,0.0,0.0,3.60815,0.0,0.0,0.0
chr1_19324821_19325090,0.0,0.0,0.0,1.97704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.009682
chr1_19336477_19336714,0.0,0.0,0.0,1.97704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.009682
chr1_19360402_19360809,0.0,0.0,0.0,1.97704,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,2.009682
chr1_1952050_1952360,0.0,0.0,0.0,2.224261,0.0,0.0,0.0,0.0,0.0,0.1249,0.0,3.351421
chr1_19614370_19614635,0.0,0.0,0.0,1.97704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
